Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,01-Mar,PPA,CrsPA,Prog,Matches
108,Houssem Aouar,fr FRA,MF,Lyon,fr Ligue 1,21,1998,21.7,42,49.6,84.7,731.4,165.5,0.41,1.75,23.7,34.1,38,89.8,7.47,9.86,75.7,0.18,0.13,0.05,1.24,4.98,1.06,0,5.12,Matches
109,Adil Aouchiche,fr FRA,MF,Paris S-G,fr Ligue 1,17,2002,0.7,34.3,44.3,77.4,534.3,81.4,0,2.86,0,30,32.9,91.3,4.29,8.57,50,0,0,0,0,1.43,0,0,1.43,Matches
110,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,27,1992,17.8,41.8,54.2,77.2,660.6,308.5,0.51,2.25,22.5,36.9,42.6,86.4,4.44,9.27,47.9,0,0.02,-0.02,0.45,2.42,0.22,0.17,5.51,Matches
111,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,23,1995,34.1,19,28.5,66.8,411.9,101,0.62,1.55,39.6,12.6,17.5,72.1,5.81,9.47,61.3,0.03,0.05,-0.02,0.38,2.73,0.59,0.15,2.79,Matches
112,Guilherme Arana,br BRA,DF,Atalanta,it Serie A,22,1997,0.9,46.7,60,77.8,884.4,303.3,0,1.11,0,40,48.9,81.8,6.67,10,66.7,0,0,0,1.11,2.22,3.33,1.11,6.67,Matches
113,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,30,1989,23.5,59.4,69.2,85.9,1087.4,333.2,0.81,2.04,39.6,47.3,51.8,91.3,11.3,15.4,73.7,0.13,0.08,0.05,0.98,6.04,0.38,0,7.7,Matches
114,Luiz Araújo,br BRA,"FW,MF",Lille,fr Ligue 1,23,1996,9.2,24.2,33.6,72.2,406.2,91.2,1.3,2.93,44.4,18.7,24.2,77.1,4.24,6.41,66.1,0.11,0.2,-0.09,1.3,1.41,1.63,0.43,3.8,Matches
115,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,27,1991,32.1,40.2,46.2,87,896.9,257.8,0.34,0.72,47.8,25.9,28.1,92.1,13.9,17.3,80.4,0.06,0.01,0.06,0.06,1.37,0,0,2.09,Matches
116,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,20,1999,2.6,75.8,80,94.7,1476.9,305,0,0.38,0,56.5,58.8,96.1,19.2,20.8,92.6,0,0,0,0,3.85,0,0,1.15,Matches
117,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,32,1987,22.3,39,52.4,74.4,979.6,311.6,0.36,1.3,27.6,22.6,26,86.9,16.1,25.2,64,0,0,0,0.18,4.53,0.45,0.22,5.43,Matches
118,Alphonse Areola,fr FRA,GK,Real Madrid,es La Liga,26,1993,4,28.5,33.8,84.4,749.5,415.3,0.25,0.25,100,17.3,17.3,100,11,16.3,67.7,0,0,0,0,0,0,0,0,Matches
119,Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,26,1993,3,18.7,19.3,96.6,376.7,247.3,1,1,100,13,13,100,4.67,5.33,87.5,0,0,0,0,0,0,0,0,Matches
120,Santiago Arias,co COL,DF,Atlético Madrid,es La Liga,27,1992,12,41.5,54.4,76.3,707.3,324.1,0.67,2.08,32,35.3,41,86.2,5.5,11.3,48.5,0.08,0.09,-0.01,0.83,2.33,1.75,0.58,8.5,Matches
121,Nicolò Armini,it ITA,DF,Lazio,it Serie A,18,2001,0,2,2,100,26,6,0,0,,2,2,100,0,0,,0,0,0,0,0,0,0,0,Matches
122,Stuart Armstrong,sco SCO,MF,Southampton,eng Premier League,27,1992,19.1,24.4,32,76.1,381,124.3,0.89,2.57,34.7,20.3,24.6,82.7,3.19,4.92,64.9,0.16,0.06,0.09,0.84,1.73,1.26,0.21,3.51,Matches
123,José Arnaiz,es ESP,"FW,MF",Osasuna,es La Liga,24,1995,8.8,14.8,20.2,73,237.4,54,0.57,1.59,35.7,11.8,15.2,77.6,2.39,3.41,70,0.11,0.02,0.09,0.57,1.14,0.34,0.11,1.36,Matches
124,José Arnaiz,es ESP,"MF,FW",Leganés,es La Liga,24,1995,3.7,19.7,26.2,75.3,320.3,105.7,1.08,2.16,50,15.1,18.4,82.4,3.51,5.68,61.9,0,0.14,-0.14,1.89,0.54,1.08,0.81,2.43,Matches
125,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,25,1994,31.3,36.8,49.2,74.8,828.6,274.1,0.83,1.79,46.4,23.1,26.6,87,12.8,20.9,61.6,0.26,0.19,0.06,2.17,3.58,0.86,0.22,6.96,Matches
126,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,24,1994,33,26.6,32.9,80.8,717.6,372.5,0,0,,15.2,15.3,99,11.4,17.6,64.9,0,0,0,0,0.03,0,0,0,Matches
127,Kwadwo Asamoah,gh GHA,DF,Inter,it Serie A,30,1988,7.1,41.7,52.4,79.6,703.8,211.3,0.99,3.1,31.8,34.9,39.4,88.6,5.77,9.86,58.6,0.14,0.1,0.04,1.55,2.39,0.42,0.28,5.77,Matches
128,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,22,1997,7,37.1,44,84.4,678.6,133,1.29,2.43,52.9,28.1,31.9,88.3,7.71,9.71,79.4,0.14,0.01,0.13,0.29,1.71,0.14,0.14,3,Matches
129,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,30,1989,34,21.8,30.6,71.4,652.6,369.1,0.06,0.06,100,11.1,11.3,99,10.6,19.2,55.2,0,0,0,0,0.24,0,0,0,Matches
130,Marco Asensio,es ESP,FW,Real Madrid,es La Liga,23,1996,3.7,36.2,44.1,82.2,624.9,121.9,0.81,1.35,60,29.5,34.1,86.5,5.95,8.65,68.8,0.27,0.27,0,1.89,1.62,1.89,0.54,4.05,Matches
131,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,18,2001,0.8,37.5,43.8,85.7,643.8,147.5,0,0,,31.3,33.8,92.6,6.25,10,62.5,0,0.13,-0.13,2.5,3.75,1.25,0,5,Matches
132,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,31,1987,36.2,27.6,35.4,77.8,438,84.2,1.55,3.43,45.2,22.1,26.7,82.8,3.95,5.36,73.7,0.08,0.11,-0.03,1.49,1.96,1.27,0.11,2.87,Matches
133,Roger Assalé,ci CIV,"FW,MF",Leganés,es La Liga,25,1993,5.9,17.8,21.5,82.7,288.3,74.2,0.17,1.19,14.3,15.4,17.1,90.1,2.2,3.22,68.4,0.17,0.19,-0.02,1.02,1.36,1.02,0,3.05,Matches
134,Miguel Atienza,es ESP,MF,Eibar,es La Liga,,,0.3,33.3,46.7,71.4,563.3,66.7,0,3.33,0,26.7,30,88.9,6.67,13.3,50,0,0,0,0,6.67,0,0,0,Matches
135,Christian Atsu,gh GHA,"FW,MF",Newcastle Utd,eng Premier League,27,1992,8.3,19.6,25.1,78.4,311.8,67.5,0.72,1.69,42.9,15.9,18.1,88,3.01,5.3,56.8,0.36,0.11,0.25,1.57,0.24,1.33,0.48,2.53,Matches
136,Youcef Attal,dz ALG,"FW,DF",Nice,fr Ligue 1,23,1996,11.1,37,45.9,80.7,584.8,176.6,0.18,1.71,10.5,32.2,37,86.9,4.68,7.12,65.8,0.09,0.05,0.04,0.81,2.25,0.99,0.27,4.41,Matches
137,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,30,1989,34.8,17.6,25.5,68.9,269.3,74.3,0.4,1.72,23.3,15.3,20,76.3,1.93,3.79,50.8,0.09,0.09,0,0.66,0.78,1.38,0.4,2.73,Matches
138,Emil Audero,it ITA,GK,Sampdoria,it Serie A,22,1997,36,18.3,28.8,63.6,603.5,392.6,0.08,0.08,100,8.25,8.33,99,10,20.4,49,0,0,0,0,0.25,0,0,0,Matches
139,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,24,1994,12.6,50.4,65.5,77,862.3,388.4,0.95,2.94,32.4,41.5,46.9,88.5,7.94,15.6,50.8,0.16,0.12,0.04,1.67,3.89,2.14,1.19,9.13,Matches
140,Jean-Kévin Augustin,fr FRA,FW,Monaco,fr Ligue 1,22,1997,3,11,13.3,82.5,163.3,15.7,0.33,0.67,50,10,12,83.3,0.67,0.67,100,0,0,0,0,0.67,0,0,0.33,Matches
141,Ludwig Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,25,1994,10.3,37.6,51.8,72.5,655.6,285.3,0.19,2.62,7.4,31.2,35.8,87,6.21,13.4,46.4,0.1,0.12,-0.02,1.55,1.46,0.97,0.58,7.96,Matches
142,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,26,1992,30,42.1,55.1,76.3,698.8,246.7,0.57,2.63,21.5,35.9,41.9,85.7,5.63,10.6,53,0.17,0.1,0.07,1,2.13,1.3,0.53,5.4,Matches
143,Mathias Autret,fr FRA,"MF,FW",Brest,fr Ligue 1,28,1991,13.6,28,41.3,67.8,539.3,176.1,0.74,2.57,28.6,20.6,25.4,81.2,6.69,13.4,50,0.22,0.22,0,2.21,2.72,2.13,0.74,6.18,Matches
144,Ezequiel Ávila,ar ARG,FW,Osasuna,es La Liga,25,1994,17.7,10.5,18.2,57.3,195.3,47.1,0.17,1.19,14.3,7.8,12.5,62.2,2.49,4.52,55,0.11,0.15,-0.04,1.19,1.24,0.73,0.23,1.92,Matches
145,Javier Avilés,es ESP,"MF,FW",Leganés,es La Liga,21,1997,2,24,35.5,67.6,431,196,1.5,4,37.5,19,25,76,3.5,6.5,53.8,0.5,0.45,0.05,2.5,1,3.5,3,4.5,Matches
146,Chidozie Awaziem,ng NGA,DF,Leganés,es La Liga,22,1997,22.2,26.9,34.5,77.9,580.5,235.6,0.63,1.31,48.3,17.9,19.8,90.5,8.33,13.4,62.3,0,0,0,0.18,2.43,0.36,0.14,3.51,Matches
147,Taiwo Awoniyi,ng NGA,FW,Mainz 05,de Bundesliga,21,1997,5.4,13.7,18.9,72.5,223.1,63.9,0.56,2.22,25,11.5,13.7,83.8,1.67,2.96,56.3,0,0.17,-0.17,1.3,1.48,0.74,0.56,1.48,Matches
148,Florian Ayé,fr FRA,"FW,MF",Brescia,it Serie A,22,1997,15.3,14.3,20.1,71.1,197.4,36.3,0.72,2.09,34.4,12.4,15.6,79.8,1.18,2.48,47.4,0,0.03,-0.03,0.46,0.72,0.46,0.07,1.18,Matches
149,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,27,1991,35,19.6,23.9,81.9,276.9,54,1.09,1.94,55.9,16.3,18.7,87,2.26,3.31,68.1,0.06,0.06,0,0.74,1.2,0.63,0,1.4,Matches
150,Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,24,1994,30.3,48.6,58,83.8,1131.4,417.6,0.4,1.29,30.8,31.6,34.2,92.3,16.6,22.5,74,0.1,0.08,0.02,0.56,4.36,0.43,0.1,5.91,Matches
151,Ramon Azeez,ng NGA,MF,Granada,es La Liga,26,1992,15.1,20.9,26.1,80.2,372.3,82.1,0.33,1.19,27.8,17,20.1,84.2,3.64,4.77,76.4,0,0.02,-0.02,0.4,1.72,0.26,0,1.59,Matches
152,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,29,1989,35.9,63.1,79.1,79.9,1123.6,431.3,1.03,3.09,33.3,52.2,59.6,87.6,9.94,16.4,60.7,0.17,0.16,0.01,1.2,4.09,1.67,0.78,8.02,Matches
153,Ludovic Baal,gf GUF,DF,Brest,fr Ligue 1,33,1986,9.2,54.3,67.3,80.8,962.8,431.6,0.54,1.96,27.8,44.1,50,88.3,9.67,15.3,63.1,0,0.08,-0.08,1.52,4.57,1.41,0.87,9.24,Matches
154,Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,23,1996,32.3,32.4,39.8,81.4,617.8,166.5,0.62,1.55,40,24.1,28,85.9,7.71,10.2,75.5,0,0.01,-0.01,0.19,3.07,0.19,0.03,3.22,Matches
155,Khouma Babacar,sn SEN,FW,Lecce,it Serie A,26,1993,15.8,14.2,19.4,73.5,208.7,34.1,0.63,2.03,31.3,12,14.7,81.1,1.65,2.59,63.4,0,0.04,-0.04,0.76,0.7,0.57,0,1.14,Matches
156,Carlos Bacca,co COL,"FW,MF",Villarreal,es La Liga,32,1986,7.6,13.3,17.5,75.9,204.6,16.4,0,0.92,0,11.6,13.9,83,1.71,2.63,65,0.13,0.07,0.07,0.53,0.66,0.13,0,0.66,Matches
157,Milan Badelj,hr CRO,MF,Fiorentina,it Serie A,30,1989,17.6,44.7,54.7,81.6,892.8,241.9,0.85,1.99,42.9,32.1,37,86.8,11.7,15.7,74.4,0,0.06,-0.06,1.14,4.94,0.63,0,4.43,Matches
158,Matthias Bader,de GER,DF,Köln,de Bundesliga,22,1997,0.1,40,70,57.1,560,150,0,0,,40,40,100,0,30,0,0,0,0,0,0,0,0,0,Matches
159,Bastian Badu,fr FRA,FW,Montpellier,fr Ligue 1,19,2000,0.1,60,60,100,950,80,0,0,,60,60,100,0,0,,0,0,0,0,10,0,0,0,Matches
160,Alejandro Baena,es ESP,MF,Villarreal,es La Liga,18,2001,0.2,20,20,100,290,0,0,0,,20,20,100,0,0,,0,0,0,0,0,0,0,0,Matches
161,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,27,1992,10.1,14.9,20.2,73.5,222.1,31.9,0.79,1.49,53.3,12.5,15.7,79.2,1.58,2.97,53.3,0,0.08,-0.08,0.99,0.69,0.5,0.3,0.89,Matches
162,Daniel Baier,de GER,MF,Augsburg,de Bundesliga,35,1984,21.6,31.7,40.9,77.4,643.6,187.2,0.37,1.25,29.6,22.6,26.9,84.1,8.7,12.8,67.9,0,0.02,-0.02,0.37,2.59,0.42,0,3.43,Matches
163,Leon Bailey,jm JAM,"FW,MF",Leverkusen,de Bundesliga,21,1997,12.1,26.9,39.8,67.8,505.1,155.2,0.74,2.4,31,20.7,27,76.8,5.45,10.3,52.8,0.25,0.21,0.03,1.74,1.4,1.98,0.74,5.37,Matches
164,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,25,1994,1.7,37.6,42.4,88.9,744.7,254.7,0,0.59,0,28.8,31.8,90.7,8.82,10,88.2,0,0,0,0,1.18,0,0,2.35,Matches
165,Dénys Bain,fr FRA,DF,Brest,fr Ligue 1,26,1993,14.1,43.3,46.5,93.1,960.3,262.3,0.21,0.5,42.9,27.7,29.4,94.2,15.3,16.5,92.7,0,0,0,0,0.43,0,0,1.13,Matches
166,Leighton Baines,eng ENG,DF,Everton,eng Premier League,34,1984,4.5,37.3,46.4,80.4,656,244.2,0,1.33,0,31.1,33.8,92.1,6.22,11.3,54.9,0,0.18,-0.18,1.33,1.33,1.56,1.11,6.89,Matches
167,Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,17,2001,1,19,19,100,509,312,0,0,,13,13,100,6,6,100,0,0,0,0,0,0,0,0,Matches
168,Tiemoué Bakayoko,fr FRA,MF,Monaco,fr Ligue 1,24,1994,19.1,43.5,50.3,86.5,774.6,201.7,0.79,1.62,48.4,34.7,38.5,90.1,8.06,10.2,79,0.1,0.04,0.06,0.42,3.93,0.63,0,4.29,Matches
169,Lewis Baker,eng ENG,MF,Düsseldorf,de Bundesliga,24,1995,6.1,30.2,37.7,80,666.7,138.4,0.98,1.8,54.5,21,24.9,84.2,8.2,11,74.6,0,0.05,-0.05,0.98,3.44,0.49,0,3.28,Matches
170,Mitchel Bakker,nl NED,DF,Paris S-G,fr Ligue 1,19,2000,1,91,94,96.8,1444,427,2,3,66.7,77,79,97.5,12,12,100,0,0,0,0,9,0,0,1,Matches
171,Ridle Baku,de GER,"DF,MF",Mainz 05,de Bundesliga,21,1998,26.1,31.8,44.4,71.7,624.6,225.6,0.5,1.53,32.5,23.3,29.7,78.5,7.97,13.1,60.8,0.11,0.12,0,0.96,2.41,1.46,0.65,6.21,Matches
172,Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,27,1991,13.1,27.6,37.2,74.1,621,220.8,0.23,0.92,25,16.7,19.8,84.2,10.6,16.4,64.7,0,0,0,0,1.83,0.15,0,2.29,Matches
173,Keita Baldé,sn SEN,"FW,MF",Monaco,fr Ligue 1,24,1995,9.5,21.8,31.1,70.2,318.2,80.7,0.74,2.32,31.8,18.7,23.8,78.8,2.32,4.95,46.8,0.11,0.08,0.02,0.32,1.26,0.63,0,2.53,Matches
174,George Baldock,eng ENG,DF,Sheffield Utd,eng Premier League,26,1993,38,30.9,40.8,75.6,474.7,171.9,0.92,2.92,31.5,26.3,30,87.9,3.61,7.95,45.4,0.08,0.07,0.01,0.71,1.61,1.18,0.74,4.42,Matches
175,Gareth Bale,wal WAL,"FW,MF",Real Madrid,es La Liga,30,1989,12.1,29.8,39.7,75,524.7,130.5,0.41,1.49,27.8,24.7,28.6,86.4,4.63,9.59,48.3,0.17,0.11,0.06,0.91,1.49,1.4,0.83,3.8,Matches
176,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,31,1988,6.3,29.8,41,72.9,519.4,231.3,0.32,1.27,25,24.1,29.2,82.6,5.4,10.5,51.5,0,0,0,0,1.59,0.63,0.16,6.19,Matches
177,Leonardo Balerdi,ar ARG,"DF,MF",Dortmund,de Bundesliga,20,1999,1.5,76,85.3,89.1,1473.3,382.7,0.67,4,16.7,56.7,60.7,93.4,18.7,20.7,90.3,0,0,0,0,2,0,0,2,Matches
178,Marco Ballarini,it ITA,MF,Udinese,it Serie A,18,2001,0,5,5,100,106,35,0,0,,4,4,100,1,1,100,0,0,0,0,0,0,0,0,Matches
179,Fodé Ballo-Touré,fr FRA,DF,Monaco,fr Ligue 1,22,1997,18.7,36.7,46,79.7,638.6,215.6,0.75,2.14,35,30.2,33.6,89.8,5.78,10.3,56,0,0.07,-0.07,0.75,2.57,0.75,0.37,4.87,Matches
180,Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,39,1980,4.5,49.3,59.1,83.5,861.1,212,1.56,2,77.8,38.7,42.9,90.2,9.11,14.2,64.1,0,0,0,0.44,4.22,0.44,0,5.78,Matches
181,Mario Balotelli,it ITA,FW,Brescia,it Serie A,28,1990,15.6,15.3,23.6,64.7,298.1,72.6,0.26,1.35,19,11.2,15.8,71.1,3.78,6.47,58.4,0,0.03,-0.03,0.51,1.54,0.71,0.19,2.56,Matches
182,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,29,1990,6.2,33.4,45,74.2,571.3,277.3,0.16,1.94,8.3,28.5,32.6,87.6,4.68,10.5,44.6,0,0.05,-0.05,0.48,1.61,0.32,0.32,5.16,Matches
183,Jonathan Bamba,fr FRA,"FW,MF",Lille,fr Ligue 1,23,1996,21.5,31.1,38.7,80.5,516.3,147.3,0.88,2.14,41.3,25.5,29.1,87.7,4.7,7.4,63.5,0.19,0.11,0.08,1.63,2.84,0.98,0,4.37,Matches
184,Éver Banega,ar ARG,MF,Sevilla,es La Liga,31,1988,27.5,70.9,86.3,82.2,1548,466.1,0.76,2.25,33.9,49,54.8,89.4,21.2,29.2,72.4,0.25,0.19,0.07,2.15,9.75,1.2,0.25,11.1,Matches
185,Mattia Bani,it ITA,DF,Bologna,it Serie A,25,1993,24.5,37.1,45.3,81.9,864.6,282.2,0.24,0.78,31.6,23.1,25.9,89.3,13.7,18.6,73.6,0,0,0,0.04,2.41,0.08,0.04,2.65,Matches
186,Antonín Barák,cz CZE,MF,Udinese,it Serie A,24,1994,2.2,34.5,47.3,73.1,528.2,151.8,0.45,3.64,12.5,30,35,85.7,4.09,8.64,47.4,0,0.09,-0.09,1.82,1.82,1.36,0,6.82,Matches
187,Antonín Barák,cz CZE,MF,Lecce,it Serie A,24,1994,15.2,37.6,46.1,81.5,638.9,175.1,1.25,2.43,51.4,30.3,34.4,88.1,5.99,9.28,64.5,0.07,0.09,-0.03,1.05,3.62,0.92,0.26,4.21,Matches
188,Federico Barba,it ITA,DF,Valladolid,es La Liga,25,1993,5,29.2,43.6,67,540.8,232.2,0.2,1.6,12.5,23.2,29,80,5.8,13,44.6,0,0.02,-0.02,0.4,4,0.4,0.2,6.2,Matches
189,Danilo Barbosa,br BRA,"DF,MF",Nice,fr Ligue 1,23,1996,12.5,58.5,64,91.4,1120.3,295.1,0.88,1.44,61.1,44.5,46.9,94.9,13.1,15.7,83.7,0,0.03,-0.03,0.56,5.28,0.4,0,3.92,Matches
190,Melvin Bard,fr FRA,DF,Lyon,fr Ligue 1,18,2000,0.5,80,94,85.1,1278,316,0,6,0,76,82,92.7,4,6,66.7,0,0.2,-0.2,4,2,0,0,2,Matches
191,Enis Bardhi,mk MKD,MF,Levante,es La Liga,24,1995,23.5,26.6,36.3,73.3,441.7,138.9,1.19,2.89,41.2,21,25.4,82.9,4.38,8.04,54.5,0.09,0.08,0,1.19,2.51,0.98,0.21,4.43,Matches
192,Phil Bardsley,sco SCO,DF,Burnley,eng Premier League,34,1985,21,28.5,42.7,66.8,542.4,257.2,0.62,2.05,30.2,21.9,26.6,82.3,6.05,14.1,42.9,0.05,0.03,0.01,0.33,3.19,0.71,0.1,5.33,Matches
193,Nicolò Barella,it ITA,MF,Inter,it Serie A,22,1997,22.4,45.3,55.2,82.1,886.6,268.2,0.94,2.68,35,33,37.5,88,11.3,15,75.6,0.18,0.07,0.11,0.98,5.54,1.38,0.13,7.19,Matches
194,Philipp Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,30,1989,6.5,31.4,41.2,76.1,575.8,189.5,0.46,1.69,27.3,24.3,29.2,83.2,6.62,10.3,64.2,0,0.02,-0.02,0.31,4.62,0.62,0,4.62,Matches
195,Antonino Barillà,it ITA,MF,Parma,it Serie A,31,1988,18.8,21.4,27.7,77.2,381.1,101.2,0.43,1.17,36.4,17.3,20.2,85.8,3.67,6.38,57.5,0.11,0.11,-0.01,0.8,1.6,0.27,0.11,2.34,Matches
196,Kike Barja,es ESP,"MF,FW",Osasuna,es La Liga,22,1997,3.5,17.7,25.4,69.7,276,77.1,0.86,2.29,37.5,15.1,18.6,81.5,1.71,4.57,37.5,0.29,0.29,0,0.86,0.57,1.71,0.29,4,Matches
197,Ross Barkley,eng ENG,MF,Chelsea,eng Premier League,25,1993,12.3,43.9,50.1,87.7,840.3,158.1,0.89,1.63,55,32.8,36.9,88.8,10.2,11.5,88.7,0.33,0.22,0.11,2.03,4.31,1.63,0.08,4.31,Matches
198,Aymen Barkok,de GER,"FW,MF",Düsseldorf,de Bundesliga,21,1998,0.9,18.9,32.2,58.6,383.3,125.6,0,1.11,0,14.4,23.3,61.9,4.44,7.78,57.1,0,0,0,0,3.33,1.11,0,4.44,Matches
199,Ashley Barnes,at AUT,FW,Burnley,eng Premier League,29,1989,15,10.3,16.9,61.3,141.3,36.8,0.47,1.47,31.8,8.93,12.5,71.7,0.93,2.93,31.8,0,0.03,-0.03,0.27,0.33,0.67,0,1.53,Matches
200,Harvey Barnes,eng ENG,"MF,FW",Leicester City,eng Premier League,21,1997,23.1,24.2,31.6,76.7,358.8,88.6,0.78,2.21,35.3,21.3,25.6,83.1,2.16,3.77,57.5,0.35,0.15,0.19,1.34,1.47,1.73,0.13,3.94,Matches
201,Antonio Barragán,es ESP,DF,Betis,es La Liga,32,1987,7.1,53.1,64.8,82,937.7,329.9,0.85,1.83,46.2,42.7,46.6,91.5,9.58,16.3,58.6,0.14,0.08,0.06,1.13,2.96,2.68,0.85,7.18,Matches
202,Antonio Barreca,it ITA,"DF,MF",Genoa,it Serie A,24,1995,12.2,21.8,32.8,66.5,407.8,172.6,0.49,2.3,21.4,17.4,21.5,80.9,3.93,9.02,43.6,0.08,0.03,0.05,0.41,0.9,0.82,0.41,4.84,Matches
203,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,19,2000,10.4,26.4,35.4,74.7,490.7,140.8,0.38,1.44,26.7,20.4,25.3,80.6,5.67,8.65,65.6,0.19,0.02,0.17,0.48,2.6,0.19,0,4.13,Matches
204,Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,es La Liga,17,2001,4.9,28.4,39,72.8,478.4,121,0.61,2.86,21.4,23.7,28.4,83.5,4.08,7.76,52.6,0,0.1,-0.1,2.04,1.84,1.43,0.41,3.27,Matches
205,Édgar Barreto,py PAR,MF,Sampdoria,it Serie A,35,1984,1,28,33,84.8,532,105,1,2,50,22,23,95.7,5,8,62.5,0,0,0,0,4,0,0,3,Matches
206,Musa Barrow,gm GAM,FW,Bologna,it Serie A,20,1998,15,28.7,39.9,72.1,503.3,142,0.87,2,43.3,23.5,28.3,82.8,4.4,9.53,46.2,0.13,0.21,-0.08,2.33,2.33,0.93,0.2,3.87,Matches
207,Musa Barrow,gm GAM,"FW,MF",Atalanta,it Serie A,20,1998,2.1,20.5,24.8,82.7,341.4,73.3,1.9,3.33,57.1,15.7,18.6,84.6,2.86,2.86,100,0.95,0.29,0.67,1.43,0.95,0.95,0,1.9,Matches
208,Fin Bartels,de GER,"FW,MF",Werder Bremen,de Bundesliga,32,1987,3.8,29.5,39.7,74.2,502.9,148.4,0.26,2.37,11.1,23.7,28.7,82.6,5.53,8.68,63.6,0,0.11,-0.11,1.05,2.11,1.05,0.26,5,Matches
209,Marc Bartra,es ESP,"DF,MF",Betis,es La Liga,28,1991,28,50.8,58.4,86.9,1105.5,305.3,0.75,1.14,65.6,33.6,36.4,92.4,16.4,20.9,78.4,0.04,0.04,0,0.11,2.82,0.21,0,2.46,Matches
210,Daniele Baselli,it ITA,MF,Torino,it Serie A,27,1992,14.2,41.1,51,80.7,825.6,211.8,1.34,1.9,70.4,28.4,31.8,89.2,11.4,17.3,66.1,0.14,0.07,0.07,1.2,2.68,1.48,0.77,5.85,Matches
211,Chris Basham,eng ENG,DF,Sheffield Utd,eng Premier League,31,1988,36,30.1,40.6,74.2,567.1,184,0.81,1.69,47.5,22.6,27.7,81.7,6.69,11.2,59.7,0.03,0.03,0,0.33,1.86,0.33,0.19,2.53,Matches
212,Toma Baši?,hr CRO,MF,Bordeaux,fr Ligue 1,22,1996,11,41.5,52.7,78.6,859.8,205.4,0.27,1.27,21.4,30.5,35,87.3,10.6,16.5,64.6,0.27,0.27,0,2.09,5.18,0.64,0.09,5.45,Matches
213,Thomas Basila,fr FRA,DF,Nantes,fr Ligue 1,20,1999,4.6,45.2,54.1,83.5,888.3,306.7,0,0.43,0,35,39.6,88.5,10.2,14.1,72.3,0,0.02,-0.02,0.22,2.39,0.22,0.22,2.83,Matches
214,Gil Bastião Dias,pt POR,"DF,MF",Granada,es La Liga,22,1996,4,25,34.5,72.5,426.8,138.5,1.25,2.5,50,20,25,80,3.75,7,53.6,0.25,0.1,0.15,1.75,2,0.75,0.25,4,Matches
215,Gil Bastião Dias,pt POR,"DF,MF",Monaco,fr Ligue 1,22,1996,11.7,44.2,54.6,80.9,737.2,275.4,1.11,2.22,50,37.1,42.7,86.8,5.98,9.66,61.9,0,0.15,-0.15,1.11,3.16,1.62,0.26,8.03,Matches
216,Borja Bastón,es ESP,"MF,FW",Aston Villa,eng Premier League,26,1992,0.2,20,25,80,405,140,0,0,,10,15,66.7,10,10,100,0,0,0,0,5,0,0,10,Matches
217,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,20,1999,21.3,59,67,88,1225.6,378,0.56,1.36,41.4,43.5,46,94.7,14.9,19.7,75.5,0,0.08,-0.08,0.75,4.32,0.61,0.23,4.88,Matches
218,Bastos,ao ANG,DF,Lazio,it Serie A,28,1991,8.5,44.5,48.9,90.9,824.2,224.4,0.59,1.29,45.5,33.3,35.2,94.6,10.6,12.5,84.9,0,0,0,0,2.47,0.12,0,1.88,Matches
