Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,01-Mar,PPA,CrsPA,Prog,Matches
2441,Mahdi Talal,fr FRA,FW,Amiens,fr Ligue 1,21,1997,0.2,15,20,75,335,185,0,5,0,10,10,100,5,5,100,0,0,0,0,0,0,0,0,Matches
2442,Adrien Tameze,cm CMR,MF,Nice,fr Ligue 1,25,1994,5.8,35.5,41,86.6,548.6,97.9,1.72,2.07,83.3,29.8,32.6,91.5,3.97,6.38,62.2,0,0.07,-0.07,1.21,2.59,1.03,0,2.76,Matches
2443,Adrien Tameze,cm CMR,MF,Atalanta,it Serie A,25,1994,2.3,77.8,87,89.5,1425.7,327.8,1.74,3.91,44.4,64.8,68.7,94.3,11.3,14.3,78.8,0,0.09,-0.09,1.3,7.39,0,0,3.91,Matches
2444,Japhet Tanganga,eng ENG,DF,Tottenham,eng Premier League,20,1999,5.8,32.4,40,81,559,189,0.17,2.24,7.7,25.5,28.6,89.2,6.72,9.14,73.6,0,0,0,0,1.55,0,0,2.93,Matches
2445,Adil Taoui,fr FRA,MF,Toulouse,fr Ligue 1,17,2001,0.3,0,3.33,0,0,0,0,0,,0,0,,0,3.33,0,0,0,0,0,0,0,0,0,Matches
2446,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,20,1999,11.8,85.6,92.9,92.2,1971.9,499.3,0.42,1.19,35.7,51.2,54.7,93.6,34,37,91.8,0,0.02,-0.02,0.08,2.97,0,0,2.54,Matches
2447,Matt Targett,eng ENG,DF,Aston Villa,eng Premier League,23,1995,25.5,35.1,47.8,73.3,646,287.2,0.63,2.08,30.2,27.7,32.6,85,6.75,13.1,51.3,0.08,0.11,-0.03,1.02,2.98,1.18,0.47,6.43,Matches
2448,Rodrigo Tarín,es ESP,DF,Leganés,es La Liga,23,1996,10.6,18,22.5,79.9,380.9,137.3,0.38,0.38,100,13,15.1,86.3,4.62,7.08,65.3,0,0,0,0.09,0.85,0.09,0,0.94,Matches
2449,James Tarkowski,eng ENG,DF,Burnley,eng Premier League,26,1992,38,24,32.9,73,559.1,192.4,0.29,0.79,36.7,14.5,17.7,81.8,9.26,14.4,64.2,0.05,0.05,0,0.37,1.82,0.24,0,1.92,Matches
2450,Ciprian T?t?ru?anu,ro ROU,GK,Lyon,fr Ligue 1,33,1986,2,27,29.5,91.5,794.5,565.5,0,0,,13,13,100,14,16.5,84.8,0,0,0,0,0,0,0,0,Matches
2451,Júlio Tavares,cv CPV,FW,Dijon,fr Ligue 1,30,1988,22.2,16.8,25,67.3,243.7,58.6,0.9,2.3,39.2,14.3,19.4,73.5,1.67,3.33,50,0.09,0.11,-0.02,1.44,1.26,0.72,0.09,2.21,Matches
2452,Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,25,1993,21.6,33.6,47.9,70.1,620.8,261.3,0.46,2.36,19.6,26.2,30.8,84.8,6.99,14.7,47.5,0.05,0.06,-0.01,0.6,2.22,1.02,0.79,5.97,Matches
2453,Neil Taylor,wal WAL,DF,Aston Villa,eng Premier League,30,1989,12.1,33.9,42.4,79.9,565.4,237.4,0.58,1.74,33.3,28.8,32.4,89,4.46,8.26,54,0,0.02,-0.02,0.41,1.82,0.33,0.08,4.3,Matches
2454,Aurélien Tchouaméni,fr FRA,MF,Bordeaux,fr Ligue 1,19,2000,12.3,48.1,55.9,86,907,268.9,0.49,1.38,35.3,38,42.8,88.8,9.67,11.8,82.1,0.08,0.01,0.07,0.33,3.58,0.16,0,6.02,Matches
2455,Aurélien Tchouaméni,fr FRA,MF,Monaco,fr Ligue 1,19,2000,0.7,30,34.3,87.5,478.6,118.6,1.43,1.43,100,24.3,28.6,85,4.29,4.29,100,0,0,0,1.43,0,0,0,1.43,Matches
2456,Georg Teigl,at AUT,"DF,MF",Augsburg,de Bundesliga,28,1991,1.2,19.2,23.3,82.1,328.3,80.8,0,1.67,0,15.8,15.8,100,3.33,5.83,57.1,0,0,0,0,0,0,0,0.83,Matches
2457,Álvaro Tejero,es ESP,DF,Eibar,es La Liga,23,1996,16.1,35,47.6,73.4,696.8,321.8,0.75,1.86,40,26,30.2,86,8.26,15.6,53,0,0.06,-0.06,0.81,3.48,1.8,0.93,9.32,Matches
2458,Bernard Tekpetey,gh GHA,"FW,MF",Düsseldorf,de Bundesliga,21,1997,5,12.6,20.6,61.2,244.4,83,0.4,2.4,16.7,9,14,64.3,3.2,4.2,76.2,0.2,0.06,0.14,0.8,1.8,0.8,0.6,3,Matches
2459,Nathan Tella,eng ENG,FW,Southampton,eng Premier League,20,1999,0,0,1,0,0,0,0,0,,0,1,0,0,0,,0,0,0,0,0,0,0,0,Matches
2460,Cristian Tello,es ESP,"MF,FW",Betis,es La Liga,27,1991,8.7,32.8,43.3,75.6,589.4,147.6,1.03,2.64,39.1,26.2,31.8,82.3,5.52,8.85,62.3,0,0.03,-0.03,0.8,1.03,0.8,0.11,4.48,Matches
2461,Lino Tempelmann,de GER,MF,Freiburg,de Bundesliga,20,1999,0.4,17.5,25,70,315,62.5,0,0,,12.5,20,62.5,5,5,100,0,0,0,0,0,0,0,0,Matches
2462,?ukasz Teodorczyk,pl POL,FW,Udinese,it Serie A,28,1991,2.5,22,29.6,74.3,353.6,73.6,2,2.4,83.3,17.2,22,78.2,2.8,5.2,53.8,0.4,0.32,0.08,2,2.4,0.4,0,2.8,Matches
2463,Hidde ter Avest,nl NED,DF,Udinese,it Serie A,22,1997,7.6,34.7,46.7,74.4,580.3,250.8,0.53,1.32,40,29.5,35.3,83.6,4.74,10.1,46.8,0,0.08,-0.08,1.05,3.03,0.66,0.53,5.39,Matches
2464,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,27,1992,36,34.7,39.4,88.1,899.7,548.4,0.31,0.33,91.7,19.8,19.9,99.6,14.6,19.2,76.1,0.06,0.02,0.04,0.06,0.22,0.06,0,0.03,Matches
2465,Simon Terodde,de GER,"FW,MF",Köln,de Bundesliga,31,1988,9,11.3,18.3,61.8,187.6,42.6,0.33,1.44,23.1,9.56,14.4,66.2,1.44,2.44,59.1,0.11,0.09,0.02,0.67,0.67,0.33,0,1.22,Matches
2466,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,29,1990,6.9,21,30.4,69,559.4,255.4,0.29,0.29,100,11.6,11.6,100,9.13,18.6,49.2,0,0,0,0.14,0,0,0,0,Matches
2467,Martin Terrier,fr FRA,"FW,MF",Lyon,fr Ligue 1,22,1997,13.3,25.9,33.1,78.2,415.8,116.7,0.75,1.58,47.6,21.8,25.6,85,3.31,5.86,56.4,0.15,0.1,0.05,1.05,1.8,0.45,0,3.61,Matches
2468,Aleksa Terzi?,rs SRB,DF,Fiorentina,it Serie A,19,1999,0.1,30,60,50,720,310,0,10,0,20,30,66.7,10,20,50,0,0,0,0,10,0,0,10,Matches
2469,Kenny Tete,nl NED,DF,Lyon,fr Ligue 1,23,1995,11.9,57.5,70.8,81.2,1021.7,378.8,0.59,3.28,17.9,47.3,53.4,88.7,9.58,14.1,67.9,0.08,0.1,-0.02,1.01,3.95,1.26,0.5,8.24,Matches
2470,Alexander Tettey,no NOR,"MF,DF",Norwich City,eng Premier League,33,1986,26,42.3,47.8,88.6,738.5,156.7,0.5,1.23,40.6,34.4,37.5,91.8,7.38,9.04,81.7,0.04,0.03,0.01,0.19,2.08,0.15,0,1.73,Matches
2471,Florian Thauvin,fr FRA,FW,Marseille,fr Ligue 1,26,1993,0.2,60,60,100,710,150,0,0,,60,60,100,0,0,,0,0,0,0,0,0,0,5,Matches
2472,Demba Thiam,sn SEN,GK,SPAL,it Serie A,21,1998,2,27,35.5,76.1,686.5,367.5,0.5,0.5,100,14.5,15,96.7,12,20,60,0,0,0,0,0,0,0,0,Matches
2473,Malick Thiaw,fi FIN,DF,Schalke 04,de Bundesliga,17,2001,0.8,33.8,46.3,73,647.5,195,0,0,,27.5,33.8,81.5,6.25,12.5,50,0,0,0,0,3.75,0,0,1.25,Matches
2474,Niclas Thiede,de GER,GK,Freiburg,de Bundesliga,20,1999,0.8,40,51.3,78,880,393.8,0,0,,30,30,100,10,21.3,47.1,0,0,0,0,1.25,0,0,0,Matches
2475,Jan Thielmann,de GER,"FW,MF",Köln,de Bundesliga,17,2002,6.2,16.6,26.5,62.8,297.9,117.7,0.65,2.42,26.7,12.6,17.3,72.9,3.39,6.77,50,0.16,0.02,0.15,0.48,0.65,0.65,0.16,3.23,Matches
2476,Sada Thioub,sn SEN,"MF,FW",Angers,fr Ligue 1,24,1995,16.8,33,41.4,79.7,498.1,155.1,0.71,2.2,32.4,28.8,33.3,86.4,3.57,5.95,60,0.12,0.12,0,1.55,2.56,1.13,0.12,4.76,Matches
2477,Jordan Thomas,eng ENG,FW,Norwich City,eng Premier League,,,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,Matches
2478,Luke Thomas,eng ENG,DF,Leicester City,eng Premier League,,,3,52,63.3,82.1,897,274.7,0.67,2.67,25,42,47.7,88.1,9.33,13,71.8,0.33,0.3,0.03,3,2.67,3,2.67,8.67,Matches
2479,Romain Thomas,fr FRA,DF,Angers,fr Ligue 1,31,1988,26,38.2,43.7,87.3,933.1,333.5,0.31,0.54,57.1,20.7,22.1,93.7,17.2,21.1,81.4,0.08,0,0.07,0.15,1.85,0.04,0,1.85,Matches
2480,Adrien Thomasson,fr FRA,MF,Strasbourg,fr Ligue 1,25,1993,23,32,41.3,77.5,536.7,137.6,1,2.65,37.7,25.5,30.4,83.7,5.52,8.22,67.2,0.04,0.17,-0.13,1.74,3,1.3,0.35,4.43,Matches
2481,Erik Thommy,de GER,"DF,FW",Düsseldorf,de Bundesliga,24,1994,25.1,25.7,36.3,70.9,472.2,139,0.88,2.79,31.4,19.6,23.3,84.2,5.22,10.2,51.2,0.16,0.16,0,1.59,1.75,1.08,0.56,4.06,Matches
2482,Max Thompson,eng ENG,FW,Burnley,eng Premier League,17,2002,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,Matches
2483,Morten Thorsby,no NOR,"MF,DF",Sampdoria,it Serie A,23,1996,20.7,29.4,38.3,76.7,471,139.3,0.92,2.61,35.2,24.5,29.2,83.8,3.96,6.47,61.2,0.05,0.06,-0.01,0.92,2.17,0.39,0.14,2.95,Matches
2484,Marcus Thuram,fr FRA,FW,M'gladbach,de Bundesliga,21,1997,24.5,19.3,28.2,68.5,258,69.3,1.06,2.53,41.9,16.9,22.5,75.2,1.31,3.14,41.6,0.33,0.28,0.05,1.18,0.78,0.86,0.04,2.33,Matches
2485,Khéphren Thuram-Ulie,fr FRA,MF,Nice,fr Ligue 1,18,2001,6.6,48.5,55.8,87,870.8,131.5,0.91,2.27,40,37.9,41.2,91.9,9.7,12.3,79,0,0.02,-0.02,0.45,2.58,0.15,0,2.58,Matches
2486,Youri Tielemans,be BEL,MF,Leicester City,eng Premier League,22,1997,31.4,46.3,57.5,80.7,867.7,219.9,1.08,1.97,54.8,35.5,40.6,87.5,9.75,14.9,65.4,0.19,0.18,0.01,1.66,5,1.18,0.22,6.05,Matches
2487,Kieran Tierney,sco SCO,DF,Arsenal,eng Premier League,22,1997,11,37.6,49.5,76.1,729.8,233.5,0.45,2.09,21.7,28.3,32.6,86.6,8.91,14.7,60.5,0.09,0.1,-0.01,0.55,2,0.73,0.45,4.55,Matches
2488,Cheick Timite,ci CIV,"MF,FW",Amiens,fr Ligue 1,21,1997,1.3,24.6,31.5,78,422.3,88.5,0.77,2.31,33.3,20.8,24.6,84.4,3.08,4.62,66.7,0,0.15,-0.15,0.77,0,2.31,0.77,3.85,Matches
2489,David Timor,es ESP,"MF,DF",Getafe,es La Liga,29,1989,10.5,23.9,38.5,62.1,565,206,1.05,1.9,55,14.4,21,68.6,8.48,15.6,54.3,0,0.01,-0.01,0.38,4.19,0.48,0.19,5.33,Matches
2490,Marcel Tisserand,cd COD,DF,Wolfsburg,de Bundesliga,26,1993,13.4,41.9,53.9,77.8,992.3,359.6,0.37,1.12,33.3,26.6,30.6,87.1,14.9,22.2,67.3,0.07,0.02,0.05,0.22,3.96,0.37,0.07,5.37,Matches
2491,Jean-Clair Todibo,fr FRA,DF,Barcelona,es La Liga,19,1999,0.9,55.6,58.9,94.3,1122.2,266.7,1.11,1.11,100,41.1,43.3,94.9,13.3,14.4,92.3,0,0,0,0,2.22,0,0,2.22,Matches
2492,Jean-Clair Todibo,fr FRA,DF,Schalke 04,de Bundesliga,19,1999,4.1,56.6,65.9,85.9,1272.4,390.5,0.24,0.98,25,35.9,39,91.9,20.5,25.9,79.2,0,0.02,-0.02,0.24,4.88,0,0,5.12,Matches
2493,Karl Toko Ekambi,cm CMR,FW,Villarreal,es La Liga,26,1992,11,16.2,20.9,77.4,267.2,21.3,0.18,1,18.2,13.5,17,79.1,2.55,2.91,87.5,0.18,0.1,0.08,0.73,0.45,0.27,0.09,0.64,Matches
2494,Karl Toko Ekambi,cm CMR,FW,Lyon,fr Ligue 1,26,1992,6,24.7,31.5,78.3,398,82.2,1.5,2.83,52.9,19.3,22.7,85.3,3.83,6,63.9,0.17,0.18,-0.02,1.33,0.83,1.33,0.33,2.33,Matches
2495,Corentin Tolisso,fr FRA,MF,Bayern Munich,de Bundesliga,24,1994,7.1,71.3,81.5,87.4,1433.1,363.9,1.41,3.1,45.5,52.1,57.6,90.5,17.7,20.8,85.1,0.28,0.25,0.03,1.69,10,1.41,0.14,10,Matches
2496,Jeremy Toljan,de GER,DF,Sassuolo,it Serie A,24,1994,24.3,52.1,61.4,84.9,852,275.6,0.58,2.43,23.7,45.4,49.2,92.3,6.17,9.84,62.8,0.08,0.1,-0.02,1.19,3.09,0.99,0.29,6.01,Matches
2497,Rafael Tolói,br BRA,DF,Atalanta,it Serie A,28,1990,29,47,57,82.4,937.4,349,0.45,1.52,29.5,35.4,39.2,90.2,11.2,16.3,68.5,0.21,0.06,0.14,0.52,5.24,0.55,0,5.55,Matches
2498,Raúl de Tomás,es ESP,FW,Espanyol,es La Liga,24,1994,11.9,18,22.8,79,319.1,56.6,0.42,1.01,41.7,13.9,16.4,85.1,3.61,5.38,67.2,0,0.03,-0.03,0.5,1.09,0.59,0.08,1.34,Matches
2499,Takehiro Tomiyasu,jp JPN,DF,Bologna,it Serie A,20,1998,28.1,48.6,58.5,83.2,878.7,360.5,0.68,1.99,33.9,39,43.2,90.4,8.97,13.3,67.2,0.11,0.04,0.07,0.5,4.95,0.5,0.14,7.65,Matches
2500,James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,30,1989,17.6,28.7,35.6,80.7,677.4,195.9,0.34,0.8,42.9,17.7,19.7,89.6,10.7,15.1,70.9,0.06,0.01,0.05,0.11,1.19,0.06,0,1.19,Matches
2501,Fikayo Tomori,eng ENG,DF,Chelsea,eng Premier League,21,1997,14.3,68.6,76.8,89.3,1473.7,410.1,0.28,1.05,26.7,46.2,49,94.2,22.2,26.7,83,0,0.01,-0.01,0.28,3.99,0.28,0,2.8,Matches
2502,Nenad Tomovi?,rs SRB,DF,SPAL,it Serie A,31,1987,19.5,40.4,47.8,84.5,745.1,302.5,0.46,1.18,39.1,32.5,35.4,91.7,7.49,11.2,66.7,0.05,0.02,0.04,0.46,2.67,0.41,0.1,3.13,Matches
2503,Sandro Tonali,it ITA,MF,Brescia,it Serie A,19,2000,33.5,33.9,47.2,71.9,749.7,252.9,0.42,1.7,24.6,23,27.3,84.4,10.5,18.2,57.6,0.21,0.16,0.05,1.94,4.15,0.78,0.21,7.4,Matches
2504,Lorenzo Tonelli,it ITA,DF,Sampdoria,it Serie A,29,1990,7.8,39.4,47.2,83.4,903.2,314.9,0.38,0.77,50,25.3,27.1,93.4,13.7,19.4,70.9,0,0,0,0,3.33,0.13,0,3.46,Matches
2505,Toño,es ESP,DF,Levante,es La Liga,29,1989,17.7,41.7,51.6,80.7,726.8,295,0.62,2.32,26.8,34.1,37.5,91,7.01,11.9,59,0.11,0.09,0.02,1.02,2.88,1.24,0.56,5.42,Matches
2506,Ömer Toprak,tr TUR,DF,Werder Bremen,de Bundesliga,30,1989,7.9,53.3,59.9,89,1098.5,337.3,0.25,0.63,40,38.1,40.6,93.8,14.9,18.6,80.3,0,0,0,0,2.78,0.38,0.25,4.18,Matches
2507,Ernesto Torregrossa,it ITA,FW,Brescia,it Serie A,27,1992,20.5,16.2,24.7,65.5,242,54.1,1.02,2.68,38.2,13,18.1,71.7,2.2,3.95,55.6,0.15,0.13,0.01,0.98,0.78,0.83,0,1.9,Matches
2508,Lucas Torreira,uy URU,MF,Arsenal,eng Premier League,23,1996,16.8,47.2,53.9,87.5,934.2,196.8,0.54,1.55,34.6,34,37.5,90.8,12.6,14.9,84.8,0.06,0.07,-0.01,0.83,2.68,0.3,0,3.81,Matches
2509,Ferrán Torres,es ESP,"MF,FW",Valencia,es La Liga,19,2000,25,21.6,30.1,71.9,364.8,117.6,0.32,1.44,22.2,18.2,21.7,84,3.08,6.92,44.5,0.2,0.17,0.03,1.08,1.28,1.64,0.6,3.6,Matches
2510,Óliver Torres,es ESP,"MF,FW",Sevilla,es La Liga,24,1994,17.7,45.8,56.2,81.5,915.8,229.8,1.13,2.71,41.7,33.4,37.7,88.5,11.2,15.7,71.6,0.17,0.12,0.05,0.96,5.37,1.47,0.23,5.31,Matches
2511,Pau Torres,es ESP,DF,Villarreal,es La Liga,22,1997,33,52.2,60.5,86.3,1269.5,399.2,0.33,0.85,39.3,29.9,32.2,93,22,27.5,79.8,0.03,0.05,-0.02,0.24,3.09,0.12,0,2.82,Matches
2512,Roberto Torres,es ESP,"MF,FW",Osasuna,es La Liga,30,1989,30.2,23.9,37,64.6,459.8,167.4,0.73,2.42,30.1,17.7,23.1,76.8,5.46,11.5,47.4,0.26,0.19,0.08,1.52,2.52,1.23,0.53,5.53,Matches
2513,Lucas Torró,es ESP,"MF,FW",Eint Frankfurt,de Bundesliga,25,1994,3.7,40.5,47,86.2,742.7,217,0.81,1.35,60,31.1,35.1,88.5,8.65,10.5,82.1,0,0,0,0.27,5.95,0.27,0,3.78,Matches
2514,Jordan Torunarigha,de GER,DF,Hertha BSC,de Bundesliga,21,1997,16.2,43.1,50.2,86,1064.2,284.1,0.49,0.93,53.3,24.4,27.2,89.6,18.3,22,82.9,0.06,0.02,0.04,0.31,2.35,0.12,0,2.35,Matches
2515,Cenk Tosun,tr TUR,FW,Crystal Palace,eng Premier League,28,1991,2,14.5,23.5,61.7,231,68.5,0,1,0,12,18.5,64.9,2.5,4,62.5,0,0,0,0,1.5,1,0,1.5,Matches
2516,Cenk Tosun,tr TUR,FW,Everton,eng Premier League,28,1991,3.2,13.1,19.4,67.7,177.8,37.5,0.31,0.94,33.3,11.9,15.6,76,0.94,2.81,33.3,0,0.03,-0.03,1.25,0.63,0.94,0,1.56,Matches
2517,Abdoulaye Touré,fr FRA,MF,Nantes,fr Ligue 1,25,1994,24.7,46,54.2,84.8,856.8,169.7,0.93,1.82,51.1,35.1,40.2,87.5,9.88,12.2,80.8,0,0.03,-0.03,0.69,4.7,0.36,0.08,4.05,Matches
2518,Almamy Touré,ml MLI,DF,Eint Frankfurt,de Bundesliga,23,1996,16.6,29.7,42.4,70,551.2,250,0.36,1.51,24,23.7,30.2,78.5,5.6,10.7,52.5,0.18,0.12,0.06,1.27,2.83,1.2,0.72,6.57,Matches
2519,Lucas Tousart,fr FRA,MF,Lyon,fr Ligue 1,22,1997,19.6,40.9,48.3,84.8,820.8,154.8,1.02,2.09,48.8,28.4,32.2,88.3,11.5,14,82.1,0.1,0.03,0.07,0.56,3.21,0.36,0.2,3.42,Matches
2520,Andros Townsend,eng ENG,MF,Crystal Palace,eng Premier League,28,1991,14.4,22.6,31.9,70.7,367.4,129.9,0.63,2.08,30,18.5,21.7,85.3,3.47,8.19,42.4,0.07,0.13,-0.06,0.9,1.67,1.67,0.83,3.82,Matches
2521,Aleksandar Trajkovski,mk MKD,"MF,DF",Mallorca,es La Liga,26,1992,3.7,32.7,45.1,72.5,704.9,144.9,1.35,2.97,45.5,22.7,27.6,82.4,8.65,14.6,59.3,0,0.3,-0.3,3.78,1.89,1.08,0.27,4.05,Matches
2522,Adama Traoré,ml MLI,"FW,MF",Metz,fr Ligue 1,24,1995,11.2,35.6,44,80.9,632.2,184.6,1.16,1.52,76.5,27.3,32,85.5,7.14,10.5,67.8,0.36,0.37,-0.01,3.04,3.57,1.25,0.09,6.25,Matches
2523,Adama Traoré,ml MLI,MF,Monaco,fr Ligue 1,24,1995,0.3,33.3,40,83.3,676.7,70,0,0,,23.3,23.3,100,10,16.7,60,0,0,0,0,0,0,0,0,Matches
2524,Adama Traoré,es ESP,"FW,MF",Wolves,eng Premier League,23,1996,28.9,21.5,32.6,65.9,373,96.8,0.38,2.25,16.9,17.5,23.2,75.4,3.6,7.13,50.5,0.31,0.22,0.09,1.73,1.56,1.56,1.11,3.81,Matches
2525,Amad Traoré,ci CIV,FW,Atalanta,it Serie A,17,2002,0.3,40,63.3,63.2,583.3,133.3,0,3.33,0,40,56.7,70.6,0,3.33,0,0,0.33,-0.33,3.33,6.67,3.33,0,6.67,Matches
2526,Bertrand Traoré,bf BFA,"FW,MF",Lyon,fr Ligue 1,23,1995,13.9,31.2,41.8,74.7,577.3,195.3,0.72,1.51,47.6,23.7,28.3,83.5,6.83,11.9,57.2,0.22,0.17,0.04,1.87,1.73,1.65,0.65,5.9,Matches
2527,Charles Traore,ml MLI,DF,Nantes,fr Ligue 1,27,1992,19.3,41.6,55.9,74.5,755.2,335.2,0.36,1.61,22.6,34.3,41.2,83.3,6.94,13.1,53.2,0.05,0.01,0.04,0.36,4.04,0.73,0.16,6.32,Matches
2528,Hamari Traoré,ml MLI,DF,Rennes,fr Ligue 1,27,1992,26.8,46.6,57.6,80.9,874.4,360.6,0.49,1.94,25,36.5,41.5,88,9.59,14.2,67.6,0.19,0.08,0.11,1.27,2.99,1.27,0.56,7.91,Matches
2529,Ibrahima Traoré,gn GUI,FW,M'gladbach,de Bundesliga,31,1988,1.7,26.5,35.3,75,462.4,155.9,0.59,1.76,33.3,24.1,28.8,83.7,1.76,4.71,37.5,0.59,0.41,0.18,2.35,1.76,2.94,0,6.47,Matches
2530,Ismaël Traoré,ci CIV,DF,Angers,fr Ligue 1,32,1986,22.8,38.5,45,85.4,834.8,301.4,0.39,0.83,47.4,25.8,27.9,92.6,12.3,16.4,75.1,0,0,0,0.13,1.8,0.18,0,1.89,Matches
2531,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,29,1990,22,31.9,42.7,74.7,959.6,629.2,0.14,0.14,100,17,17,99.5,14.8,25.5,57.9,0,0,0,0,0.82,0,0,0.05,Matches
2532,Miguel Trauco,pe PER,DF,Saint-Étienne,fr Ligue 1,26,1992,16.4,39.4,51.3,76.8,712.7,290.5,0.61,2.38,25.6,31.9,36.6,87.2,6.89,12.3,55.9,0.12,0.05,0.07,0.61,2.87,0.79,0.24,6.28,Matches
2533,Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,20,1999,1,23,32,71.9,692,479,0,0,,12,12,100,11,20,55,0,0,0,0,0,0,0,0,Matches
2534,Luca Tremolada,it ITA,MF,Brescia,it Serie A,27,1991,0.2,20,30,66.7,475,80,0,0,,10,15,66.7,10,15,66.7,0,0,0,0,0,0,0,0,Matches
2535,Trézéguet,eg EGY,"FW,MF",Aston Villa,eng Premier League,24,1994,21.7,13.6,20.5,66.3,218.6,59.1,0.37,1.38,26.7,11.2,14.4,77.9,2.03,4.75,42.7,0.05,0.04,0.01,0.83,0.69,0.55,0.32,1.98,Matches
2536,Manu Trigueros,es ESP,MF,Villarreal,es La Liga,27,1991,17.2,45.6,53.4,85.4,864.4,251.3,0.87,1.92,45.5,34.8,38.5,90.2,9.94,12.9,77,0.23,0.22,0.01,1.8,5.99,1.1,0,5.64,Matches
2537,Christopher Trimmel,at AUT,DF,Union Berlin,de Bundesliga,32,1987,31.8,33.6,48.7,69,684.6,299.6,0.47,2.04,23.1,23.6,27.2,86.6,9.59,19.5,49.3,0.25,0.15,0.1,2.01,1.76,0.75,0.5,7.26,Matches
2538,Alessandro Tripaldelli,it ITA,DF,Sassuolo,it Serie A,20,1999,1.5,38,46,82.6,565.3,296.7,0.67,2,33.3,34.7,40,86.7,2.67,4,66.7,0,0,0,0,2,0,0,3.33,Matches
2539,Kieran Trippier,eng ENG,DF,Atlético Madrid,es La Liga,28,1990,22,42.6,59.5,71.7,801,385.2,0.64,2.18,29.2,32.8,37.9,86.6,9.23,19.5,47.4,0.18,0.16,0.02,1.91,2.82,2.36,0.55,10.2,Matches
2540,William Troost-Ekong,ng NGA,DF,Udinese,it Serie A,25,1993,28.6,30,36.6,82.1,726.3,254.3,0.03,0.42,8.3,18.3,20.4,89.7,11.7,15.8,74.3,0,0,0,0.07,2.03,0.1,0,1.71,Matches
2541,Leandro Trossard,be BEL,"FW,MF",Brighton,eng Premier League,24,1994,22.3,25.4,35.7,71.3,491.7,160.3,0.27,1.7,15.8,19.5,24.9,78.4,5.65,9.06,62.4,0.13,0.17,-0.03,1.7,2.02,1.35,0.36,5.56,Matches
2542,Tom Trybull,de GER,MF,Norwich City,eng Premier League,26,1993,12.6,43.7,47.4,92.3,769.5,203.3,0.48,0.95,50,36,37.9,95.2,7.22,8.57,84.3,0,0.01,-0.01,0.16,3.25,0,0,2.06,Matches
2543,Axel Tuanzebe,eng ENG,DF,Manchester Utd,eng Premier League,21,1997,2.1,60.5,67.1,90.1,1111,314.3,0.48,1.43,33.3,48.6,52.4,92.7,11.4,13.3,85.7,0,0,0,0,3.81,0,0,3.33,Matches
2544,Georgi Tunjov,ee EST,MF,SPAL,it Serie A,18,2001,3.2,24.1,33.4,72,391.6,141.9,1.25,2.5,50,18.4,22.5,81.9,4.38,8.44,51.9,0,0.03,-0.03,0.94,2.5,0,0,4.06,Matches
2545,Stefano Turati,it ITA,GK,Sassuolo,it Serie A,,,2,21.5,25.5,84.3,448.5,264.5,0,0,,15.5,15.5,100,6,10,60,0,0,0,0,0,0,0,0,Matches
2546,Gennaro Tutino,it ITA,FW,Hellas Verona,it Serie A,22,1996,2.5,21.6,29.6,73,298.4,64,1.2,2,60,18.4,25.2,73,2,2.4,83.3,0,0,0,0.4,1.6,1.2,0,1.2,Matches
2547,Matthieu Udol,fr FRA,DF,Metz,fr Ligue 1,23,1996,12.2,35.1,47.6,73.7,644.8,286.6,0.57,1.64,35,28.1,32.1,87.5,6.39,13.9,46.2,0.08,0.06,0.02,0.57,2.13,0.9,0.33,5.57,Matches
2548,Hwang Ui-jo,kr KOR,"FW,MF",Bordeaux,fr Ligue 1,26,1992,18.1,19.4,23.5,82.4,305,52.2,0.11,1.16,9.5,17.3,19.6,88.4,1.99,2.82,70.6,0.11,0.05,0.06,0.44,1.27,0.61,0.22,1.6,Matches
2549,Anthony Ujah,ng NGA,"FW,MF",Union Berlin,de Bundesliga,28,1990,10.5,15.4,25.1,61.4,237.8,71.6,0.67,2.57,25.9,12.7,18.6,68.2,2.1,4,52.4,0.19,0.08,0.11,0.76,1.62,0.29,0,2.67,Matches
2550,Samir Ujkani,xk KVX,GK,Torino,it Serie A,31,1988,1,44,52,84.6,1265,536,0,0,,22,22,100,22,30,73.3,0,0,0,0,0,0,0,0,Matches
2551,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,30,1988,1,44,52,84.6,1097,555,0,1,0,30,30,100,14,21,66.7,0,0,0,0,0,0,0,0,Matches
