Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
1998,Daniel Podence,pt POR,"FW,MF",Wolves,eng Premier League,23,1995,3.2,3.44,3.43,2.19,0,0.31,0.31,0.63,0.63,0.62,0,0,0.31,0,0.31,0,Matches
1999,Paul Pogba,fr FRA,MF,Manchester Utd,eng Premier League,26,1993,13.4,4.25,4.26,3.66,0,0.3,0,0.3,0.52,0.52,0.37,0,0.07,0,0.07,0,Matches
2000,Joel Pohjanpalo,fi FIN,MF,Leverkusen,de Bundesliga,24,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
2001,Andrea Poli,it ITA,MF,Bologna,it Serie A,29,1989,21.3,1.97,1.97,1.6,0.09,0.05,0.23,0,0.05,0.05,0.05,0,0,0,0,0,Matches
2002,Matteo Politano,it ITA,FW,Napoli,it Serie A,25,1993,8.3,4.7,4.72,3.13,0.72,0.6,0.12,0.12,0.48,0.48,0.24,0.24,0,0,0,0,Matches
2003,Matteo Politano,it ITA,FW,Inter,it Serie A,25,1993,2.9,7.24,7.3,3.79,0.34,1.38,0.69,1.03,0,0,0,0,0,0,0,0,Matches
2004,Sebastian Polter,de GER,FW,Union Berlin,de Bundesliga,28,1991,3.7,3.78,3.82,3.24,0,0,0.27,0.27,0.81,0.82,0.54,0,0,0,0.27,0,Matches
2005,Marin Pongra?i?,hr CRO,DF,Wolfsburg,de Bundesliga,21,1997,10.3,0.39,0.39,0.39,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2006,Pere Pons,es ESP,MF,Alavés,es La Liga,26,1993,12.1,0.83,0.83,0.74,0,0,0,0.08,0.17,0.17,0.08,0,0,0,0.08,0,Matches
2007,Nick Pope,eng ENG,GK,Burnley,eng Premier League,27,1992,38,0.21,0.21,0.13,0.08,0,0,0,0,0,0,0,0,0,0,0,Matches
2008,Pedro Porro,es ESP,"DF,MF",Valladolid,es La Liga,19,1999,8.2,0.98,0.97,0.98,0,0,0,0,0.12,0.12,0.12,0,0,0,0,0,Matches
2009,Francisco Portillo,es ESP,MF,Getafe,es La Liga,29,1990,4.2,3.33,3.35,2.86,0,0,0,0.48,0.71,0.72,0.48,0,0,0,0.24,0,Matches
2010,Portu,es ESP,"FW,MF",Real Sociedad,es La Liga,27,1992,26.6,2.59,2.6,2.07,0.15,0.15,0.19,0.04,0.41,0.41,0.34,0,0.08,0,0,0,Matches
2011,Stefan Posch,at AUT,DF,Hoffenheim,de Bundesliga,22,1997,25.6,0.9,0.9,0.59,0,0.08,0.16,0.08,0.12,0.12,0.08,0,0,0.04,0,0,Matches
2012,Sergio Postigo,es ESP,DF,Levante,es La Liga,30,1988,26.4,0.42,0.42,0.38,0,0.04,0,0,0.08,0.08,0.08,0,0,0,0,0,Matches
2013,Florent Poulolo,fr FRA,"MF,DF",Getafe,es La Liga,22,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2014,Yussuf Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,25,1994,13.6,2.5,2.5,1.99,0.07,0.15,0.15,0.15,0.66,0.66,0.44,0.07,0,0.07,0.07,0,Matches
2015,Maxime Poundjé,fr FRA,DF,Bordeaux,fr Ligue 1,26,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2016,Darío Poveda,es ESP,FW,Atlético Madrid,es La Liga,22,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2017,Alejandro Pozo Pozo,es ESP,DF,Mallorca,es La Liga,20,1999,16.6,1.75,1.74,1.51,0,0.12,0,0.12,0.18,0.18,0.12,0,0.06,0,0,0,Matches
2018,Alejandro Pozo Pozo,es ESP,"FW,MF",Sevilla,es La Liga,20,1999,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2019,Percy Prado,pe PER,DF,Nantes,fr Ligue 1,23,1996,2.1,0.48,0.49,0.48,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2020,Dennis Praet,be BEL,MF,Leicester City,eng Premier League,25,1994,12.6,1.83,1.83,1.19,0.08,0.16,0.24,0.08,0.32,0.32,0.24,0,0,0,0,0.08,Matches
2021,Abdón Prats,es ESP,"FW,MF",Mallorca,es La Liga,26,1992,3.1,0.65,0.65,0.65,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2022,Sanjin Prci?,ba BIH,MF,Strasbourg,fr Ligue 1,25,1993,0.9,1.11,1.15,0,0,0,1.11,0,0,0,0,0,0,0,0,0,Matches
2023,Nicolas de Préville,fr FRA,"MF,FW",Bordeaux,fr Ligue 1,28,1991,22.2,3.96,3.97,1.98,0.99,0.27,0.23,0.5,0.5,0.5,0.23,0.09,0.09,0.09,0,0,Matches
2024,Sebastian Prödl,at AUT,DF,Watford,eng Premier League,32,1987,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2025,Kai Pröger,de GER,"MF,FW",Paderborn 07,de Bundesliga,27,1992,23.1,3.59,3.59,1.21,1.21,0.61,0.22,0.35,0.39,0.39,0.17,0.09,0.04,0,0.09,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
2026,Grischa Prömel,de GER,MF,Union Berlin,de Bundesliga,24,1995,10.3,1.36,1.36,0.97,0,0.19,0,0.19,0,0,0,0,0,0,0,0,Matches
2027,Davy Pröpper,nl NED,MF,Brighton,eng Premier League,27,1991,31.4,1.97,1.97,1.78,0,0.03,0.1,0.06,0.13,0.13,0.13,0,0,0,0,0,Matches
2028,Antonio Puertas,es ESP,"FW,MF",Granada,es La Liga,27,1992,28.5,2.07,2.07,1.33,0.07,0.35,0.11,0.21,0.32,0.32,0.21,0,0.04,0.04,0.04,0,Matches
2029,Riqui Puig,es ESP,MF,Barcelona,es La Liga,19,1999,5.7,3.51,3.53,2.81,0.18,0,0,0.53,0.35,0.35,0.35,0,0,0,0,0,Matches
2030,Teemu Pukki,fi FIN,FW,Norwich City,eng Premier League,29,1990,32.1,1.65,1.65,1.28,0,0.16,0.12,0.06,0.16,0.16,0.09,0,0.03,0,0,0.03,Matches
2031,Erick Pulgar,cl CHI,MF,Fiorentina,it Serie A,25,1994,32.8,3.66,3.66,1.8,1.71,0,0.09,0.06,0.3,0.31,0.09,0.21,0,0,0,0,Matches
2032,Christian Pulisic,us USA,FW,Chelsea,eng Premier League,20,1998,19.1,4.14,4.13,2.67,0,0.84,0.21,0.42,0.68,0.68,0.37,0,0.1,0.05,0.16,0,Matches
2033,Ignacio Pussetto,ar ARG,"FW,DF",Udinese,it Serie A,23,1995,3.8,5,5.01,3.95,0.26,0.53,0,0.26,0,0,0,0,0,0,0,0,Matches
2034,Ignacio Pussetto,ar ARG,"FW,DF",Watford,eng Premier League,23,1995,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2035,Fabio Quagliarella,it ITA,FW,Sampdoria,it Serie A,36,1983,25.3,3,3.01,2.13,0,0.12,0.4,0.36,0.32,0.32,0.2,0,0,0,0.12,0,Matches
2036,Robin Quaison,se SWE,"FW,MF",Mainz 05,de Bundesliga,25,1993,28.9,1.97,1.97,1.28,0,0.35,0.17,0.17,0.14,0.14,0.1,0,0.03,0,0,0,Matches
2037,Domingos Quina,pt POR,MF,Watford,eng Premier League,19,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2038,Quini,es ESP,DF,Granada,es La Liga,29,1989,8,1.5,1.5,1.25,0,0,0.25,0,0,0,0,0,0,0,0,0,Matches
2039,Xavi Quintillà,es ESP,DF,Villarreal,es La Liga,22,1996,17.5,1.83,1.83,1.6,0.17,0,0,0,0.17,0.17,0.11,0,0,0,0,0.06,Matches
2040,Quique,es ESP,FW,Eibar,es La Liga,29,1990,5.4,2.59,2.57,1.85,0,0.37,0,0.37,0.37,0.37,0.19,0,0.19,0,0,0,Matches
2041,Adrien Rabiot,fr FRA,MF,Juventus,it Serie A,24,1995,21.2,2.26,2.26,1.79,0,0.09,0.14,0.24,0.24,0.24,0.09,0,0.05,0.05,0.05,0,Matches
2042,Nemanja Radoja,rs SRB,MF,Levante,es La Liga,26,1993,22.1,0.9,0.9,0.68,0,0.14,0,0.09,0.14,0.14,0.09,0,0.05,0,0,0,Matches
2043,Nemanja Radonji?,rs SRB,"FW,MF",Marseille,fr Ligue 1,23,1996,9.8,2.86,2.86,1.84,0.1,0.41,0.1,0.41,0.31,0.31,0.2,0,0.1,0,0,0,Matches
2044,Ivan Radovanovi?,rs SRB,MF,Genoa,it Serie A,30,1988,14.6,1.64,1.64,1.44,0.07,0,0.14,0,0.14,0.14,0.14,0,0,0,0,0,Matches
2045,Ionu? Radu,ro ROU,GK,Genoa,it Serie A,22,1997,17,0.24,0.24,0.24,0,0,0,0,0.12,0.12,0.12,0,0,0,0,0,Matches
2046,?tefan Radu,ro ROU,DF,Lazio,it Serie A,32,1986,25.6,0.78,0.78,0.78,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2047,Boris Radunovi?,rs SRB,GK,Hellas Verona,it Serie A,23,1996,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2048,Rafael,br BRA,DF,Lyon,fr Ligue 1,29,1990,7.8,1.15,1.16,1.15,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2049,Rafael,br BRA,GK,Cagliari,it Serie A,37,1982,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2050,Raffael,br BRA,MF,M'gladbach,de Bundesliga,34,1985,0.7,11.4,11.25,2.86,2.86,1.43,1.43,2.86,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
2051,Rafinha,br BRA,"FW,MF",Barcelona,es La Liga,26,1993,2.1,6.19,6.29,2.86,1.43,1.43,0,0.48,0,0,0,0,0,0,0,0,Matches
2052,Rafinha,br BRA,MF,Celta Vigo,es La Liga,26,1993,23.5,2.64,2.64,2.04,0,0.21,0.09,0.3,0.26,0.26,0.17,0,0,0,0.09,0,Matches
2053,Daniele Ragatzu,it ITA,"MF,FW",Cagliari,it Serie A,27,1991,3.5,4.57,4.6,3.71,0,0.86,0,0,0,0,0,0,0,0,0,0,Matches
2054,Baba Rahman,gh GHA,DF,Mallorca,es La Liga,25,1994,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2055,Antonio Raillo,es ESP,DF,Mallorca,es La Liga,27,1991,30.8,0.39,0.39,0.36,0,0,0,0.03,0,0,0,0,0,0,0,0,Matches
2056,Predrag Rajkovi?,rs SRB,GK,Reims,fr Ligue 1,23,1995,27,0.07,0.07,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,Matches
2057,Ivan Rakiti?,hr CRO,MF,Barcelona,es La Liga,31,1988,17.7,2.32,2.32,1.86,0.28,0,0,0.17,0.28,0.28,0.28,0,0,0,0,0,Matches
2058,Benito Raman,be BEL,FW,Schalke 04,de Bundesliga,24,1994,17.8,1.74,1.74,1.18,0,0.22,0.17,0.17,0.28,0.28,0.22,0,0,0,0.06,0,Matches
2059,Gastón Ramírez,uy URU,"MF,FW",Sampdoria,it Serie A,28,1990,15.5,4.84,4.85,2.19,1.55,0.19,0.13,0.77,0.26,0.26,0.13,0,0,0.06,0.06,0,Matches
2060,Sandro Ramírez,es ESP,"FW,MF",Valladolid,es La Liga,24,1995,14.5,2.28,2.27,1.38,0.14,0.34,0.07,0.34,0.14,0.14,0.14,0,0,0,0,0,Matches
2061,Iván Ramis,es ESP,DF,Eibar,es La Liga,34,1984,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2062,Adrián Ramos,co COL,FW,Granada,es La Liga,33,1986,2.5,1.6,1.59,0.8,0,0,0.4,0.4,0.4,0.4,0,0,0,0.4,0,0,Matches
2063,Sergio Ramos,es ESP,DF,Real Madrid,es La Liga,33,1986,33.5,0.6,0.6,0.51,0,0.06,0,0.03,0.06,0.06,0.03,0,0,0,0.03,0,Matches
2064,Aaron Ramsdale,eng ENG,GK,Bournemouth,eng Premier League,21,1998,37,0.08,0.08,0.03,0.05,0,0,0,0,0,0,0,0,0,0,0,Matches
2065,Aaron Ramsey,wal WAL,MF,Juventus,it Serie A,28,1990,11.7,3.76,3.77,3.42,0,0.17,0,0.17,0.34,0.34,0.26,0,0,0,0.09,0,Matches
2066,Darren Randolph,ie IRL,GK,West Ham,eng Premier League,32,1987,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2067,Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,20,1999,2.6,3.08,3.1,2.31,0,0.77,0,0,0,0,0,0,0,0,0,0,Matches
2068,Andrea Ranocchia,it ITA,DF,Inter,it Serie A,31,1988,5.8,0.34,0.34,0.17,0,0,0.17,0,0,0,0,0,0,0,0,0,Matches
2069,Tobias Raschl,de GER,MF,Dortmund,de Bundesliga,19,2000,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2070,Marcus Rashford,eng ENG,FW,Manchester Utd,eng Premier League,21,1997,29.4,3.16,3.17,2.21,0.07,0.37,0.14,0.34,0.68,0.68,0.37,0,0.14,0,0.14,0.03,Matches
2071,Milot Rashica,xk KVX,FW,Werder Bremen,de Bundesliga,23,1996,25.2,3.37,3.38,1.79,0.52,0.56,0.24,0.28,0.44,0.44,0.24,0.08,0.04,0.08,0,0,Matches
2072,Giacomo Raspadori,it ITA,"MF,FW",Sassuolo,it Serie A,19,2000,2.9,4.14,4.09,3.79,0,0.34,0,0,0,0,0,0,0,0,0,0,Matches
2073,Raúl,es ESP,"FW,MF",Betis,es La Liga,18,2000,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2074,Ante Rebi?,hr CRO,FW,Milan,it Serie A,25,1993,15.5,3.74,3.74,2.77,0,0.39,0.32,0.26,0.58,0.58,0.19,0,0.06,0.19,0.13,0,Matches
2075,Ante Rebi?,hr CRO,FW,Eint Frankfurt,de Bundesliga,25,1993,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
2076,Arkadiusz Reca,pl POL,DF,SPAL,it Serie A,24,1995,21.4,2.01,2.01,1.36,0.28,0.23,0.09,0.05,0.19,0.19,0.14,0,0.05,0,0,0,Matches
2077,Recio,es ESP,MF,Leganés,es La Liga,28,1991,17.4,1.55,1.55,1.15,0.06,0.11,0.06,0.17,0,0,0,0,0,0,0,0,Matches
2078,Daishawn Redan,nl NED,FW,Hertha BSC,de Bundesliga,18,2001,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2079,Nathan Redmond,eng ENG,"MF,FW",Southampton,eng Premier League,25,1994,30.7,2.96,2.97,2.12,0,0.42,0.13,0.29,0.2,0.2,0.16,0,0,0,0.03,0,Matches
2080,Fabian Reese,de GER,FW,Schalke 04,de Bundesliga,21,1997,1,2,2.09,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2081,Vasco Regini,it ITA,DF,Sampdoria,it Serie A,28,1990,1.9,0.53,0.52,0.53,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2082,Vasco Regini,it ITA,DF,Parma,it Serie A,28,1990,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2083,Sergio Reguilón,es ESP,DF,Sevilla,es La Liga,22,1996,27.9,2.29,2.3,1.94,0.07,0.11,0.11,0.07,0.29,0.29,0.18,0.04,0,0.04,0.04,0,Matches
2084,Ken Reichel,de GER,DF,Union Berlin,de Bundesliga,32,1986,5.9,1.02,1.01,0.51,0.17,0,0.17,0.17,0.17,0.17,0.17,0,0,0,0,0,Matches
2085,Manolo Reina,es ESP,GK,Mallorca,es La Liga,34,1985,36,0.08,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2086,Pepe Reina,es ESP,GK,Aston Villa,eng Premier League,36,1982,12,0.17,0.17,0.17,0,0,0,0,0.08,0.08,0.08,0,0,0,0,0,Matches
2087,Pepe Reina,es ESP,GK,Milan,it Serie A,36,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2088,Jeff Reine-Adélaïde,fr FRA,MF,Angers,fr Ligue 1,21,1998,0.9,3.33,3.42,3.33,0,0,0,0,1.11,1.14,1.11,0,0,0,0,0,Matches
2089,Jeff Reine-Adélaïde,fr FRA,"MF,FW",Lyon,fr Ligue 1,21,1998,8.7,3.91,3.91,2.99,0.23,0.57,0,0.11,0.57,0.57,0.34,0,0.23,0,0,0,Matches
2090,Karim Rekik,nl NED,DF,Hertha BSC,de Bundesliga,24,1994,14,0.5,0.5,0.43,0,0,0.07,0,0.14,0.14,0.07,0,0,0.07,0,0,Matches
2091,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,24,1995,25,0.16,0.16,0.12,0.04,0,0,0,0,0,0,0,0,0,0,0,Matches
2092,Loïc Rémy,fr FRA,FW,Lille,fr Ligue 1,32,1987,10.7,2.62,2.62,1.68,0,0.37,0.37,0.19,0.28,0.28,0.09,0,0.09,0.09,0,0,Matches
2093,Panagiotis Retsos,gr GRE,DF,Leverkusen,de Bundesliga,20,1998,1.3,0.77,0.79,0.77,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2094,Marco Reus,de GER,"MF,FW",Dortmund,de Bundesliga,30,1989,16.6,3.19,3.19,2.47,0.18,0.12,0.36,0.06,0.48,0.48,0.48,0,0,0,0,0,Matches
2095,Elvis Rexhbeçaj,de GER,MF,Köln,de Bundesliga,21,1997,6.9,2.75,2.74,1.88,0.29,0.14,0.43,0,1.16,1.16,0.87,0.14,0,0.14,0,0,Matches
2096,Giovanni Reyna,us USA,"MF,FW",Dortmund,de Bundesliga,16,2002,3.9,4.1,4.06,3.08,0,0.26,0,0.77,1.03,1.01,1.03,0,0,0,0,0,Matches
2097,Baptiste Reynet,fr FRA,GK,Toulouse,fr Ligue 1,28,1990,22.6,0.22,0.22,0.13,0.09,0,0,0,0,0,0,0,0,0,0,0,Matches
2098,Nico Ribaudo,es ESP,"FW,MF",Espanyol,es La Liga,18,2001,2,3,2.97,2,0,0,0.5,0.5,0,0,0,0,0,0,0,0,Matches
2099,Franck Ribéry,fr FRA,FW,Fiorentina,it Serie A,36,1983,15.7,5.29,5.3,3.76,0.19,0.7,0.19,0.45,0.64,0.64,0.25,0,0.25,0.13,0,0,Matches
2100,Davide Riccardi,it ITA,DF,Lecce,it Serie A,23,1996,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
2101,Declan Rice,eng ENG,MF,West Ham,eng Premier League,20,1999,38,1.18,1.18,1.08,0,0.05,0.05,0,0.18,0.18,0.13,0,0,0.05,0,0,Matches
2102,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,19,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2103,Richarlison,br BRA,FW,Everton,eng Premier League,22,1997,34.1,2.29,2.29,1.32,0,0.29,0.23,0.41,0.29,0.29,0.15,0,0.06,0.03,0.03,0.03,Matches
2104,Marco Richter,de GER,"MF,FW",Augsburg,de Bundesliga,21,1997,25.3,2.17,2.17,1.38,0.08,0.32,0.2,0.2,0.24,0.24,0.16,0,0,0,0.08,0,Matches
2105,Diego Rico,es ESP,DF,Bournemouth,eng Premier League,26,1993,25.9,2.01,2.01,0.89,1.08,0,0,0,0.27,0.27,0.15,0.08,0,0,0,0.04,Matches
2106,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,25,1993,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2107,Jaïro Riedewald,nl NED,"DF,MF",Crystal Palace,eng Premier League,22,1996,8.5,0.59,0.59,0.59,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2108,Emiliano Rigoni,ar ARG,"MF,FW",Sampdoria,it Serie A,26,1993,4.8,5,5.01,2.5,1.46,0.42,0.42,0.21,0.42,0.42,0.21,0.21,0,0,0,0,Matches
2109,Tomás Rincón,ve VEN,MF,Torino,it Serie A,31,1988,30,1.53,1.53,1.37,0.07,0,0,0.07,0.13,0.13,0.1,0,0,0,0,0.03,Matches
2110,Luis Rioja,es ESP,MF,Alavés,es La Liga,25,1993,18.2,1.43,1.43,0.99,0.22,0.05,0,0.16,0.05,0.06,0.05,0,0,0,0,0,Matches
2111,Renaud Ripart,fr FRA,"FW,DF",Nîmes,fr Ligue 1,26,1993,22.5,1.69,1.69,1.16,0.04,0.13,0.13,0.22,0.09,0.09,0.09,0,0,0,0,0,Matches
2112,Rodrigo Riquelme,es ESP,MF,Atlético Madrid,es La Liga,19,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2113,Andrea Rispoli,it ITA,DF,Lecce,it Serie A,30,1988,21.2,1.42,1.41,1.23,0.19,0,0,0,0,0,0,0,0,0,0,0,Matches
2114,Marcel Risse,de GER,"MF,FW",Köln,de Bundesliga,29,1989,1.5,4.67,4.77,2,2.67,0,0,0,1.33,1.36,0,1.33,0,0,0,0,Matches
2115,Mihailo Risti?,rs SRB,"DF,MF",Montpellier,fr Ligue 1,23,1995,9,2,2,1.67,0,0.11,0.22,0,0.22,0.22,0.22,0,0,0,0,0,Matches
2116,Matt Ritchie,sco SCO,"DF,MF",Newcastle Utd,eng Premier League,29,1989,14.6,3.01,3.01,1.16,1.71,0,0.07,0.07,0.14,0.14,0.14,0,0,0,0,0,Matches
2117,Marlon Ritter,de GER,MF,Paderborn 07,de Bundesliga,24,1994,4.8,3.54,3.52,2.29,0.83,0.21,0.21,0,0.63,0.62,0.42,0,0,0.21,0,0,Matches
2118,Cristian Rivera,es ESP,MF,Leganés,es La Liga,22,1997,3.5,0.57,0.58,0.57,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2119,Maxence Rivera,fr FRA,MF,Saint-Étienne,fr Ligue 1,17,2002,0.3,3.33,3.6,3.33,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2120,Rober,es ESP,DF,Levante,es La Liga,24,1995,2.1,0.95,0.94,0.95,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2121,Roberto,es ESP,GK,West Ham,eng Premier League,33,1986,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2122,Roberto,es ESP,GK,Alavés,es La Liga,33,1986,8.8,0.11,0.11,0.11,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2123,Sergi Roberto,es ESP,"DF,MF",Barcelona,es La Liga,27,1992,26,2,2,1.88,0,0.04,0,0.08,0.35,0.35,0.35,0,0,0,0,0,Matches
2124,Patrick Roberts,eng ENG,"MF,FW",Norwich City,eng Premier League,22,1997,0.3,3.33,3.46,0,0,0,0,3.33,0,0,0,0,0,0,0,0,Matches
2125,Andrew Robertson,sco SCO,DF,Liverpool,eng Premier League,25,1994,34.6,3.12,3.12,2.57,0.38,0.14,0.03,0,0.58,0.58,0.46,0.03,0.09,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
2126,Callum Robinson,ie IRL,FW,Sheffield Utd,eng Premier League,24,1995,7.5,1.47,1.46,1.2,0,0,0.13,0,0.27,0.27,0.13,0,0,0,0,0.13,Matches
2127,Jack Robinson,eng ENG,DF,Sheffield Utd,eng Premier League,25,1993,5.6,0.71,0.71,0.54,0.18,0,0,0,0,0,0,0,0,0,0,0,Matches
2128,Joel Robles,es ESP,GK,Betis,es La Liga,29,1990,32.1,0.09,0.09,0.06,0.03,0,0,0,0,0,0,0,0,0,0,0,Matches
2129,Marc Roca,es ESP,MF,Espanyol,es La Liga,22,1996,33.4,1.77,1.77,1.35,0.3,0.06,0.06,0,0.12,0.12,0.09,0.03,0,0,0,0,Matches
2130,Rubén Rochina,es ESP,MF,Levante,es La Liga,28,1991,20.8,2.69,2.69,2.02,0.14,0.1,0.19,0.24,0.34,0.34,0.24,0,0,0.05,0.05,0,Matches
2131,Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,28,1990,21.5,2.56,2.56,2,0.23,0.05,0.05,0.23,0.23,0.23,0.14,0.09,0,0,0,0,Matches
2132,Rodri,es ESP,MF,Manchester City,eng Premier League,23,1996,27.6,2.32,2.32,2.07,0,0.07,0.07,0.11,0.11,0.11,0.07,0,0,0.04,0,0,Matches
2133,Rodrigo,es ESP,FW,Valencia,es La Liga,28,1991,20.9,2.11,2.11,1.82,0,0.05,0.05,0.19,0.57,0.57,0.43,0,0.05,0,0.1,0,Matches
2134,Kévin Rodrigues,pt POR,"DF,MF",Leganés,es La Liga,25,1994,21.5,2.42,2.42,1.44,0.51,0.19,0.09,0.19,0.14,0.14,0.09,0.05,0,0,0,0,Matches
2135,Kévin Rodrigues,pt POR,DF,Real Sociedad,es La Liga,25,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2136,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Leganés,es La Liga,21,1998,21.3,3.19,3.2,2.07,0.42,0.33,0.09,0.28,0.23,0.24,0.14,0,0,0.05,0.05,0,Matches
2137,Ángel Rodríguez,es ESP,FW,Getafe,es La Liga,32,1987,15.6,2.24,2.24,1.47,0,0.19,0.13,0.45,0.38,0.38,0.19,0,0.13,0,0.06,0,Matches
2138,Dani Rodríguez,es ESP,"MF,FW",Mallorca,es La Liga,31,1988,33.8,2.34,2.34,1.6,0.27,0.12,0.09,0.27,0.3,0.3,0.12,0,0,0.06,0.12,0,Matches
2139,Guido Rodríguez,ar ARG,MF,Betis,es La Liga,25,1994,10.4,0.77,0.77,0.67,0,0,0,0.1,0.1,0.1,0.1,0,0,0,0,0,Matches
2140,James Rodríguez,co COL,MF,Real Madrid,es La Liga,28,1991,4.7,5.11,5.16,3.83,0.85,0,0,0.43,0.21,0.21,0.21,0,0,0,0,0,Matches
2141,Jay Rodriguez,eng ENG,FW,Burnley,eng Premier League,30,1989,22.4,1.38,1.38,0.94,0,0.13,0.18,0.13,0.22,0.22,0.18,0,0,0.04,0,0,Matches
2142,Mario Rodriguez,es ESP,FW,Granada,es La Liga,22,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2143,Ricardo Rodríguez,ch SUI,DF,Milan,it Serie A,26,1992,4.3,1.16,1.17,1.16,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2144,Rodrygo,br BRA,FW,Real Madrid,es La Liga,18,2001,11.3,2.74,2.74,2.39,0.09,0.09,0,0.18,0.09,0.09,0.09,0,0,0,0,0,Matches
2145,Jack Rodwell,eng ENG,MF,Sheffield Utd,eng Premier League,28,1991,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
