Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,xA,xG+xA,npxG+xA
2280,Alessandro Schöpf,at AUT,MF,Schalke 04,de Bundesliga,25,1994,15.9,0,0.88,0.19,21.4,0.88,0.19,0,0,0,0,0,0.08,0.08,0.1,-0.08,-0.08,0.05,0.14,0.14
2281,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,22,1997,12,0,0.58,0.17,28.6,0.58,0.17,0,0,0,0,0,0.01,0.01,0.02,-0.01,-0.01,0.03,0.04,0.04
2282,Markus Schubert,de GER,GK,Schalke 04,de Bundesliga,21,1998,8.2,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2283,Nico Schulz,de GER,DF,Dortmund,de Bundesliga,26,1993,6.6,0.15,0.91,0.15,16.7,0.91,0.15,0.17,1,0,0,0,0.06,0.06,0.07,0.09,0.09,0.02,0.09,0.09
2284,Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,27,1992,23.2,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2285,Matteo Scozzarella,it ITA,MF,Parma,it Serie A,31,1988,10.2,0,0.39,0.1,25,0.39,0.1,0,0,0.1,0,0,0.01,0.01,0.03,-0.01,-0.01,0.12,0.13,0.13
2286,Aleksandar Sedlar,rs SRB,DF,Mallorca,es La Liga,27,1991,9,0,0.11,0.11,100,0.11,0.11,0,0,0,0,0,0,0,0.02,0,0,0.01,0.01,0.01
2287,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,24,1995,10.7,0.09,1.78,0.28,15.8,1.78,0.28,0.05,0.33,0,0,0,0.23,0.23,0.13,-0.14,-0.14,0.04,0.28,0.28
2288,Davie Selke,de GER,FW,Werder Bremen,de Bundesliga,24,1995,5.1,0,2.55,0.98,38.5,2.53,0.97,0,0,0,0,0,0.24,0.24,0.1,-0.24,-0.24,0.05,0.29,0.29
2289,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,27,1992,27,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0.01,0.01,0.01
2290,Ken Sema,se SWE,"DF,MF",Udinese,it Serie A,25,1993,27.3,0.07,0.59,0.15,25,0.59,0.15,0.13,0.5,0.04,0,0,0.02,0.02,0.03,0.05,0.05,0.14,0.16,0.16
2291,Nélson Semedo,pt POR,DF,Barcelona,es La Liga,25,1993,23.3,0.04,0.34,0.09,25,0.34,0.09,0.13,0.5,0,0,0,0.04,0.04,0.12,0,0,0.09,0.14,0.14
2292,Alessandro Semprini,it ITA,DF,Brescia,it Serie A,21,1998,7,0.14,0.29,0.14,50,0.29,0.14,0.5,1,0,0,0,0.11,0.11,0.41,0.03,0.03,0.06,0.17,0.17
2293,Josep Señé,es ESP,MF,Mallorca,es La Liga,27,1991,1.7,0,0.59,0.59,100,0.6,0.6,0,0,0,0,0,0.06,0.06,0.1,-0.06,-0.06,0.03,0.1,0.1
2294,Stefano Sensi,it ITA,"MF,FW",Inter,it Serie A,23,1995,8,0.38,3.63,1.25,34.5,3.61,1.24,0.1,0.3,0.5,0,0,0.2,0.2,0.06,0.17,0.17,0.12,0.33,0.33
2295,Luigi Sepe,it ITA,GK,Parma,it Serie A,28,1991,34,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0.01,0.01,0.01
2296,Suat Serdar,de GER,MF,Schalke 04,de Bundesliga,22,1997,17.8,0.39,2.08,0.84,40.5,2.08,0.84,0.19,0.47,0,0,0,0.17,0.17,0.08,0.22,0.22,0.06,0.23,0.23
2297,Ryan Sessegnon,eng ENG,DF,Tottenham,eng Premier League,19,2000,3.8,0,0.26,0,0,0.26,0,0,,0,0,0,0.03,0.03,0.1,-0.03,-0.03,0.01,0.04,0.04
2298,Salva Sevilla,es ESP,MF,Mallorca,es La Liga,35,1984,28.5,0.18,1.09,0.39,35.5,1.09,0.39,0.1,0.27,0.46,0.07,0.11,0.13,0.05,0.05,0.04,0.05,0.12,0.25,0.17
2299,Yevhen Shakhov,ua UKR,"MF,FW",Lecce,it Serie A,28,1990,12.1,0.08,1.07,0.33,30.8,1.08,0.33,0.08,0.25,0,0,0,0.07,0.07,0.07,0.01,0.01,0.17,0.24,0.24
2300,Xherdan Shaqiri,ch SUI,FW,Liverpool,eng Premier League,27,1991,2.1,0.48,1.9,0.48,25,1.95,0.49,0.25,1,0,0,0,0.24,0.24,0.12,0.24,0.24,0.11,0.34,0.34
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,xA,xG+xA,npxG+xA
2301,Billy Sharp,eng ENG,FW,Sheffield Utd,eng Premier League,33,1986,11.7,0.26,1.2,0.43,35.7,1.2,0.43,0.21,0.6,0,0,0,0.23,0.23,0.2,0.03,0.03,0.22,0.45,0.45
2302,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,24,1995,19.3,0,0.52,0.26,50,0.52,0.26,0,0,0,0,0,0.03,0.03,0.05,-0.03,-0.03,0.07,0.09,0.09
2303,Khiry Shelton,us USA,"FW,MF",Paderborn 07,de Bundesliga,26,1993,0.4,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2304,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,27,1992,23.5,0.26,1.91,0.6,31.1,1.91,0.59,0.13,0.43,0.34,0,0,0.1,0.1,0.05,0.15,0.15,0.16,0.26,0.26
2305,Gen Shoji,jp JPN,DF,Toulouse,fr Ligue 1,26,1992,0.5,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2306,Djibril Sidibé,fr FRA,DF,Everton,eng Premier League,27,1992,20.3,0,0.59,0.15,25,0.59,0.15,0,0,0,0,0,0.02,0.02,0.03,-0.02,-0.02,0.1,0.12,0.12
2307,Kalidou Sidibé,fr FRA,MF,Toulouse,fr Ligue 1,20,1999,1,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2308,Sidnei,br BRA,DF,Betis,es La Liga,29,1989,13.1,0.08,0.38,0.15,40,0.38,0.15,0.2,0.5,0,0,0,0.02,0.02,0.06,0.05,0.05,0,0.03,0.03
2309,Theoson Siebatcheu,fr FRA,FW,Rennes,fr Ligue 1,23,1996,4.9,0,2.04,0.2,10,2.05,0.2,0,0,0,0,0,0.2,0.2,0.1,-0.2,-0.2,0.12,0.32,0.32
2310,Kaj Sierhuis,nl NED,FW,Reims,fr Ligue 1,21,1998,0.1,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2311,Gylfi Sigurðsson,is ISL,MF,Everton,eng Premier League,29,1989,28.4,0.07,1.58,0.42,26.7,1.58,0.42,0.02,0.08,0.18,0.04,0.04,0.15,0.12,0.08,-0.08,-0.08,0.13,0.28,0.26
2312,Luca Siligardi,it ITA,"FW,MF",Parma,it Serie A,31,1988,3.7,0,2.97,0.81,27.3,2.94,0.8,0,0,0,0,0,0.19,0.19,0.06,-0.19,-0.19,0.03,0.21,0.21
2313,Adrien Silva,pt POR,MF,Monaco,fr Ligue 1,30,1989,13.6,0,1.03,0.22,21.4,1.03,0.22,0,0,0.29,0,0,0.04,0.04,0.04,-0.04,-0.04,0.11,0.15,0.15
2314,André Silva,pt POR,FW,Milan,it Serie A,23,1995,0.7,0,2.86,0,0,3,0,0,,0,0,0,0.57,0.57,0.18,-0.57,-0.57,0.25,0.84,0.8
2315,André Silva,pt POR,FW,Eint Frankfurt,de Bundesliga,23,1995,17.5,0.69,3.09,1.26,40.7,3.09,1.26,0.2,0.5,0,0.06,0.06,0.6,0.55,0.18,0.09,0.07,0,0.54,0.54
2316,Bernardo Silva,pt POR,"FW,MF",Manchester City,eng Premier League,24,1994,22.6,0.27,2.17,0.66,30.6,2.17,0.67,0.12,0.4,0,0,0,0.3,0.3,0.14,-0.03,-0.03,0.24,0.53,0.53
2317,David Silva,es ESP,MF,Manchester City,eng Premier League,33,1986,20.3,0.3,2.27,0.84,37,2.27,0.84,0.13,0.35,0.25,0,0,0.31,0.31,0.14,-0.01,-0.01,0.26,0.57,0.57
2318,Gabriel Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,28,1991,2.6,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0.01,0.01,0.01
2319,Jonathan Silva,ar ARG,DF,Leganés,es La Liga,25,1994,30.9,0.03,0.68,0.1,14.3,0.68,0.1,0.05,0.33,0.1,0,0,0.05,0.05,0.08,-0.02,-0.02,0.07,0.12,0.12
2320,Matheus Pereira da Silva,br BRA,"MF,FW",Dijon,fr Ligue 1,21,1998,5.2,0,2.12,0.58,27.3,2.13,0.58,0,0,0,0,0,0.12,0.12,0.06,-0.12,-0.12,0.2,0.33,0.33
2321,Rui Silva,pt POR,GK,Granada,es La Liga,25,1994,35,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0.01,0.01,0.01
2322,Thiago Silva,br BRA,DF,Paris S-G,fr Ligue 1,34,1984,17.5,0,0.34,0.11,33.3,0.34,0.11,0,0,0,0,0,0.01,0.01,0.03,-0.01,-0.01,0,0.01,0.01
2323,Marco Silvestri,it ITA,GK,Hellas Verona,it Serie A,28,1991,35,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2324,Mohamed Simakan,fr FRA,DF,Strasbourg,fr Ligue 1,19,2000,16.7,0,0.6,0.18,30,0.6,0.18,0,0,0,0,0,0.03,0.03,0.05,-0.03,-0.03,0.04,0.08,0.08
2325,Giovanni Simeone,ar ARG,FW,Cagliari,it Serie A,24,1995,32.5,0.37,2.62,0.92,35.3,2.62,0.92,0.14,0.4,0,0,0,0.37,0.37,0.14,0,0,0.07,0.44,0.44
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,xA,xG+xA,npxG+xA
2326,Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,24,1995,24.2,0.21,1.78,0.74,41.9,1.78,0.74,0.12,0.28,0,0,0,0.28,0.28,0.16,-0.07,-0.07,0.15,0.43,0.43
2327,Unai Simón,es ESP,GK,Athletic Club,es La Liga,22,1997,33.2,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2328,Jack Simpson,eng ENG,DF,Bournemouth,eng Premier League,22,1997,2.7,0,0.37,0,0,0.37,0,0,,0,0,0,0,0,0.01,0,0,0,0.01,0.01
2329,Sarpreet Singh,nz NZL,"FW,MF",Bayern Munich,de Bundesliga,20,1999,0.8,0,1.25,0,0,1.25,0,0,,0,0,0,0,0,0.05,0,0,0,0.06,0.06
2330,Wilfried Singo,ci CIV,DF,Torino,it Serie A,18,2000,1.5,0.67,1.33,0.67,50,1.36,0.68,0.5,1,0,0,0,0.13,0.13,0.09,0.53,0.53,0.06,0.18,0.18
2331,Daley Sinkgraven,nl NED,DF,Leverkusen,de Bundesliga,24,1995,10.1,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0.07,0.07,0.07
2332,Dimitris Siovas,gr GRE,DF,Leganés,es La Liga,30,1988,21.3,0,0.61,0.19,30.8,0.61,0.19,0,0,0,0,0,0.04,0.04,0.07,-0.04,-0.04,0,0.05,0.05
2333,Salvatore Sirigu,it ITA,GK,Torino,it Serie A,32,1987,36,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2334,Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,21,1997,17.8,0,0.9,0.06,6.3,0.9,0.06,0,0,0,0,0,0.04,0.04,0.05,-0.04,-0.04,0.06,0.1,0.1
2335,Moussa Sissoko,fr FRA,MF,Tottenham,eng Premier League,29,1989,27.2,0.07,0.51,0.15,28.6,0.51,0.15,0.14,0.5,0,0,0,0.09,0.09,0.17,-0.01,-0.01,0.04,0.12,0.12
2336,Sambou Sissoko,fr FRA,"MF,FW",Reims,fr Ligue 1,20,1999,0.4,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2337,Pione Sisto,dk DEN,"FW,MF",Celta Vigo,es La Liga,24,1995,9.9,0.2,3.03,1.52,50,3.03,1.52,0.07,0.13,0.1,0,0,0.19,0.19,0.06,0.01,0.01,0.03,0.23,0.23
2338,Antonio Sivera,es ESP,GK,Alavés,es La Liga,22,1996,3,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2339,Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,24,1995,29.7,0.03,0.84,0.17,20,0.84,0.17,0.04,0.2,0,0,0,0.06,0.06,0.07,-0.03,-0.03,0.08,0.14,0.14
2340,Oliver Skipp,eng ENG,"MF,DF",Tottenham,eng Premier League,18,2000,0.9,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2341,?ukasz Skorupski,pl POL,GK,Bologna,it Serie A,28,1991,37,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2342,Andreas Skov Olsen,dk DEN,"FW,MF",Bologna,it Serie A,19,1999,8.4,0.12,2.38,0.83,35,2.37,0.83,0.05,0.14,0.12,0,0,0.19,0.19,0.08,-0.07,-0.07,0.05,0.25,0.25
2343,Robert Skov,dk DEN,"DF,FW",Hoffenheim,de Bundesliga,23,1996,29,0.14,2.14,0.66,30.6,2.14,0.66,0.06,0.21,0.66,0,0,0.13,0.13,0.06,0.01,0.01,0.16,0.29,0.29
2344,Simon Skrabb,fi FIN,"MF,FW",Brescia,it Serie A,24,1995,2.9,0,1.03,0.34,33.3,1.05,0.35,0,0,0,0,0,0.03,0.03,0.03,-0.03,-0.03,0.15,0.19,0.19
2345,Milan Škriniar,sk SVK,DF,Inter,it Serie A,24,1995,29.2,0,0.48,0.14,28.6,0.48,0.14,0,0,0,0,0,0.03,0.03,0.07,-0.03,-0.03,0.01,0.04,0.04
2346,Steven Skrzybski,de GER,"FW,MF",Düsseldorf,de Bundesliga,26,1992,5.9,0.17,2.37,0.17,7.1,2.38,0.17,0.07,1,0,0,0,0.27,0.27,0.11,-0.1,-0.1,0.08,0.34,0.34
2347,Petar Škuleti?,rs SRB,FW,Montpellier,fr Ligue 1,29,1990,1.2,0,3.33,0.83,25,3.4,0.85,0,0,0,0,0.83,0.83,0.17,0.05,-0.83,-0.17,0.05,0.87,0.22
2348,Islam Slimani,dz ALG,FW,Monaco,fr Ligue 1,31,1988,14.3,0.63,3.36,1.33,39.6,3.36,1.33,0.17,0.42,0,0.07,0.07,0.7,0.64,0.2,-0.07,-0.08,0.29,0.99,0.94
2349,William Smallbone,ie IRL,MF,Southampton,eng Premier League,19,2000,4.4,0,1.14,0,0,1.15,0,0,,0,0,0,0.07,0.07,0.06,-0.07,-0.07,0.08,0.15,0.15
2350,Chris Smalling,eng ENG,DF,Roma,it Serie A,29,1989,28.5,0.11,0.67,0.18,26.3,0.67,0.18,0.16,0.6,0,0,0,0.07,0.07,0.1,0.04,0.04,0.04,0.11,0.11
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,xA,xG+xA,npxG+xA
2351,Dennis Smarsch,de GER,GK,Hertha BSC,de Bundesliga,20,1999,1.7,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2352,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,28,1991,22.8,0,0.18,0.04,25,0.18,0.04,0,0,0,0,0,0.03,0.03,0.14,-0.03,-0.03,0.04,0.06,0.06
2353,Emile Smith-Rowe,eng ENG,MF,Arsenal,eng Premier League,19,2000,1.1,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2354,Fyodor Smolov,ru RUS,FW,Celta Vigo,es La Liga,29,1990,8.3,0.24,1.81,0.72,40,1.82,0.73,0.13,0.33,0,0,0,0.28,0.28,0.16,-0.04,-0.04,0.05,0.33,0.33
2355,Robert Snodgrass,sco SCO,"MF,FW",West Ham,eng Premier League,31,1987,16.8,0.3,1.25,0.6,47.6,1.25,0.6,0.24,0.5,0,0,0,0.15,0.15,0.13,0.14,0.14,0.16,0.32,0.32
2356,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,27,1991,2.8,0.36,0.36,0.36,100,0.36,0.36,1,1,0,0,0,0,0,0.02,0.36,0.36,0.02,0.02,0.02
2357,Cédric Soares,pt POR,DF,Southampton,eng Premier League,27,1991,14.5,0,0.69,0.28,40,0.69,0.28,0,0,0,0,0,0.04,0.04,0.06,-0.04,-0.04,0.09,0.13,0.13
2358,Rafa Soares,pt POR,"DF,MF",Eibar,es La Liga,24,1995,4.8,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0.04,0.04,0.04
2359,Lasse Sobiech,de GER,DF,Köln,de Bundesliga,28,1991,1,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0.03,0.03,0.03
2360,Marcel Sobottka,de GER,MF,Düsseldorf,de Bundesliga,25,1994,7.8,0,0.9,0.13,14.3,0.9,0.13,0,0,0,0,0,0.06,0.06,0.07,-0.06,-0.06,0,0.07,0.07
2361,Rubén Sobrino,es ESP,"FW,MF",Valencia,es La Liga,27,1992,1.9,0.53,2.63,1.58,60,2.65,1.59,0.2,0.33,0,0,0,0.21,0.21,0.08,0.32,0.32,0.11,0.33,0.33
2362,Dominic Solanke,eng ENG,"FW,MF",Bournemouth,eng Premier League,21,1997,18.3,0.16,1.91,0.44,22.9,1.91,0.44,0.09,0.38,0,0,0,0.2,0.2,0.11,-0.04,-0.04,0.05,0.25,0.25
2363,Roberto Soldado,es ESP,FW,Granada,es La Liga,34,1985,26.1,0.27,1.26,0.5,39.4,1.27,0.5,0.18,0.46,0.08,0.04,0.04,0.18,0.15,0.12,0.09,0.08,0.15,0.33,0.3
2364,Carlos Soler,es ESP,MF,Valencia,es La Liga,22,1997,23,0.09,0.78,0.22,27.8,0.78,0.22,0.11,0.4,0,0,0,0.07,0.07,0.09,0.02,0.02,0.05,0.12,0.12
2365,Oumar Solet,fr FRA,DF,Lyon,fr Ligue 1,19,2000,0.1,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2366,Yann Sommer,ch SUI,GK,M'gladbach,de Bundesliga,30,1988,34,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2367,Kévin Soni,cm CMR,FW,Espanyol,es La Liga,21,1998,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2368,David Soria,es ESP,GK,Getafe,es La Liga,26,1993,38,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2369,Bruno Soriano,es ESP,MF,Villarreal,es La Liga,35,1984,2.9,0,0.34,0.34,100,0.34,0.34,0,0,0,0,0,0.03,0.03,0.12,-0.03,-0.03,0,0.04,0.04
2370,Juan Soriano,es ESP,GK,Leganés,es La Liga,21,1997,11,0,0.09,0.09,100,0.09,0.09,0,0,0,0,0,0.03,0.03,0.33,-0.03,-0.03,0,0.03,0.03
2371,Roberto Soriano,it ITA,MF,Bologna,it Serie A,28,1991,27.4,0.18,1.35,0.58,43.2,1.35,0.58,0.14,0.31,0,0,0,0.14,0.14,0.1,0.04,0.04,0.19,0.33,0.33
2372,Riccardo Sottil,it ITA,"FW,DF",Fiorentina,it Serie A,20,1999,5.7,0,2.81,1.4,50,2.8,1.4,0,0,0,0,0,0.12,0.12,0.05,-0.12,-0.12,0.1,0.23,0.23
2373,Tomáš Sou?ek,cz CZE,MF,West Ham,eng Premier League,24,1995,11.6,0.26,1.64,0.6,36.8,1.64,0.61,0.16,0.43,0,0,0,0.2,0.2,0.12,0.06,0.06,0.03,0.23,0.23
2374,Adama Soumaoro,fr FRA,DF,Genoa,it Serie A,27,1992,7.1,0.14,0.28,0.14,50,0.28,0.14,0.5,1,0,0,0,0.08,0.08,0.3,0.06,0.06,0,0.16,0.16
2375,Adama Soumaoro,fr FRA,DF,Lille,fr Ligue 1,27,1992,4.6,0.22,0.87,0.43,50,0.87,0.43,0.25,0.5,0,0,0,0.15,0.15,0.19,0.07,0.07,0,0.09,0.09
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,xA,xG+xA,npxG+xA
2376,Boubakary Soumaré,fr FRA,MF,Lille,fr Ligue 1,20,1999,13.5,0,0.07,0,0,0.07,0,0,,0,0,0,0,0,0.01,0,0,0.03,0.03,0.03
2377,Bryan Soumaré,fr FRA,"MF,FW",Dijon,fr Ligue 1,20,1999,4.3,0,1.4,0.93,66.7,1.41,0.94,0,0,0,0,0,0.07,0.07,0.05,-0.07,-0.07,0.09,0.16,0.16
2378,Arnaud Souquet,fr FRA,DF,Montpellier,fr Ligue 1,27,1992,22.4,0.09,0.67,0.18,26.7,0.67,0.18,0.13,0.5,0,0,0,0.03,0.02,0.03,0.06,0.07,0.05,0.07,0.07
2379,Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,22,1997,19.4,0.05,1.08,0.15,14.3,1.08,0.15,0.05,0.33,0,0,0,0.07,0.07,0.06,-0.02,-0.02,0.13,0.2,0.2
2380,Ça?lar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,23,1996,33.7,0.03,0.59,0.21,35,0.59,0.21,0.05,0.14,0,0,0,0.07,0.07,0.11,-0.04,-0.04,0.01,0.07,0.07
2381,Nikolas Špalek,sk SVK,"MF,FW",Brescia,it Serie A,22,1997,17.5,0.11,1.43,0.57,40,1.42,0.57,0.08,0.2,0,0,0,0.22,0.22,0.15,-0.1,-0.1,0.1,0.32,0.32
2382,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,26,1993,17.2,0.06,0.87,0.23,26.7,0.87,0.23,0.07,0.25,0,0,0,0.08,0.08,0.09,-0.02,-0.02,0.17,0.25,0.25
2383,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,27,1992,5.8,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2384,Mattia Sprocati,it ITA,FW,Parma,it Serie A,26,1992,6.6,0.15,2.12,0.91,42.9,2.14,0.92,0.07,0.17,0,0,0,0.17,0.17,0.08,-0.02,-0.02,0.03,0.2,0.2
2385,Bassem Srarfi,tn TUN,"FW,DF",Nice,fr Ligue 1,22,1997,1.5,0,0.67,0,0,0.68,0,0,,0,0,0,0.07,0.07,0.1,-0.07,-0.07,0.07,0.14,0.14
2386,Dennis Srbeny,de GER,"MF,FW",Norwich City,eng Premier League,25,1994,0.5,2,4,2,50,3.83,1.91,0.5,1,0,0,0,1.2,1.2,0.28,0.8,0.8,0,1.07,1.07
2387,Dennis Srbeny,de GER,"FW,MF",Paderborn 07,de Bundesliga,25,1994,12.4,0.4,2.1,0.81,38.5,2.09,0.8,0.19,0.5,0,0,0,0.16,0.16,0.08,0.24,0.24,0.05,0.21,0.21
2388,Jerry St. Juste,nl NED,DF,Mainz 05,de Bundesliga,22,1996,23.5,0.09,0.55,0.09,15.4,0.55,0.09,0.15,1,0,0,0,0.03,0.03,0.06,0.05,0.05,0.02,0.06,0.06
2389,Jack Stacey,eng ENG,DF,Bournemouth,eng Premier League,23,1996,17.2,0,0.29,0.12,40,0.29,0.12,0,0,0,0,0,0.02,0.02,0.05,-0.02,-0.02,0.13,0.14,0.14
2390,Kostas Stafylidis,gr GRE,DF,Hoffenheim,de Bundesliga,25,1993,4.4,0.23,0.91,0.45,50,0.9,0.45,0.25,0.5,0,0,0,0.02,0.02,0.02,0.2,0.2,0.05,0.07,0.07
2391,Benjamin Stambouli,fr FRA,DF,Schalke 04,de Bundesliga,28,1990,9,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2392,Junior Stanislas,eng ENG,"MF,DF",Bournemouth,eng Premier League,29,1989,7.9,0.38,2.03,0.76,37.5,2.02,0.76,0.13,0.33,0.38,0.13,0.13,0.2,0.1,0.05,0.18,0.15,0.1,0.3,0.21
2393,Niklas Stark,de GER,DF,Hertha BSC,de Bundesliga,24,1995,19.2,0.05,0.52,0.1,20,0.52,0.1,0.1,0.5,0,0,0,0.05,0.05,0.09,0.01,0.01,0.03,0.07,0.07
2394,Jed Steer,eng ENG,GK,Aston Villa,eng Premier League,26,1992,0.1,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
2395,Renato Steffen,ch SUI,"MF,FW",Wolfsburg,de Bundesliga,27,1991,17.6,0.34,1.65,0.57,34.5,1.65,0.57,0.21,0.6,0,0,0,0.26,0.26,0.16,0.09,0.09,0.16,0.41,0.41
2396,Zack Steffen,us USA,GK,Düsseldorf,de Bundesliga,24,1995,17,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0.01,0.01,0.01
2397,Dale Stephens,eng ENG,MF,Brighton,eng Premier League,30,1989,28.1,0,0.64,0.07,11.1,0.64,0.07,0,0,0,0,0,0.02,0.02,0.03,-0.02,-0.02,0.04,0.06,0.06
2398,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,25,1994,27.2,0.04,0.22,0.04,16.7,0.22,0.04,0.17,1,0,0,0,0.03,0.03,0.13,0.01,0.01,0.04,0.07,0.07
2399,Mariusz St?pi?ski,pl POL,FW,Hellas Verona,it Serie A,24,1995,7.8,0.38,1.92,0.77,40,1.91,0.76,0.2,0.5,0,0,0,0.37,0.37,0.19,0.01,0.01,0.01,0.37,0.37
2400,Raheem Sterling,eng ENG,FW,Manchester City,eng Premier League,24,1994,29.5,0.68,3.25,1.22,37.5,3.26,1.22,0.21,0.56,0.03,0,0.07,0.59,0.52,0.16,0.09,0.16,0.24,0.82,0.76
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,xA,xG+xA,npxG+xA
2401,Enda Stevens,ie IRL,DF,Sheffield Utd,eng Premier League,29,1990,37.2,0.05,0.59,0.11,18.2,0.59,0.11,0.09,0.5,0,0,0,0.03,0.03,0.05,0.02,0.02,0.12,0.16,0.16
2402,Marco Stiepermann,de GER,MF,Norwich City,eng Premier League,28,1991,13.1,0,1.45,0.38,26.3,1.45,0.38,0,0,0,0,0,0.12,0.12,0.08,-0.12,-0.12,0.04,0.16,0.16
2403,Lars Stindl,de GER,"MF,FW",M'gladbach,de Bundesliga,30,1988,15.9,0.57,2.01,0.82,40.6,2.01,0.82,0.22,0.54,0.19,0.13,0.13,0.41,0.31,0.15,0.16,0.13,0.19,0.6,0.5
2404,Kevin Stöger,at AUT,MF,Düsseldorf,de Bundesliga,25,1993,14.1,0,1.56,0.43,27.3,1.56,0.43,0,0,0.07,0,0,0.06,0.06,0.04,-0.06,-0.06,0.14,0.2,0.2
2405,Vlatko Stojanovski,mk MKD,FW,Nîmes,fr Ligue 1,22,1997,1.4,0,1.43,1.43,100,1.46,1.46,0,0,0,0,0,0.36,0.36,0.23,-0.36,-0.36,0.06,0.4,0.4
2406,John Stones,eng ENG,DF,Manchester City,eng Premier League,25,1994,12.5,0,0.48,0.08,16.7,0.48,0.08,0,0,0,0,0,0.05,0.05,0.1,-0.05,-0.05,0.01,0.05,0.05
2407,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,24,1995,38,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
