Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
119,Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,26,1993,3,20,15,19.7,0.33,0,0,16,0,0,,0,0,12.3,50.7,29,10,28,93.3,0,0,Matches
120,Santiago Arias,co COL,DF,Atlético Madrid,es La Liga,27,1992,12,65,3.92,18,30.2,20.3,1.58,55.6,0.33,0.58,57.1,0.42,0,36.4,175.5,95.8,40.7,449,92,0.58,0.33,Matches
121,Nicolò Armini,it ITA,DF,Lazio,it Serie A,18,2001,0,4,1,3,1,0,0,4,0,0,,0,0,1,7,0,2,2,100,0,0,Matches
122,Stuart Armstrong,sco SCO,MF,Southampton,eng Premier League,27,1992,19.1,46.2,2.46,8.74,21.6,19.3,2.57,45.2,1.62,2.77,58.5,1.73,2,31,224.1,121.2,38.3,560,76.5,1.94,1.52,Matches
123,José Arnaiz,es ESP,"FW,MF",Osasuna,es La Liga,24,1995,8.8,34.5,0.45,2.95,16.5,16.6,4.2,33.1,0.34,0.91,37.5,0.34,0,22.4,147.8,72.6,40.9,207,57.5,3.52,2.84,Matches
124,José Arnaiz,es ESP,"MF,FW",Leganés,es La Liga,24,1995,3.7,45.7,1.08,5.14,18.6,26.2,4.59,44.3,3.51,6.22,56.5,3.78,0,40,351.9,228.4,41.1,113,74.3,4.32,3.78,Matches
125,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,25,1994,31.3,59.4,1.88,11.5,35.4,15.8,0.77,51.1,0.7,0.96,73.3,0.7,0,34,176.9,90.9,36.8,1057,91.8,0.7,0.89,Matches
126,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,24,1994,33,34.3,30.4,34.2,0.15,0,0,26.7,0,0,,0,0,20.6,79.1,45.1,19.6,646,100,0,0,Matches
127,Kwadwo Asamoah,gh GHA,DF,Inter,it Serie A,30,1988,7.1,60.3,3.24,15.9,24.9,23.2,3.1,54.4,1.83,2.11,86.7,1.83,0,40.3,208.9,141.3,42.8,279,91.8,0.42,1.41,Matches
128,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,22,1997,7,57.4,3.43,19.6,34.6,7,0,54.7,1,1.43,70,1,0,29.9,167.7,71.3,30.6,200,93.5,1.29,0.29,Matches
129,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,30,1989,34,33,30.1,33,0.09,0,0,22.1,0.03,0.03,100,0.03,0,14.2,57.6,28.5,13.1,446,99.8,0,0,Matches
130,Marco Asensio,es ESP,FW,Real Madrid,es La Liga,23,1996,3.7,54.9,0.81,7.03,25.1,26.2,4.59,53.5,1.62,2.16,75,1.89,0,41.9,267.3,135.7,58.9,165,75.7,1.62,2.16,Matches
131,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,18,2001,0.8,53.8,1.25,16.3,36.3,7.5,0,53.8,2.5,3.75,66.7,2.5,0,38.8,292.5,235,47.5,32,84.2,1.25,1.25,Matches
132,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,31,1987,36.2,46.3,0.36,3.67,24.4,22,4.56,43.8,1.66,2.68,61.9,1.85,1,34.1,243.2,138.4,54.1,1317,67.2,1.91,1.93,Matches
133,Roger Assalé,ci CIV,"FW,MF",Leganés,es La Liga,25,1993,5.9,32.5,0,2.03,14.4,19,6.1,32,2.71,3.39,80,2.71,1,28,204.2,118.8,45.4,156,58.2,1.86,2.37,Matches
134,Miguel Atienza,es ESP,MF,Eibar,es La Liga,,,0.3,70,3.33,16.7,40,16.7,10,70,0,0,,0,0,40,186.7,40,43.3,12,92.3,3.33,0,Matches
135,Christian Atsu,gh GHA,"FW,MF",Newcastle Utd,eng Premier League,27,1992,8.3,40,1.45,9.88,16,19,2.41,38.9,2.29,4.82,47.5,2.53,1,30.7,237.8,141.3,38.7,215,67,2.53,2.41,Matches
136,Youcef Attal,dz ALG,"FW,DF",Nice,fr Ligue 1,23,1996,11.1,66.8,1.62,14.5,32.9,27,4.32,61.1,3.69,7.66,48.2,3.87,3,50.1,427.3,305.3,55.9,512,82.4,3.42,2.61,Matches
137,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,30,1989,34.8,35.9,0.83,4.54,14.4,19.3,4.83,34.9,0.72,1.41,51,0.83,0,24.9,178.5,111.6,43.9,939,61.5,1.67,1.12,Matches
138,Emil Audero,it ITA,GK,Sampdoria,it Serie A,22,1997,36,31.3,27.9,31.3,0.06,0,0,20.2,0.03,0.03,100,0.03,0,13,64.3,34,11,395,99.5,0,0,Matches
139,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,24,1994,12.6,72.7,3.02,21.5,34.6,23.2,0.24,62.7,1.67,2.38,70,1.67,0,47.9,331.3,208.3,50.4,597,94,0.63,1.27,Matches
140,Jean-Kévin Augustin,fr FRA,FW,Monaco,fr Ligue 1,22,1997,3,26.7,0.33,1.67,12.7,14,6.33,26.3,2.67,4,66.7,2.67,1,20.7,136.7,83.3,38.3,57,49.6,3,2.33,Matches
141,Ludwig Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,25,1994,10.3,64.6,3.11,18.3,27.2,23.5,1.55,52.3,0.58,0.87,66.7,0.68,0,33.4,191.5,111.4,38.8,353,88.3,1.17,0.97,Matches
142,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,26,1992,30,68.6,3.97,19.4,29.8,22.7,1.8,59.6,1.53,2.43,63,1.53,7,39.9,187.1,104.5,43.2,1146,88.4,1.2,1.03,Matches
143,Mathias Autret,fr FRA,"MF,FW",Brest,fr Ligue 1,28,1991,13.6,53.2,0.59,6.54,26.3,24.1,3.01,47.4,0.88,1.99,44.4,0.88,2,34.3,206.1,111.6,46.7,474,74.6,2.13,1.4,Matches
144,Ezequiel Ávila,ar ARG,FW,Osasuna,es La Liga,25,1994,17.7,32.5,0.11,1.58,14.2,18.6,5.54,31.3,0.85,1.86,45.5,1.07,1,19.4,133.4,70.3,47.5,395,47,2.43,1.92,Matches
145,Javier Avilés,es ESP,"MF,FW",Leganés,es La Liga,21,1997,2,51.5,0.5,8,20.5,30,5,51.5,2,3.5,57.1,2,0,38.5,348.5,210.5,46,70,76.1,0.5,3,Matches
146,Chidozie Awaziem,ng NGA,DF,Leganés,es La Liga,22,1997,22.2,45.6,4.82,20.2,25,2.79,0.63,41.2,0.14,0.23,60,0.14,0,23.4,130,65,22.9,486,95.5,0.23,0.18,Matches
147,Taiwo Awoniyi,ng NGA,FW,Mainz 05,de Bundesliga,21,1997,5.4,33,0.74,3.52,14.8,17.2,6.3,32.4,1.85,3.33,55.6,2.04,0,23.3,175.2,109.6,41.3,129,57.8,5,2.04,Matches
148,Florian Ayé,fr FRA,"FW,MF",Brescia,it Serie A,22,1997,15.3,32.9,1.44,5.16,14.5,15.2,3.92,32.2,1.44,2.16,66.7,1.5,1,20.5,122.9,55.6,40.7,339,54.4,2.68,1.7,Matches
149,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,27,1991,35,39,0.86,5.09,19.2,18.2,3.89,38,2.14,3.34,64.1,2.23,4,28.9,219.9,109.3,48.1,956,56.8,2.83,3.09,Matches
150,Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,24,1994,30.3,66.6,4.59,32.2,32.2,7.52,0.96,62.3,0.36,0.43,84.6,0.36,1,43.8,248.3,156.9,46.8,1362,96,0.36,0.13,Matches
151,Ramon Azeez,ng NGA,MF,Granada,es La Liga,26,1992,15.1,34.6,0.73,6.69,21.1,9.14,1.39,33.5,0.2,0.53,37.5,0.2,0,21.2,137.6,58.5,27.9,301,71.3,1.13,1.06,Matches
152,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,29,1989,35.9,91.2,3.65,27.4,43.2,24.4,2.73,80.2,0.42,0.67,62.5,0.47,1,54.2,200,114.1,62.1,2095,93.9,0.67,0.36,Matches
153,Ludovic Baal,gf GUF,DF,Brest,fr Ligue 1,33,1986,9.2,81.5,3.26,26.3,42.1,19.5,0.87,70.7,1.85,2.93,63,2.07,1,51.3,308,204.5,48.7,427,95.3,1.3,1.09,Matches
154,Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,23,1996,32.3,50,3.16,16.4,32,5.08,0.46,49.4,1.42,1.67,85.2,1.46,1,35.1,210.2,93.7,31.5,955,94,0.77,1.24,Matches
155,Khouma Babacar,sn SEN,FW,Lecce,it Serie A,26,1993,15.8,34,2.09,5.06,15.9,15.4,5.57,33,1.08,1.96,54.8,1.08,0,21.5,144.6,79.8,42.1,378,56.8,2.91,1.58,Matches
156,Carlos Bacca,co COL,"FW,MF",Villarreal,es La Liga,32,1986,7.6,27,0.66,1.58,12.1,14.3,5,25.4,0.79,1.45,54.5,0.92,0,16.7,87.5,42,35.1,149,55.8,2.11,1.32,Matches
157,Milan Badelj,hr CRO,MF,Fiorentina,it Serie A,30,1989,17.6,65.7,3.41,15.6,41.3,12.2,0.68,63.1,1.19,1.48,80.8,1.36,0,40.6,177.5,89.9,45.5,769,96,0.8,0.91,Matches
158,Matthias Bader,de GER,DF,Köln,de Bundesliga,22,1997,0.1,80,0,50,40,10,0,40,0,0,,0,0,40,450,270,40,3,75,0,0,Matches
159,Bastian Badu,fr FRA,FW,Montpellier,fr Ligue 1,19,2000,0.1,70,0,0,60,30,10,70,0,0,,0,0,30,40,10,120,6,50,0,0,Matches
160,Alejandro Baena,es ESP,MF,Villarreal,es La Liga,18,2001,0.2,30,0,15,15,5,0,25,0,0,,0,0,10,50,0,30,3,50,0,0,Matches
161,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,27,1992,10.1,33.7,0.5,1.88,16.1,16.9,5.25,31.7,0.3,1.29,23.1,0.4,0,23,135.5,59.2,46.8,254,53.7,3.56,2.67,Matches
162,Daniel Baier,de GER,MF,Augsburg,de Bundesliga,35,1984,21.6,50.8,2.41,16.4,30.5,7.27,0.28,49.4,0.51,0.69,73.3,0.51,0,28.7,146.3,63.5,27.4,556,94.1,0.56,0.46,Matches
163,Leon Bailey,jm JAM,"FW,MF",Leverkusen,de Bundesliga,21,1997,12.1,52.6,0.58,5.95,24.1,28.5,4.55,48.8,3.55,6.12,58.1,3.64,2,40.9,306.5,179.8,50.8,459,74.6,2.23,1.65,Matches
164,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,25,1994,1.7,51.2,8.82,22.9,29.4,0,0,51.2,0.59,0.59,100,0.59,0,34.1,146.5,85.3,30.6,52,100,0,1.18,Matches
165,Dénys Bain,fr FRA,DF,Brest,fr Ligue 1,26,1993,14.1,58.2,12.8,43.2,17.5,0.5,0.28,56.7,0,0.07,0,0,0,37.1,202.3,77.5,39,538,97.8,0,0.35,Matches
166,Leighton Baines,eng ENG,DF,Everton,eng Premier League,34,1984,4.5,56.7,4.89,13.3,21.8,22.9,0.22,45.1,0.22,0.44,50,0.44,0,30.2,111.6,62.4,33.1,136,91.3,0.67,0.67,Matches
167,Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,17,2001,1,23,17,23,0,0,0,13,0,0,,0,0,5,16,8,4,4,100,0,0,Matches
168,Tiemoué Bakayoko,fr FRA,MF,Monaco,fr Ligue 1,24,1994,19.1,64.6,1.62,12,41.4,14.9,2.04,64,1.62,2.93,55.4,1.73,2,45.3,264.3,127.6,49,869,92.9,1.57,1.78,Matches
169,Lewis Baker,eng ENG,MF,Düsseldorf,de Bundesliga,24,1995,6.1,46.4,2.46,11.5,29.3,8.85,0.98,45.2,1.64,1.97,83.3,1.64,0,33.4,201.5,92.3,34.3,190,90.9,1.15,0.82,Matches
170,Mitchel Bakker,nl NED,DF,Paris S-G,fr Ligue 1,19,2000,1,100,4,34,53,19,0,95,1,1,100,1,0,80,278,80,88,86,97.7,2,1,Matches
171,Ridle Baku,de GER,"DF,MF",Mainz 05,de Bundesliga,21,1998,26.1,58.4,2.91,17,28.3,17.5,0.96,52,1.19,2.41,49.2,1.46,3,34.5,205.2,116.9,35.1,815,89,1.34,1,Matches
172,Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,27,1991,13.1,49.8,7.33,26.7,23.7,2.06,1.22,48.5,0,0,,0,0,23.5,135.6,74.6,26.3,329,95.6,0.15,0,Matches
173,Keita Baldé,sn SEN,"FW,MF",Monaco,fr Ligue 1,24,1995,9.5,43.9,1.26,5.16,19.9,21.6,5.26,42.2,0.63,1.26,50,0.63,1,26.6,149.7,80.7,52.8,315,62.7,2.63,1.79,Matches
174,George Baldock,eng ENG,DF,Sheffield Utd,eng Premier League,26,1993,38,51,2.76,11,18.2,24.5,1.68,43.2,1.13,1.76,64.2,1.21,0,30.4,197.2,102.3,32.9,1055,84.4,0.87,0.82,Matches
175,Gareth Bale,wal WAL,"FW,MF",Real Madrid,es La Liga,30,1989,12.1,51.1,0.91,5.79,25.5,24.5,4.3,49.7,1.4,2.48,56.7,1.57,0,35.6,266.4,153,53.2,512,79.5,2.23,1.32,Matches
176,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,31,1988,6.3,50.3,2.7,14.8,24.9,12.4,0.16,41.4,0.16,0.32,50,0.16,0,23.8,123,67.6,25.2,145,91.2,0.48,0.32,Matches
177,Leonardo Balerdi,ar ARG,"DF,MF",Dortmund,de Bundesliga,20,1999,1.5,94.7,8,34.7,62,1.33,0,92,0.67,2,33.3,1.33,0,73.3,336.7,122,73.3,107,97.3,0,0.67,Matches
178,Marco Ballarini,it ITA,MF,Udinese,it Serie A,18,2001,0,5,0,2,3,1,0,5,0,0,,0,0,3,32,26,4,4,100,0,0,Matches
179,Fodé Ballo-Touré,fr FRA,DF,Monaco,fr Ligue 1,22,1997,18.7,57.1,2.73,17.9,28.9,15.6,1.18,48.9,1.6,2.67,60,1.76,0,36.7,274.3,166.5,36.7,625,91.1,1.23,0.8,Matches
180,Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,39,1980,4.5,70,0.44,15.3,45.3,12.7,0.44,66,0.22,0.67,33.3,0.67,0,48.7,224.9,121.8,53.3,213,88.8,1.11,1.33,Matches
181,Mario Balotelli,it ITA,FW,Brescia,it Serie A,28,1990,15.6,36.6,1.67,4.81,18,16,3.21,34.5,0.71,1.41,50,0.71,0,23.2,127.4,63.1,40.3,427,68,1.92,0.77,Matches
182,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,29,1990,6.2,51.8,1.45,18.2,23.9,11.6,0.48,42.4,0.65,0.65,100,0.65,0,29.4,128.9,61.9,30.6,177,93.2,0.16,0.65,Matches
183,Jonathan Bamba,fr FRA,"FW,MF",Lille,fr Ligue 1,23,1996,21.5,51.6,0.6,5.26,26.3,25.1,3.16,49,2.23,3.72,60,2.37,6,42.3,323,180.8,45.7,789,80.3,1.63,2.79,Matches
184,Éver Banega,ar ARG,MF,Sevilla,es La Liga,31,1988,27.5,95.9,0.91,16,60.4,26.3,1.16,87,1.64,2.29,71.4,1.71,0,71.4,377.2,207.9,78.5,2030,94.1,1.67,1.75,Matches
185,Mattia Bani,it ITA,DF,Bologna,it Serie A,25,1993,24.5,58.6,8.33,33.6,26.4,1.88,0.86,56.7,0.08,0.16,50,0.08,0,31.5,195.8,95.6,34.9,837,98,0.29,0.04,Matches
186,Antonín Barák,cz CZE,MF,Udinese,it Serie A,24,1994,2.2,61.4,1.36,9.09,29.5,27.7,1.36,59.1,2.73,2.73,100,2.73,0,44.5,332.7,165.5,51.8,91,79.8,3.18,1.82,Matches
187,Antonín Barák,cz CZE,MF,Lecce,it Serie A,24,1994,15.2,56.9,1.97,14.1,31.5,17.2,2.57,56.1,0.66,1.58,41.7,0.86,1,37.8,287.4,170.7,50.4,650,84.9,0.66,1.32,Matches
188,Federico Barba,it ITA,DF,Valladolid,es La Liga,25,1993,5,55,3.2,17.8,29.6,9.2,0.6,47,0.2,0.4,50,0.2,0,29,121.4,61.2,32.2,148,91.9,1.2,0,Matches
189,Danilo Barbosa,br BRA,"DF,MF",Nice,fr Ligue 1,23,1996,12.5,76.7,8.24,33.9,41.4,7.52,0.88,75.4,0.8,1.28,62.5,1.04,2,55.8,323.1,197.3,59.6,719,96.5,1.04,0.72,Matches
190,Melvin Bard,fr FRA,DF,Lyon,fr Ligue 1,18,2000,0.5,94,0,12,30,54,2,84,0,0,,0,0,74,372,228,72,34,94.4,0,0,Matches
191,Enis Bardhi,mk MKD,MF,Levante,es La Liga,24,1995,23.5,48.2,1.28,8.72,24.2,18.3,2.17,45.1,1.62,2.51,64.4,1.7,1,35.6,199.3,115.5,42.3,793,79.7,2.17,1.28,Matches
192,Phil Bardsley,sco SCO,DF,Burnley,eng Premier League,34,1985,21,53.8,4.52,16.3,28.2,11.4,0.52,42.8,0.24,0.38,62.5,0.24,0,21.9,113.9,57,24.8,488,93.8,0.29,0.33,Matches
193,Nicolò Barella,it ITA,MF,Inter,it Serie A,22,1997,22.4,65.7,1.65,12.4,38.8,19.9,1.7,64.8,1.79,2.77,64.5,1.96,1,50.3,296.3,148.1,53.2,1093,91.7,1.38,1.21,Matches
194,Philipp Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,30,1989,6.5,53.1,3.23,14.6,32.3,9.08,0.62,52.6,0.92,1.08,85.7,0.92,1,32,152.9,71.2,33.1,199,92.6,0.77,0.62,Matches
195,Antonino Barillà,it ITA,MF,Parma,it Serie A,31,1988,18.8,38.9,2.5,10.9,20.7,9.79,1.6,38,0.37,0.9,41.2,0.48,0,22.8,120.4,62,28.9,455,83.6,1.12,0.85,Matches
196,Kike Barja,es ESP,"MF,FW",Osasuna,es La Liga,22,1997,3.5,39.4,1.14,5.43,17.7,21.7,3.14,38.9,3.14,4.86,64.7,3.43,0,33.1,266.9,182.3,45.1,101,63.9,3.43,3.14,Matches
197,Ross Barkley,eng ENG,MF,Chelsea,eng Premier League,25,1993,12.3,63.3,1.22,7.56,32.9,27.6,3.5,62.5,2.68,3.41,78.6,2.76,1,52.8,317.9,151.1,56.5,618,88.9,1.63,3.01,Matches
198,Aymen Barkok,de GER,"FW,MF",Düsseldorf,de Bundesliga,21,1998,0.9,50,4.44,13.3,28.9,10,0,48.9,0,1.11,0,0,0,25.6,86.7,47.8,37.8,25,73.5,2.22,1.11,Matches
199,Ashley Barnes,at AUT,FW,Burnley,eng Premier League,29,1989,15,29,1,3,13,14.2,3.67,28.4,0.73,1.13,64.7,0.87,0,17.1,70.3,30.1,47.1,298,42.2,2.73,1.33,Matches
200,Harvey Barnes,eng ENG,"MF,FW",Leicester City,eng Premier League,21,1997,23.1,44.1,0.61,4.5,17.9,25.6,5.8,44,1.6,3.38,47.4,1.86,4,33.8,273.9,187.3,48.2,823,73.9,2.16,1.73,Matches
201,Antonio Barragán,es ESP,DF,Betis,es La Liga,32,1987,7.1,73,3.94,16.8,32.3,27.6,1.41,64.8,0.42,0.56,75,0.42,1,46.3,182,97.2,53.5,361,95,0.56,0.14,Matches
202,Antonio Barreca,it ITA,"DF,MF",Genoa,it Serie A,24,1995,12.2,41.4,2.79,10.1,16.4,18.3,1.48,34.7,0.57,1.64,35,0.74,3,24.9,161.1,95,28.9,307,87,0.9,0.98,Matches
203,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,19,2000,10.4,47.9,1.83,11.6,29,8.85,0.87,46.6,0.38,0.77,50,0.48,0,25,91.3,49,26.2,247,90.8,0.87,0.67,Matches
204,Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,es La Liga,17,2001,4.9,57.1,1.22,5.31,22.7,33.5,7.96,55.3,4.49,9.18,48.9,4.69,2,48.8,384.5,231.2,55.5,213,78.3,3.06,2.45,Matches
205,Édgar Barreto,py PAR,MF,Sampdoria,it Serie A,35,1984,1,42,0,2,31,11,1,40,0,0,,0,0,26,89,37,32,28,87.5,0,1,Matches
206,Musa Barrow,gm GAM,FW,Bologna,it Serie A,20,1998,15,56.1,0.93,5.87,26.6,28.4,5.4,51.1,2.87,4.53,63.2,3.2,3,41.1,294.6,173.4,53.4,608,75.9,3.4,2.07,Matches
207,Musa Barrow,gm GAM,"FW,MF",Atalanta,it Serie A,20,1998,2.1,44.3,0.48,0.95,15.2,29.5,12.9,43.3,2.38,2.86,83.3,2.86,0,36.2,212.4,100.5,70.5,71,48,3.81,4.29,Matches
208,Fin Bartels,de GER,"FW,MF",Werder Bremen,de Bundesliga,32,1987,3.8,54.7,1.84,7.37,25.3,25.5,3.16,53.2,1.58,2.63,60,1.58,0,40,230.3,108.7,47.4,146,81.1,3.68,1.84,Matches
209,Marc Bartra,es ESP,"DF,MF",Betis,es La Liga,28,1991,28,71.4,11.1,39.9,31.4,3.79,1.11,69.1,0.46,0.68,68.4,0.57,2,43.7,231.9,129.8,47.7,1295,96.9,0.57,0.39,Matches
210,Daniele Baselli,it ITA,MF,Torino,it Serie A,27,1992,14.2,63.2,3.59,14.6,35.1,16.5,0.63,56.5,0.92,1.41,65,0.92,0,37,210.1,100.1,37.5,482,90.4,0.99,1.34,Matches
211,Chris Basham,eng ENG,DF,Sheffield Utd,eng Premier League,31,1988,36,54.2,6.92,22.3,24.4,10.2,1.17,49.7,0.75,0.89,84.4,0.75,0,26.7,147.9,81,27.5,905,91.5,0.56,0.42,Matches
212,Toma Baši?,hr CRO,MF,Bordeaux,fr Ligue 1,22,1996,11,66.3,2,11.5,45.4,14,0.36,61.5,1.64,2.09,78.3,1.73,1,45.3,277.5,156.9,48.8,485,90.3,1.73,1.73,Matches
213,Thomas Basila,fr FRA,DF,Nantes,fr Ligue 1,20,1999,4.6,63.7,3.26,20.2,37,7.61,0.65,58,0.22,0.22,100,0.22,0,36.1,138.5,53.5,39.6,176,96.7,0.22,0.43,Matches
214,Gil Bastião Dias,pt POR,"DF,MF",Granada,es La Liga,22,1996,4,47.3,1.5,12.5,20.5,18.8,2.75,43,2.25,2.75,81.8,2.25,1,31.3,227.8,134,30.3,99,81.8,1.75,2.25,Matches
215,Gil Bastião Dias,pt POR,"DF,MF",Monaco,fr Ligue 1,22,1996,11.7,69.5,2.91,14.8,40.1,21.1,2.05,61.3,2.39,3.68,65.1,2.56,0,46.8,362.1,242.3,46.8,475,86.7,1.37,1.62,Matches
216,Borja Bastón,es ESP,"MF,FW",Aston Villa,eng Premier League,26,1992,0.2,35,5,5,25,15,5,35,0,0,,0,0,25,150,95,35,4,57.1,5,0,Matches
217,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,20,1999,21.3,76.2,9.72,32.2,42.5,8.17,0.8,72.9,0.38,0.7,53.3,0.47,0,51.8,335.2,209.2,55.1,1159,98.8,0.23,0.28,Matches
218,Bastos,ao ANG,DF,Lazio,it Serie A,28,1991,8.5,59.9,7.41,29.2,30.2,6,0.82,58.7,1.65,2.24,73.7,1.65,0,43.8,270.9,162.7,43.5,361,97.6,0.24,0.59,Matches
219,Oliver Batista-Meier,de GER,FW,Bayern Munich,de Bundesliga,18,2001,0.1,60,0,10,20,40,0,60,0,0,,0,0,50,470,120,50,5,100,10,0,Matches
220,Michy Batshuayi,be BEL,FW,Chelsea,eng Premier League,25,1993,2.7,44.4,0.74,4.81,20,22.6,11.9,42.2,1.48,2.96,50,2.22,0,31.1,193.3,111.1,67,87,48.1,3.7,1.48,Matches
221,Cristian Battocchio,it ITA,MF,Brest,fr Ligue 1,27,1992,15.5,64.5,2.58,18.1,34.5,15.5,1.42,59.6,0.65,0.84,76.9,0.65,1,39.7,184.8,97.4,44.4,619,90,0.77,0.65,Matches
222,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,29,1990,30,46,35.9,45.3,1,0,0,34.1,0,0,,0,0,24.2,96.7,52.7,21.9,653,99.5,0,0,Matches
223,Julian Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,31,1988,19.9,67.2,2.06,15,43.4,11.5,1.31,65.3,0.45,0.5,90,0.45,0,43.1,160.4,60.8,51.3,939,92,0.75,1.01,Matches
224,Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,de Bundesliga,19,1999,16.6,46.4,0.9,7.35,24.2,18.4,5.6,44.6,1.33,3.31,40,1.57,2,29.7,206.2,121,44.4,547,74.2,2.83,1.63,Matches
225,Noah Joel Sarenren Bazee,ng NGA,FW,Augsburg,de Bundesliga,22,1996,4.2,34.8,0.71,4.76,16.7,16.2,5,34.5,1.9,3.57,53.3,1.9,1,25.2,216.4,139.5,34.3,94,65.3,3.57,5.24,Matches
226,Ihlas Bebou,tg TOG,"FW,MF",Hoffenheim,de Bundesliga,25,1994,23.4,42.4,1.71,6.79,20.1,18.9,4.06,41.2,2.26,4.1,55.2,2.44,4,30.1,220.1,138.8,45.9,704,65.5,3.03,3.08,Matches
227,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,23,1996,24.6,52.8,8.9,28.8,24.5,2.64,0.73,50.9,0.08,0.24,33.3,0.08,1,31.6,157,92.9,33.9,814,97.5,0.45,0.28,Matches
228,Sheraldo Becker,nl NED,"MF,FW",Union Berlin,de Bundesliga,24,1995,6,28.7,0.67,6,10.3,14.5,1.83,28.5,1.5,2.17,69.2,1.5,1,21.8,182.3,114.2,38.5,124,53.7,1.67,0.5,Matches
229,Timo Becker,de GER,"DF,MF",Schalke 04,de Bundesliga,22,1997,3.7,54.3,3.24,18.6,25.7,14.3,3.24,48.1,1.08,2.43,44.4,1.08,1,32.7,274.1,177.3,37.3,113,81.9,1.62,1.08,Matches
230,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,23,1996,34,57,7.65,27.9,29.7,1.32,0.5,55.2,0.06,0.06,100,0.06,0,26.4,113.9,54.6,28.4,953,98.7,0.15,0.03,Matches
231,Asmir Begovi?,ba BIH,GK,Milan,it Serie A,32,1987,1.4,27.9,25,27.1,0.71,0,0,15.7,0,0,,0,0,11.4,39.3,25.7,11.4,16,100,0,0,Matches
232,Valon Behrami,ch SUI,MF,Genoa,it Serie A,34,1985,12.3,46.2,2.36,11,31.5,6.42,0.16,45.3,0.57,0.57,100,0.57,2,27.5,139.3,59.1,29.8,345,94.3,0.65,1.06,Matches
233,Maximilian Beier,de GER,FW,Hoffenheim,de Bundesliga,16,2002,1.2,40,1.67,3.33,20,21.7,8.33,36.7,0.83,4.17,20,0.83,0,27.5,249.2,184.2,52.5,33,52.4,6.67,2.5,Matches
234,Gaëtan Belaud,fr FRA,DF,Brest,fr Ligue 1,32,1986,6.4,68.3,3.75,21.7,35.3,14.2,0.31,57.3,0.47,1.09,42.9,0.78,0,36.7,153.3,86.1,42,252,93.7,0.63,0.16,Matches
235,Ishak Belfodil,dz ALG,"FW,MF",Hoffenheim,de Bundesliga,27,1992,3,31.3,0.67,2,11.3,18.7,7.67,30.3,3.33,4.67,71.4,3.33,0,23,135,71.3,54.3,79,48.5,1.67,2,Matches
236,Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,25,1994,20.2,53.2,2.67,15.6,33.7,7.72,0.45,52.5,1.09,1.49,73.3,1.14,0,38.5,218.6,98.8,38.4,709,91.5,0.94,1.04,Matches
237,Raoul Bellanova,it ITA,DF,Bordeaux,fr Ligue 1,19,2000,0.7,51.4,2.86,28.6,15.7,11.4,0,40,0,0,,0,0,32.9,157.1,80,38.6,22,81.5,1.43,2.86,Matches
238,Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,19,2000,0.2,75,0,10,25,40,5,70,0,0,,0,0,65,220,75,70,14,100,0,0,Matches
