Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
1919,Pedro,br BRA,FW,Fiorentina,it Serie A,22,1997,0.7,41.4,0,0,14.3,27.1,11.4,41.4,0,2.86,0,0,0,28.6,81.4,40,57.1,23,57.5,1.43,0,Matches
1920,Pedro,es ESP,FW,Chelsea,eng Premier League,32,1987,7.3,58.1,0.68,7.12,29,26.6,6.03,57.8,2.19,3.7,59.3,2.33,1,47,318.6,145.6,54.1,321,81.3,1.64,0.96,Matches
1921,João Pedro,br BRA,"FW,MF",Cagliari,it Serie A,27,1992,35,36.7,1.51,4.71,18.7,15.9,4.29,35.5,0.94,1.57,60,0.94,0,23.4,141.3,68.4,39.3,941,68.3,2.17,1.66,Matches
1922,João Pedro,br BRA,"FW,MF",Watford,eng Premier League,17,2001,0.3,60,0,10,23.3,33.3,10,60,10,10,100,10,0,46.7,640,353.3,66.7,14,70,0,3.33,Matches
1923,Pedrosa,es ESP,"DF,MF",Espanyol,es La Liga,21,1998,12.1,55.7,2.56,15,28.9,16.1,1.74,47.2,1.74,3.39,51.2,1.98,0,32.1,209.9,133.2,36.3,363,82.7,2.07,1.57,Matches
1924,Daouda Peeters,be BEL,MF,Juventus,it Serie A,20,1999,0.2,65,0,10,50,5,0,65,0,0,,0,0,60,170,55,65,13,100,0,0,Matches
1925,Gianluca Pegolo,it ITA,GK,Sassuolo,it Serie A,38,1981,5,35,32,34.8,0.2,0,0,26,0,0,,0,0,13.8,54.2,22.6,14.8,72,97.3,0,0,Matches
1926,Peter Pekarík,sk SVK,DF,Hertha BSC,de Bundesliga,32,1986,8.5,61.6,3.88,22.8,26,15.8,1.06,52.8,0.82,1.29,63.6,0.94,0,31.4,192.7,100.5,39.2,297,89.2,0.82,0.35,Matches
1927,Yohann Pelé,fr FRA,GK,Marseille,fr Ligue 1,36,1982,1.7,30,25.3,30,0,0,0,20.6,0,0,,0,0,11.2,44.1,22.9,11.8,20,100,0,0,Matches
1928,Lorenzo Pellegrini,it ITA,MF,Roma,it Serie A,23,1996,23.3,65.5,1.16,6.74,31.7,33.3,3.99,57.9,1.16,2.49,46.6,1.37,8,42.2,349.4,193.7,56.4,1083,82.4,2.53,1.2,Matches
1929,Luca Pellegrini,it ITA,DF,Cagliari,it Serie A,20,1999,21.2,62.4,3.3,20.9,27,19.5,1.18,53.3,1.37,2.41,56.9,1.56,3,40.4,273.2,170.3,40.4,784,91.6,0.94,1.42,Matches
1930,Théo Pellenard,fr FRA,DF,Angers,fr Ligue 1,25,1994,5.1,63.9,3.14,16.9,30.6,20.4,0.59,54.5,0.59,1.18,50,0.78,0,37.1,227.8,137.8,38.2,185,94.9,0.78,0.2,Matches
1931,Andy Pelmard,fr FRA,DF,Nice,fr Ligue 1,19,2000,8.5,79.4,11.6,51.3,32.8,1.41,0,75.6,0.47,0.59,80,0.47,0,57.8,301.9,146.7,56.1,471,98.7,0.47,0.71,Matches
1932,Federico Peluso,it ITA,DF,Sassuolo,it Serie A,35,1984,16.8,68.3,9.35,28.2,36.6,7.26,0.71,62.7,0.42,0.54,77.8,0.42,0,45.3,236,126.1,48.5,799,98,0.36,0.3,Matches
1933,Rubén Peña,es ESP,DF,Villarreal,es La Liga,28,1991,21.2,74.5,3.16,23.3,38,18.4,1.08,64.2,1.04,2.36,44,1.23,1,44.8,254,149.1,48.8,953,92.2,1.13,1.08,Matches
1934,Philipp Pentke,de GER,GK,Hoffenheim,de Bundesliga,34,1985,4,44.8,33,44.5,0.25,0,0,34,0,0,,0,0,22.5,96.8,50,18.5,74,100,0,0,Matches
1935,Nicolas Pépé,ci CIV,FW,Arsenal,eng Premier League,24,1995,22.3,50.5,0.45,6.32,20.9,28.3,4.98,46.8,3.23,5.92,54.5,3.45,7,42.2,326.9,208.6,49.5,825,74.8,2.51,2.87,Matches
1936,Luis Perea,es ESP,"FW,MF",Osasuna,es La Liga,21,1997,0.2,45,0,10,20,15,10,45,0,0,,0,0,35,120,50,55,7,63.6,10,0,Matches
1937,Victor Perea,es ESP,DF,Espanyol,es La Liga,19,2000,14.1,58.7,2.55,16,28,18.2,0.85,47.8,0.28,0.71,40,0.35,1,33,210.5,125.1,36.8,446,85.9,0.64,0.64,Matches
1938,Gonzalo Pereira Cejudo,es ESP,DF,Levante,es La Liga,22,1997,0.1,50,0,0,40,20,0,50,0,0,,0,0,40,190,150,50,5,100,0,0,Matches
1939,Mathias Pereira Lage,pt POR,MF,Angers,fr Ligue 1,22,1996,17.1,45.3,0.88,6.49,21.7,20.5,2.92,44.3,1.05,2.57,40.9,1.29,2,29.4,202.2,119.1,40.7,510,73.3,1.93,1.23,Matches
1940,Andreas Pereira,br BRA,"MF,FW",Manchester Utd,eng Premier League,23,1996,16.5,60,0.73,6.18,30.4,27.8,3.76,55.2,1.21,2.3,52.6,1.39,0,43.5,265.6,143.3,53.3,715,81.3,2.48,2.48,Matches
1941,Ricardo Pereira,pt POR,DF,Leicester City,eng Premier League,25,1993,28,83.2,3.82,21.3,41.1,26.7,2.21,72.1,2.11,3.14,67,2.25,1,52.3,302.1,209.5,55.7,1438,92.2,1.14,1.96,Matches
1942,Gastón Pereiro,uy URU,"MF,FW",Cagliari,it Serie A,24,1995,3.9,43.3,0,3.59,21.3,24.4,2.82,38.2,1.28,1.54,83.3,1.28,0,28.7,308.2,209,40.5,127,80.4,0.51,1.79,Matches
1943,Bruno Peres,br BRA,DF,Roma,it Serie A,29,1990,11.7,64.3,3.85,18.5,27.5,24.6,2.31,55.6,0.77,1.37,56.3,0.85,0,43.1,348.2,218.9,45.4,476,89.6,1.03,0.68,Matches
1944,Roberto Pereyra,ar ARG,"FW,MF",Watford,eng Premier League,28,1991,18.3,49.1,0.87,7.6,24.1,21.6,3.11,46.7,1.37,3.33,41,1.53,0,36.6,256.8,148.2,47.8,620,70.9,2.62,1.97,Matches
1945,Ayoze Pérez,es ESP,"MF,FW",Leicester City,eng Premier League,26,1993,22.3,49.6,0.67,6.41,22.2,24.1,5.16,48.7,1.97,3.05,64.7,2.11,1,35.7,191,104.6,50.3,804,71.7,2.15,3.54,Matches
1946,Carles Pérez,es ESP,FW,Barcelona,es La Liga,21,1998,5.3,67.9,0.38,5.09,24,44,6.79,65.7,1.89,4.15,45.5,2.08,0,54.3,348.3,203.4,65.8,294,84.2,2.64,2.08,Matches
1947,Carles Pérez,es ESP,"FW,MF",Roma,it Serie A,21,1998,6.3,48.9,0.16,5.4,24.6,24.8,3.97,46.8,2.06,3.65,56.5,2.06,0,35.1,276.8,159.8,44.9,227,80.2,1.9,1.59,Matches
1948,Iñigo Pérez,es ESP,MF,Osasuna,es La Liga,31,1988,12,58,0.58,9.08,34.7,16.7,0.58,52.3,0.67,0.83,80,0.75,2,32.8,134.3,66.8,41.2,437,88.5,1,0.83,Matches
1949,Juan Pérez,es ESP,GK,Osasuna,es La Liga,23,1996,2,36,30.5,36,0,0,0,23,0,0,,0,0,13.5,111,61.5,11.5,23,100,0,0,Matches
1950,Kike Pérez,es ESP,"MF,FW",Valladolid,es La Liga,22,1997,2.4,56.7,2.5,11.3,38.3,10.8,1.25,55.8,2.5,5.42,46.2,2.5,0,41.3,263.3,135.4,40.8,86,87.8,0.83,0,Matches
1951,Lucas Pérez,es ESP,FW,Alavés,es La Liga,30,1988,27.7,33.9,0.07,1.48,14.4,19.9,3.29,27.7,0.76,1.66,45.7,0.79,2,20.6,130.4,62.7,40.5,594,52.9,1.99,1.84,Matches
1952,Rubén Pérez,es ESP,MF,Leganés,es La Liga,30,1989,24.4,56.5,2.09,14.4,37.1,7.25,0.2,54.8,0.37,0.74,50,0.45,2,33.2,143.1,58.3,32.4,748,94.6,0.49,0.41,Matches
1953,Samuel Pérez,es ESP,GK,Valladolid,es La Liga,22,1997,0.3,23.3,23.3,23.3,0,0,0,6.67,0,0,,0,0,6.67,0,0,6.67,2,100,0,0,Matches
1954,Mattia Perin,it ITA,GK,Genoa,it Serie A,26,1992,21,37.4,33.1,37.3,0.1,0,0,25.4,0,0,,0,0,16.5,101.4,49.2,14.4,299,99,0,0,Matches
1955,Ivan Periši?,hr CRO,"FW,MF",Bayern Munich,de Bundesliga,30,1989,13.4,58.4,0.97,5.67,21.6,34,8.21,55.7,0.9,1.64,54.5,0.9,0,38.1,232.6,132,56.3,588,77.9,1.87,1.12,Matches
1956,Diego Perotti,ar ARG,"FW,MF",Roma,it Serie A,31,1988,9.7,51.9,1.34,9.18,26.2,26,4.23,49.4,2.78,4.12,67.5,2.78,0,42.2,476.5,291.1,45.8,374,84.2,0.62,1.96,Matches
1957,Romain Perraud,fr FRA,DF,Brest,fr Ligue 1,21,1997,18.6,75.2,3.71,26.9,34.6,19.2,1.08,60.8,0.75,1.67,45.2,0.97,3,45.2,256.7,147.3,46.2,777,90.3,1.29,1.18,Matches
1958,Loïc Perrin,fr FRA,DF,Saint-Étienne,fr Ligue 1,33,1985,19,66.2,7.74,39.8,29.8,1,0.42,64.2,0.21,0.21,100,0.21,0,41.9,210.7,120,42.9,797,97.7,0.05,0.21,Matches
1959,Lucas Perrin,fr FRA,DF,Marseille,fr Ligue 1,20,1998,4,76.5,10,50,29.5,1.75,1,73.8,0.5,0.75,66.7,0.5,0,48.8,269.3,144.5,55,217,98.6,0,0.5,Matches
1960,Pavao Pervan,at AUT,GK,Wolfsburg,de Bundesliga,31,1987,8,35.8,31.5,35.8,0,0,0,26.3,0,0,,0,0,17.8,77.9,38.4,15,119,99.2,0,0,Matches
1961,Matteo Pessina,it ITA,"MF,FW",Hellas Verona,it Serie A,22,1997,27.7,60,2.24,10.1,35.6,17.9,3.14,58.2,1.05,1.77,59.2,1.05,1,40.5,234.2,113.7,52.3,1162,80.2,1.81,1.19,Matches
1962,Andrea Petagna,it ITA,FW,SPAL,it Serie A,24,1995,33.7,39.1,1.1,3.86,17.9,20.5,4.87,37.4,1.72,2.7,63.7,1.81,3,30.4,230.3,95.7,46.9,1058,66.9,2.52,2.43,Matches
1963,Nils Petersen,de GER,"FW,MF",Freiburg,de Bundesliga,30,1988,27.1,30.2,2.32,5.76,12.3,13,4.35,29.7,0.33,0.7,47.4,0.37,2,13.7,64.5,27,36.7,523,52.6,2.25,0.85,Matches
1964,Danijel Petkovi?,me MNE,GK,Angers,fr Ligue 1,26,1993,2,30,27,30,0,0,0,16.5,0,0,,0,0,9.5,55,31.5,5,10,100,0,0,Matches
1965,Denis Petri?,rs SRB,GK,Nantes,fr Ligue 1,31,1988,1,25,23,25,0,0,0,11,0,0,,0,0,3,36,25,2,1,50,0,0,Matches
1966,Jacopo Petriccione,it ITA,MF,Lecce,it Serie A,24,1995,23.8,61.3,3.07,17.2,32.5,15.8,0.71,56.8,0.67,1.18,57.1,0.84,0,41.8,248.5,139.5,44.8,1012,94.9,0.38,1.05,Matches
1967,Germán Pezzella,ar ARG,DF,Fiorentina,it Serie A,28,1991,31.4,48.5,6.85,27.1,21.2,2.58,1.88,47.3,0.06,0.1,66.7,0.1,0,26.5,138.2,54.6,28.8,882,97.5,0.1,0.16,Matches
1968,Giuseppe Pezzella,it ITA,DF,Udinese,it Serie A,21,1997,0.9,61.1,2.22,15.6,28.9,21.1,1.11,52.2,1.11,1.11,100,1.11,0,41.1,182.2,135.6,41.1,36,97.3,1.11,1.11,Matches
1969,Giuseppe Pezzella,it ITA,DF,Parma,it Serie A,21,1997,10.5,58.2,3.62,18.7,27.9,15.3,1.14,48.7,1.05,1.71,61.1,1.14,1,34.8,235.4,150.2,36.4,349,91.4,0.86,0.95,Matches
1970,Rayan Philippe,fr FRA,"DF,FW",Dijon,fr Ligue 1,18,2000,0.3,33.3,3.33,3.33,13.3,16.7,3.33,33.3,0,0,,0,0,20,120,53.3,26.7,5,62.5,0,0,Matches
1971,Romain Philippoteaux,fr FRA,"FW,MF",Nîmes,fr Ligue 1,31,1988,22.2,38.2,0.54,5.23,17.9,19,1.94,36.3,1.26,2.97,42.4,1.62,5,27.4,214.1,145,34.4,555,72.6,1.22,1.26,Matches
1972,Krzysztof Pi?tek,pl POL,"FW,MF",Hertha BSC,de Bundesliga,24,1995,10.1,32.9,0.5,2.57,15.4,15.9,4.65,30.9,1.09,1.58,68.8,1.09,0,21.7,118.6,43.3,49.1,243,49,2.38,2.18,Matches
1973,Krzysztof Pi?tek,pl POL,FW,Milan,it Serie A,24,1995,13.1,30.7,0.84,1.68,13.5,17.1,5.73,29.6,1.15,1.53,75,1.37,1,19.4,111.8,50.2,48.5,312,49.1,2.6,1.98,Matches
1974,Pablo Piatti,ar ARG,"DF,MF",Espanyol,es La Liga,30,1989,0.6,71.7,0,5,35,38.3,8.33,63.3,0,0,,0,0,45,321.7,183.3,63.3,25,65.8,6.67,0,Matches
1975,Cristiano Piccini,it ITA,DF,Valencia,es La Liga,26,1992,0.8,78.8,7.5,26.3,38.8,23.8,1.25,72.5,3.75,5,75,3.75,0,48.8,401.3,235,47.5,37,97.4,1.25,1.25,Matches
1976,Stefano Piccinini,it ITA,DF,Sassuolo,it Serie A,16,2002,0.1,220,0,110,80,40,0,190,0,0,,0,0,160,1010,740,160,15,93.8,0,0,Matches
1977,Roberto Piccoli,it ITA,FW,Atalanta,it Serie A,18,2001,0.2,45,0,0,30,20,5,40,0,0,,0,0,25,155,30,75,7,46.7,0,0,Matches
1978,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,25,1994,38,38.3,33.3,37.8,0.5,0,0,27.4,0,0.03,0,0,0,19,102.4,55,16.7,634,99.7,0,0,Matches
1979,Jérémy Pied,fr FRA,DF,Lille,fr Ligue 1,30,1989,5,79,3.6,19.8,43.4,20.4,0.6,65.8,1.2,2.2,54.5,1.4,1,45.2,233,133.4,47.2,217,91.9,0.4,0.6,Matches
1980,Ronaël Pierre-Gabriel,fr FRA,DF,Mainz 05,de Bundesliga,21,1998,6.4,55.8,4.53,22.3,27,8.59,0.47,46.4,1.56,1.56,100,1.56,0,30.2,146.9,83.8,28.3,175,96.7,0.47,0.63,Matches
1981,Brandon Pierrick,eng ENG,MF,Crystal Palace,eng Premier League,17,2001,0.2,,,,,,,,,,,,,,,,,,,,,Matches
1982,Erik Pieters,nl NED,"DF,MF",Burnley,eng Premier League,30,1988,20.9,57.9,3.78,15.3,30.1,15.4,1,49.2,0.19,0.62,30.8,0.29,2,28.2,140.5,78.9,30.8,590,91.8,0.72,0.67,Matches
1983,Tomás Pina Isla,es ESP,MF,Alavés,es La Liga,31,1987,14.9,45,2.82,12,29.3,5.17,0.27,44.4,0.6,0.67,90,0.67,0,25.2,107.7,38.1,26.9,361,90,0.27,0.6,Matches
1984,Andrea Pinamonti,it ITA,FW,Genoa,it Serie A,20,1999,24.8,37.9,0.89,2.7,18.9,17.9,5.16,35.6,0.85,1.77,47.7,0.85,0,22.8,122.1,43.8,46.2,672,58.7,2.38,2.34,Matches
1985,Simone Pinna,it ITA,DF,Cagliari,it Serie A,21,1997,1,90,5,24,51,21,0,82,0,1,0,0,0,63,352,245,59,59,100,0,0,Matches
1986,Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,29,1990,0.2,15,10,15,0,0,0,5,0,0,,0,0,5,0,0,5,1,100,0,0,Matches
1987,Pipa,es ESP,DF,Espanyol,es La Liga,21,1998,5.3,53.4,3.02,18.3,21.9,17.2,0.94,44.3,0.75,1.7,44.4,0.94,0,26.6,224,140.2,28.7,132,86.8,1.51,0.57,Matches
1988,Gerard Piqué,es ESP,DF,Barcelona,es La Liga,32,1987,34.4,87.1,12.4,40.9,49.7,2.76,0.81,84,0.26,0.26,100,0.26,0,60.6,393.1,234.9,64.3,2171,98.2,0.26,0.2,Matches
1989,Lorenzo Pirola,it ITA,DF,Inter,it Serie A,17,2002,0.1,90,0,40,60,0,0,90,0,0,,0,0,80,330,130,80,8,100,0,0,Matches
1990,Fabio Pisacane,it ITA,DF,Cagliari,it Serie A,33,1986,27.1,50.3,9.93,32.1,18.8,2.36,0.37,49,0.11,0.15,75,0.11,0,31.9,197,86.7,31,826,98.5,0.3,0.44,Matches
1991,?ukasz Piszczek,pl POL,DF,Dortmund,de Bundesliga,34,1985,23.4,93.7,4.62,36.9,50.1,12.5,0.85,88.8,0.56,0.98,56.5,0.64,1,64.7,328.8,164.1,71.5,1624,97,0.64,0.26,Matches
1992,Claudio Pizarro,pe PER,"FW,MF",Werder Bremen,de Bundesliga,40,1978,2.6,47.7,0.77,4.62,22.3,23.5,8.08,46.2,1.15,1.92,60,1.15,0,33.5,194.6,77.7,56.9,84,56.8,4.23,2.69,Matches
1993,Miralem Pjani?,ba BIH,MF,Juventus,it Serie A,29,1990,25.3,87.7,3.48,16.6,54,20.7,0.59,80.4,0.63,0.87,72.7,0.63,0,54,214.6,103.4,66.1,1602,95.8,0.63,0.59,Matches
1994,Óscar Plano,es ESP,MF,Valladolid,es La Liga,28,1991,27.8,38.6,1.29,7.88,20.4,12.8,1.91,38,0.4,0.79,50,0.4,1,24.6,148.8,72.8,31.9,656,74,1.58,0.94,Matches
1995,Marvin Plattenhardt,de GER,DF,Hertha BSC,de Bundesliga,27,1992,15.5,58.2,3.81,21.5,26.5,13.5,0.19,44.7,0.32,0.52,62.5,0.32,0,29.4,149.6,87.6,30.4,423,89.8,0.77,0.71,Matches
1996,Alassane Pléa,fr FRA,FW,M'gladbach,de Bundesliga,26,1993,23.8,43.3,0.46,2.86,21,22.4,5.71,41.6,2.02,3.24,62.3,2.06,1,32.9,197.4,107.6,52.4,801,64.3,2.31,2.1,Matches
1997,Thomas Pledl,de GER,"DF,MF",Düsseldorf,de Bundesliga,25,1994,1,55,1,9,21,28,5,53,2,3,66.7,2,0,38,285,162,53,33,62.3,3,2,Matches
1998,Daniel Podence,pt POR,"FW,MF",Wolves,eng Premier League,23,1995,3.2,47.8,0.63,4.69,21.6,26.3,5,46.9,2.81,4.06,69.2,3.13,0,35.3,284.4,178.1,49.7,117,73.6,0.94,2.5,Matches
1999,Paul Pogba,fr FRA,MF,Manchester Utd,eng Premier League,26,1993,13.4,87.9,2.54,15.7,56.2,21.6,2.16,85.9,1.64,2.61,62.9,1.87,1,66.9,299,156.4,71,908,95.4,0.97,1.94,Matches
2000,Joel Pohjanpalo,fi FIN,MF,Leverkusen,de Bundesliga,24,1994,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,Matches
2001,Andrea Poli,it ITA,MF,Bologna,it Serie A,29,1989,21.3,59,1.69,10.7,36.4,15,1.31,57.3,0.94,1.27,74.1,1.03,0,43.7,199.2,90.3,45.3,879,91.1,0.75,0.8,Matches
2002,Matteo Politano,it ITA,FW,Napoli,it Serie A,25,1993,8.3,55.4,0.12,4.82,17.5,36.4,4.58,51.7,2.05,2.89,70.8,2.17,0,45.7,349.3,208.4,51,357,84.4,1.57,2.05,Matches
2003,Matteo Politano,it ITA,FW,Inter,it Serie A,25,1993,2.9,57.6,0.34,3.45,17.2,42.8,6.9,51.7,2.76,4.48,61.5,2.76,0,43.1,485.9,331,53.8,121,77.6,1.72,3.45,Matches
2004,Sebastian Polter,de GER,FW,Union Berlin,de Bundesliga,28,1991,3.7,35.4,0,1.62,13.5,21.6,6.76,34.3,0.81,0.81,100,0.81,0,20,64.1,28.4,53.8,100,50.3,4.59,1.62,Matches
2005,Marin Pongra?i?,hr CRO,DF,Wolfsburg,de Bundesliga,21,1997,10.3,66.3,6.02,34.5,37.3,1.65,0.49,64.2,0.87,1.17,75,0.97,0,43.2,334.6,198.2,41.6,423,98.8,0.19,0.29,Matches
2006,Pere Pons,es ESP,MF,Alavés,es La Liga,26,1993,12.1,42.1,1.4,9.17,26.5,8.6,1.24,41.2,0.33,1.24,26.7,0.58,0,25.1,146.3,74.1,30,309,85.1,1.98,1.32,Matches
2007,Nick Pope,eng ENG,GK,Burnley,eng Premier League,27,1992,38,33.8,28.1,32.9,0.79,0.05,0.03,21.8,0,0,,0,0,14.2,91.3,62.1,9.97,378,99.7,0,0,Matches
2008,Pedro Porro,es ESP,"DF,MF",Valladolid,es La Liga,19,1999,8.2,55.7,3.41,18.9,27,13.2,0.49,44.9,1.22,2.44,50,1.46,1,32,188.7,117.2,32.8,238,88.5,0.61,1.46,Matches
2009,Francisco Portillo,es ESP,MF,Getafe,es La Liga,29,1990,4.2,50.2,0.95,4.76,27.6,22.1,1.9,49.5,2.14,2.62,81.8,2.14,0,39,199.8,84.8,46,149,77.2,2.38,1.43,Matches
2010,Portu,es ESP,"FW,MF",Real Sociedad,es La Liga,27,1992,26.6,34.8,0.49,3.87,13.7,19.8,5.04,32.6,0.38,0.94,40,0.38,0,22.1,145.2,90.1,40,628,59,1.92,1.32,Matches
2011,Stefan Posch,at AUT,DF,Hoffenheim,de Bundesliga,22,1997,25.6,72.6,7.97,35.3,35.4,7.03,1.13,67,0.39,0.55,71.4,0.43,0,42.5,261.5,129,45.2,1123,97.1,0.51,0.59,Matches
2012,Sergio Postigo,es ESP,DF,Levante,es La Liga,30,1988,26.4,49.1,9.36,28.3,22,1.59,0.42,46.9,0.19,0.34,55.6,0.19,0,26.5,165.9,104.2,28.7,740,97.8,0.19,0.19,Matches
2013,Florent Poulolo,fr FRA,"MF,DF",Getafe,es La Liga,22,1997,0,1,1,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,,0,0,Matches
2014,Yussuf Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,25,1994,13.6,40.3,1.1,2.87,19.9,19.5,5.81,38.6,0.96,1.84,52,0.96,0,25.3,137.6,70.4,52.6,399,55.7,4.63,2.28,Matches
2015,Maxime Poundjé,fr FRA,DF,Bordeaux,fr Ligue 1,26,1992,0,5,0,1,3,1,0,3,0,0,,0,0,3,9,2,4,3,75,0,0,Matches
2016,Darío Poveda,es ESP,FW,Atlético Madrid,es La Liga,22,1997,0.1,60,0,0,30,30,10,60,0,0,,0,0,40,60,20,80,6,75,10,0,Matches
2017,Alejandro Pozo Pozo,es ESP,DF,Mallorca,es La Liga,20,1999,16.6,61,3.01,18.2,27.3,19.6,0.72,51.2,0.84,1.75,48.3,0.96,0,35.8,220.9,134.6,38.3,572,89.9,0.72,0.78,Matches
2018,Alejandro Pozo Pozo,es ESP,"FW,MF",Sevilla,es La Liga,20,1999,0.4,57.5,0,7.5,22.5,30,7.5,57.5,0,5,0,0,0,42.5,335,262.5,50,17,85,10,2.5,Matches
2019,Percy Prado,pe PER,DF,Nantes,fr Ligue 1,23,1996,2.1,59,4.76,26.2,30,5.24,0,46.7,0,0,,0,0,27.6,97.1,50,31,61,93.8,0.48,0.95,Matches
2020,Dennis Praet,be BEL,MF,Leicester City,eng Premier League,25,1994,12.6,55.2,2.06,12.7,28.7,17.2,1.75,54.7,1.27,2.54,50,1.43,0,36.6,191.4,101.2,42.6,455,84.7,2.3,1.03,Matches
2021,Abdón Prats,es ESP,"FW,MF",Mallorca,es La Liga,26,1992,3.1,36.8,0,1.29,18.4,18.4,7.1,34.8,0.65,1.61,40,0.65,0,22.6,97.7,41,55.8,89,51.4,5.16,1.61,Matches
2022,Sanjin Prci?,ba BIH,MF,Strasbourg,fr Ligue 1,25,1993,0.9,74.4,0,13.3,56.7,7.78,2.22,70,1.11,2.22,50,2.22,0,52.2,275.6,156.7,51.1,46,100,2.22,1.11,Matches
2023,Nicolas de Préville,fr FRA,"MF,FW",Bordeaux,fr Ligue 1,28,1991,22.2,60.1,0.99,5.27,35.8,25,2.93,53.8,1.53,3.33,45.9,1.94,3,41.1,317.6,173.4,54.9,954,78.3,3.02,3.74,Matches
2024,Sebastian Prödl,at AUT,DF,Watford,eng Premier League,32,1987,0.6,26.7,5,13.3,10,3.33,3.33,26.7,0,0,,0,0,8.33,10,0,11.7,7,100,0,0,Matches
2025,Kai Pröger,de GER,"MF,FW",Paderborn 07,de Bundesliga,27,1992,23.1,42.4,1.04,8.31,15.9,21.8,3.46,35.8,2.86,4.85,58.9,3.07,9,28,258.1,156.1,32.1,526,71,2.73,2.21,Matches
2026,Grischa Prömel,de GER,MF,Union Berlin,de Bundesliga,24,1995,10.3,45.1,1.75,11,27.8,9.32,0.68,44.2,0.78,1.36,57.1,0.78,1,26.9,164.2,81.4,32.5,273,81.5,1.65,0.87,Matches
2027,Davy Pröpper,nl NED,MF,Brighton,eng Premier League,27,1991,31.4,66.8,2.32,17,40.3,14.5,0.92,66.1,1.27,2.07,61.5,1.31,2,48.3,292.9,135.6,51,1498,93.6,1.02,1.11,Matches
2028,Antonio Puertas,es ESP,"FW,MF",Granada,es La Liga,27,1992,28.5,38.7,1.16,4.95,19.3,17.5,3.4,37.9,1.89,3.23,58.7,2.21,2,27.7,197.4,110.3,39.9,779,68.5,2.46,1.82,Matches
2029,Riqui Puig,es ESP,MF,Barcelona,es La Liga,19,1999,5.7,84.4,0.18,6.49,47.4,36.1,1.58,83.2,2.46,2.81,87.5,2.63,0,68.4,386.1,173.3,79.3,414,91.6,1.58,0.7,Matches
2030,Teemu Pukki,fi FIN,FW,Norwich City,eng Premier League,29,1990,32.1,24.7,0.44,2.18,9.81,14.1,5.51,22.6,0.84,1.43,58.7,0.87,6,15.8,110,62.9,35.6,531,46.5,1.56,1.15,Matches
2031,Erick Pulgar,cl CHI,MF,Fiorentina,it Serie A,25,1994,32.8,63,2.84,13.1,34.3,18,0.7,53.1,0.37,0.61,60,0.43,0,33.8,149.4,65.8,37,1117,91.9,0.58,0.82,Matches
2032,Christian Pulisic,us USA,FW,Chelsea,eng Premier League,20,1998,19.1,53.8,0.31,5.24,24.2,29.7,7.43,53.4,2.62,5.29,49.5,2.93,2,44.4,355.5,230.9,58.7,836,74.5,2.57,3.4,Matches
2033,Ignacio Pussetto,ar ARG,"FW,DF",Udinese,it Serie A,23,1995,3.8,52.1,1.84,9.47,24.5,23.7,5.26,48.4,2.37,3.95,60,2.63,0,32.9,252.4,166.6,48.9,128,68.8,2.63,3.16,Matches
2034,Ignacio Pussetto,ar ARG,"FW,DF",Watford,eng Premier League,23,1995,0.8,72.5,3.75,27.5,31.3,16.3,1.25,67.5,1.25,6.25,20,2.5,0,33.8,211.3,87.5,36.3,22,75.9,2.5,6.25,Matches
2035,Fabio Quagliarella,it ITA,FW,Sampdoria,it Serie A,36,1983,25.3,33,0.79,2.69,14.3,17.7,6.44,30.5,0.51,1.15,44.8,0.55,1,21.1,90.7,37.8,40,601,59.3,2.29,1.03,Matches
2036,Robin Quaison,se SWE,"FW,MF",Mainz 05,de Bundesliga,25,1993,28.9,31.1,0.38,4.05,14.9,14.4,3.46,30,1.42,2.15,66.1,1.49,0,22.4,131.7,63.3,35.5,599,58.4,1.66,1.94,Matches
2037,Domingos Quina,pt POR,MF,Watford,eng Premier League,19,1999,0.2,95,0,30,50,20,0,95,5,10,50,5,0,70,480,260,90,11,61.1,5,10,Matches
2038,Quini,es ESP,DF,Granada,es La Liga,29,1989,8,49.4,2.38,15.1,23.5,14.5,0.63,41.3,0.75,1.38,54.5,0.75,0,28.5,205.4,108.5,25.4,181,89.2,1.13,1.13,Matches
2039,Xavi Quintillà,es ESP,DF,Villarreal,es La Liga,22,1996,17.5,66.9,3.83,20.6,31.4,18.6,0.4,57,0.23,0.34,66.7,0.23,0,39,153.1,88.5,45.5,751,94.3,0.51,0.17,Matches
2040,Quique,es ESP,FW,Eibar,es La Liga,29,1990,5.4,35.6,0.56,3.7,16.5,17.4,2.41,34.1,0.56,0.74,75,0.56,0,17.6,96.1,40.7,58.3,145,46,3.89,1.48,Matches
