Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1534,Giacomo Manzari,it ITA,"FW,MF",Sassuolo,it Serie A,18,2000,0.2,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,50,Matches
1535,Myziane Maolida,fr FRA,"FW,MF",Nice,fr Ligue 1,20,1999,7.5,0,0,0,10,6,1,9,3,11,0,1,0,47,4,8,33.3,Matches
1536,Faitout Maouassa,fr FRA,DF,Rennes,fr Ligue 1,21,1998,20,3,0,0,14,32,2,63,23,29,0,1,0,150,21,14,60,Matches
1537,Fernando Marçal,br BRA,DF,Lyon,fr Ligue 1,30,1989,9.2,1,2,0,17,10,0,30,23,17,0,0,2,132,20,5,80,Matches
1538,Marcelo,br BRA,DF,Real Madrid,es La Liga,31,1988,14.4,2,0,0,7,18,0,56,18,12,2,0,0,130,10,7,58.8,Matches
1539,Marcelo,br BRA,DF,Lyon,fr Ligue 1,32,1987,16.7,4,0,0,13,8,0,1,22,16,0,0,0,194,75,21,78.1,Matches
1540,Solly March,eng ENG,"DF,FW",Brighton,eng Premier League,25,1994,12.7,2,0,0,11,12,2,64,21,17,0,0,0,99,15,15,50,Matches
1541,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,27,1992,21.1,5,0,0,18,13,0,2,28,9,1,0,0,164,32,28,53.3,Matches
1542,Óscar de Marcos,es ESP,"DF,FW",Athletic Club,es La Liga,30,1989,6,1,0,0,9,3,2,20,8,0,0,0,0,40,7,13,35,Matches
1543,Dario Maresic,at AUT,DF,Reims,fr Ligue 1,19,1999,1,0,0,0,0,1,0,0,2,0,0,0,0,8,1,2,33.3,Matches
1544,Miguel Marí,es ESP,MF,Eibar,es La Liga,22,1997,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches
1545,Pablo Marí,es ESP,DF,Arsenal,eng Premier League,25,1993,1.3,0,0,0,2,0,0,0,1,1,0,0,0,8,4,3,57.1,Matches
1546,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,24,1995,19.5,2,0,0,14,15,2,0,21,11,0,0,0,177,55,17,76.4,Matches
1547,Mariano,do DOM,FW,Real Madrid,es La Liga,25,1993,0.5,1,0,0,2,0,0,0,0,0,0,0,0,5,2,3,40,Matches
1548,Adrian Mariappa,jm JAM,DF,Watford,eng Premier League,32,1986,16.8,6,1,1,20,7,2,21,10,12,0,0,1,133,41,32,56.2,Matches
1549,Jordan Marié,fr FRA,MF,Dijon,fr Ligue 1,27,1991,2.2,0,0,0,7,2,0,4,4,5,0,0,0,25,1,5,16.7,Matches
1550,Federico Marigosu,it ITA,MF,Cagliari,it Serie A,18,2001,0.3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1551,Adrián Marín,es ESP,DF,Alavés,es La Liga,22,1997,9.5,1,0,0,25,4,0,20,12,6,0,1,0,69,8,8,50,Matches
1552,Guillermo Maripán,cl CHI,DF,Alavés,es La Liga,25,1994,1,0,0,0,0,0,0,0,2,0,0,0,0,4,3,1,75,Matches
1553,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,25,1994,19.5,2,0,0,14,5,1,4,25,28,0,1,0,164,38,33,53.5,Matches
1554,Marlon,br BRA,DF,Sassuolo,it Serie A,23,1995,20.2,8,0,0,24,11,0,0,37,21,0,1,0,156,21,28,42.9,Matches
1555,Omar Marmoush,eg EGY,"MF,FW",Wolfsburg,de Bundesliga,20,1999,0.9,0,0,0,2,0,0,1,1,0,0,0,0,10,0,1,0,Matches
1556,Gonzalo Maroni,ar ARG,MF,Sampdoria,it Serie A,20,1999,2,0,0,0,3,1,0,12,3,1,0,0,0,14,1,2,33.3,Matches
1557,Marquinhos,br BRA,"MF,DF",Paris S-G,fr Ligue 1,25,1994,16.4,1,0,0,19,6,0,3,24,25,0,0,0,179,41,32,56.2,Matches
1558,Bruno Martella,it ITA,"DF,MF",Brescia,it Serie A,26,1992,14.1,3,0,0,7,4,1,63,19,9,0,0,0,88,12,16,42.9,Matches
1559,Roger Martí,es ESP,FW,Levante,es La Liga,28,1991,25.2,6,1,1,57,32,10,17,5,11,2,0,1,88,31,67,31.6,Matches
1560,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,23,1995,29.2,1,0,0,28,41,12,11,4,12,1,0,0,76,21,61,25.6,Matches
1561,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,22,1997,19.9,2,0,0,18,12,2,135,32,15,0,0,0,161,17,25,40.5,Matches
1562,Daniel Martín,es ESP,GK,Betis,es La Liga,21,1998,5.9,0,0,0,0,1,0,0,0,0,0,0,0,31,0,0,,Matches
1563,David Martin,eng ENG,GK,West Ham,eng Premier League,33,1986,4.8,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,,Matches
1564,Jonas Martin,fr FRA,MF,Rennes,fr Ligue 1,29,1990,1.3,1,0,0,3,1,0,1,0,3,0,0,0,20,6,2,75,Matches
1565,Jonas Martin,fr FRA,MF,Strasbourg,fr Ligue 1,29,1990,2.7,0,0,0,4,4,0,7,1,7,0,0,0,31,2,2,50,Matches
1566,Josh Martin,eng ENG,FW,Norwich City,eng Premier League,17,2001,0.4,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,,Matches
1567,Martinelli,br BRA,FW,Arsenal,eng Premier League,18,2001,7.4,1,0,0,9,10,2,22,3,13,0,0,0,34,7,32,17.9,Matches
1568,Álex Martínez,es ESP,DF,Granada,es La Liga,28,1990,0.2,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,,Matches
1569,Emiliano Martínez,ar ARG,GK,Arsenal,eng Premier League,26,1992,8.6,2,0,0,0,0,0,0,0,0,0,0,0,39,0,0,,Matches
1570,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,28,1991,33,10,0,0,30,36,3,19,42,31,1,1,1,351,101,57,63.9,Matches
1571,Javi Martínez,es ESP,MF,Osasuna,es La Liga,19,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100,Matches
1572,Javi Martínez,es ESP,"DF,MF",Bayern Munich,de Bundesliga,30,1988,7.5,5,1,1,12,4,1,0,20,8,0,0,0,91,27,10,73,Matches
1573,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,21,1997,27.2,8,1,0,54,74,22,16,16,13,2,0,0,132,26,62,29.5,Matches
1574,Pablo Martinez,fr FRA,DF,Nîmes,fr Ligue 1,30,1989,26,5,1,1,25,32,0,0,57,29,0,2,0,248,61,41,59.8,Matches
1575,Pablo Martínez,es ESP,"MF,FW",Levante,es La Liga,21,1998,0.4,0,0,0,1,1,0,0,0,2,0,0,0,8,0,1,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1576,Gelson Martins,pt POR,"DF,FW",Monaco,fr Ligue 1,24,1995,18.6,3,1,0,14,22,2,64,18,20,0,1,0,137,8,19,29.6,Matches
1577,Adam Maruši?,me MNE,DF,Lazio,it Serie A,26,1992,10.5,3,0,0,8,11,0,13,13,8,0,0,0,66,12,14,46.2,Matches
1578,Omar Mascarell,es ESP,MF,Schalke 04,de Bundesliga,26,1993,22.5,4,0,0,26,18,0,4,62,41,0,0,0,304,57,35,62,Matches
1579,Andrea Masiello,it ITA,DF,Genoa,it Serie A,33,1986,14.7,4,0,0,11,5,0,9,26,14,0,0,0,136,12,13,48,Matches
1580,Andrea Masiello,it ITA,DF,Atalanta,it Serie A,33,1986,6,1,0,0,10,1,0,2,10,13,0,0,0,51,11,5,68.8,Matches
1581,Adam Masina,it ITA,DF,Watford,eng Premier League,25,1994,20.2,3,0,0,26,12,2,68,28,25,0,1,0,229,66,29,69.5,Matches
1582,Jordi Masip,es ESP,GK,Valladolid,es La Liga,30,1989,35,2,0,0,0,2,0,0,1,0,0,0,0,169,0,0,,Matches
1583,Arthur Masuaku,cd COD,DF,West Ham,eng Premier League,25,1993,10.4,6,1,1,10,9,0,25,13,27,0,0,0,112,11,10,52.4,Matches
1584,Jaime Mata,es ESP,FW,Getafe,es La Liga,30,1988,30.5,14,0,0,85,53,38,61,8,12,1,0,0,140,101,138,42.3,Matches
1585,Juan Mata,es ESP,"MF,FW",Manchester Utd,eng Premier League,31,1988,8.4,1,0,0,7,10,4,23,0,7,0,0,0,48,3,7,30,Matches
1586,Aleš Mat?j?,cz CZE,DF,Brescia,it Serie A,23,1996,28.3,10,1,1,47,29,1,16,41,29,0,2,1,272,52,34,60.5,Matches
1587,Jean-Philippe Mateta,fr FRA,FW,Mainz 05,de Bundesliga,22,1997,11.7,2,1,1,9,7,12,5,1,3,0,0,0,43,36,42,46.2,Matches
1588,Nemanja Mati?,rs SRB,MF,Manchester Utd,eng Premier League,30,1988,17.6,3,0,0,27,18,0,3,23,21,0,0,0,242,27,18,60,Matches
1589,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,27,1991,7.8,0,0,0,7,6,0,1,13,9,0,0,0,92,46,5,90.2,Matches
1590,Rabbi Matondo,wal WAL,"FW,MF",Schalke 04,de Bundesliga,18,2000,12.9,1,0,0,22,17,15,10,5,4,0,0,0,68,12,42,22.2,Matches
1591,Alessandro Matri,it ITA,"FW,MF",Brescia,it Serie A,34,1984,1,1,1,0,1,1,3,2,0,0,0,0,0,3,4,3,57.1,Matches
1592,Federico Mattiello,it ITA,DF,Cagliari,it Serie A,24,1995,10.3,3,0,0,16,24,2,31,17,20,0,0,0,81,9,15,37.5,Matches
1593,Blaise Matuidi,fr FRA,MF,Juventus,it Serie A,32,1987,24.9,2,0,0,40,26,3,41,20,35,0,0,0,155,21,31,40.4,Matches
1594,Neal Maupay,fr FRA,FW,Brighton,eng Premier League,22,1996,30.7,3,0,0,37,46,15,12,5,17,0,0,0,141,17,85,16.7,Matches
1595,Stephy Mavididi,eng ENG,"FW,MF",Dijon,fr Ligue 1,21,1998,15.5,0,0,0,23,22,1,15,6,14,0,0,0,95,7,26,21.2,Matches
1596,Philipp Max,de GER,DF,Augsburg,de Bundesliga,25,1993,30.1,5,0,0,13,17,4,216,28,25,0,0,0,253,24,29,45.3,Matches
1597,Eric Maxim Choupo-Moting,cm CMR,"FW,MF",Paris S-G,fr Ligue 1,30,1989,5,0,0,0,2,6,5,2,1,4,0,0,0,22,5,5,50,Matches
1598,Alexandru Maxim,ro ROU,MF,Mainz 05,de Bundesliga,29,1990,1.3,1,0,0,3,0,0,13,1,1,0,0,0,13,0,4,0,Matches
1599,Kévin Mayi,fr FRA,FW,Brest,fr Ligue 1,26,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
1600,Borja Mayoral,es ESP,FW,Levante,es La Liga,22,1997,23.8,2,0,0,18,26,14,20,4,4,0,0,0,102,25,67,27.2,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1601,Luca Mazzitelli,it ITA,MF,Sassuolo,it Serie A,23,1995,0.1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,,Matches
1602,Kevin Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,24,1995,18.8,4,0,0,31,17,0,82,20,43,1,0,0,186,35,25,58.3,Matches
1603,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,20,1998,16.8,0,0,0,11,22,18,44,2,2,1,0,0,69,4,4,50,Matches
1604,Ibrahima Mbaye,sn SEN,DF,Bologna,it Serie A,24,1994,16.7,5,0,0,23,18,2,11,15,11,0,1,0,123,24,18,57.1,Matches
1605,Loïc Mbe Soh,fr FRA,DF,Paris S-G,fr Ligue 1,18,2001,0.6,0,0,0,0,0,0,2,1,1,0,0,0,6,1,2,33.3,Matches
1606,Isaac Mbenza,be BEL,FW,Amiens,fr Ligue 1,23,1996,0.9,0,0,0,2,0,0,4,0,1,0,0,0,3,0,0,,Matches
1607,Nathanael Mbuku,fr FRA,"MF,FW",Reims,fr Ligue 1,17,2002,4.4,0,0,0,7,18,1,8,2,4,0,0,0,26,3,5,37.5,Matches
1608,James McArthur,sco SCO,MF,Crystal Palace,eng Premier League,31,1987,34.3,6,0,0,56,35,4,42,61,70,1,0,0,345,44,61,41.9,Matches
1609,Oliver McBurnie,sco SCO,FW,Sheffield Utd,eng Premier League,23,1996,23.5,4,0,0,28,28,4,10,18,21,0,0,0,141,188,193,49.3,Matches
1610,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,29,1989,28,0,0,0,1,3,0,0,0,0,0,0,0,117,0,0,,Matches
1611,James McCarthy,ie IRL,MF,Crystal Palace,eng Premier League,28,1990,18.7,9,0,0,31,18,0,35,27,42,0,0,0,244,15,18,45.5,Matches
1612,John McGinn,sco SCO,MF,Aston Villa,eng Premier League,24,1994,25.7,3,0,0,37,65,0,64,25,41,0,0,0,205,23,30,43.4,Matches
1613,David McGoldrick,ie IRL,FW,Sheffield Utd,eng Premier League,31,1987,20.2,2,0,0,29,18,12,8,3,26,0,0,0,112,73,120,37.8,Matches
1614,Michael McGovern,nir NIR,GK,Norwich City,eng Premier League,35,1984,1.8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,Matches
1615,Weston McKennie,us USA,"MF,DF",Schalke 04,de Bundesliga,20,1998,23,8,0,0,37,15,0,9,48,35,0,1,0,245,62,35,63.9,Matches
1616,Kenny McLean,sco SCO,MF,Norwich City,eng Premier League,27,1992,33,5,0,0,24,58,1,53,38,31,0,1,0,327,87,87,50,Matches
1617,Dwight McNeil,eng ENG,MF,Burnley,eng Premier League,19,1999,37.1,5,0,0,29,41,0,256,28,28,0,0,0,327,27,27,50,Matches
1618,Scott McTominay,sco SCO,MF,Manchester Utd,eng Premier League,22,1996,19.7,2,0,0,36,53,0,14,33,31,1,0,0,237,42,29,59.2,Matches
1619,Biagio Meccariello,it ITA,DF,Lecce,it Serie A,28,1991,8.5,2,0,0,7,3,1,9,10,15,0,0,0,70,12,18,40,Matches
1620,Gary Medel,cl CHI,MF,Bologna,it Serie A,31,1987,19.8,10,1,0,40,27,1,3,32,22,0,0,0,265,27,21,56.3,Matches
1621,Ben Mee,eng ENG,DF,Burnley,eng Premier League,29,1989,32,7,0,0,26,21,3,2,44,16,0,3,0,343,143,78,64.7,Matches
1622,Joshua Mees,de GER,"MF,FW",Union Berlin,de Bundesliga,23,1996,3.6,1,0,0,5,1,0,5,2,4,0,0,0,27,9,11,45,Matches
1623,Admir Mehmedi,ch SUI,"MF,FW",Wolfsburg,de Bundesliga,28,1991,13.3,0,0,0,25,25,9,42,5,5,0,0,0,97,23,32,41.8,Matches
1624,Soualiho Meïté,fr FRA,MF,Torino,it Serie A,25,1994,24.5,5,0,0,35,35,1,15,24,34,0,1,0,227,60,44,57.7,Matches
1625,Farid El Melali,dz ALG,"MF,FW",Angers,fr Ligue 1,22,1997,3.4,0,0,0,7,7,0,7,3,6,0,0,0,36,2,2,50,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1626,Óscar Melendo,es ESP,"MF,FW",Espanyol,es La Liga,21,1997,12.4,0,0,0,7,40,0,12,2,6,0,0,0,65,7,20,25.9,Matches
1627,Gonzalo Melero,es ESP,MF,Levante,es La Liga,25,1994,13.7,4,0,0,32,29,3,2,10,16,0,0,0,126,23,34,40.4,Matches
1628,Arthur Melo,br BRA,MF,Barcelona,es La Liga,22,1996,13.1,1,0,0,11,44,1,14,2,13,0,0,0,95,1,7,12.5,Matches
1629,Pedro Mendes,pt POR,DF,Montpellier,fr Ligue 1,28,1990,15.3,10,1,1,25,22,0,6,26,29,0,1,0,142,18,22,45,Matches
1630,Thiago Mendes,br BRA,MF,Lyon,fr Ligue 1,27,1992,20.1,4,1,1,21,19,0,9,41,31,0,0,0,222,17,6,73.9,Matches
1631,Brais Méndez,es ESP,"MF,FW",Celta Vigo,es La Liga,22,1997,16.4,4,0,0,28,36,5,42,13,13,0,0,0,113,25,38,39.7,Matches
1632,Édgar Méndez,es ESP,"MF,FW",Alavés,es La Liga,28,1991,9.6,3,0,0,22,18,11,17,6,8,0,0,0,52,13,24,35.1,Matches
1633,Stiven Mendoza,co COL,"FW,MF",Amiens,fr Ligue 1,27,1992,12.2,2,0,0,21,21,1,20,8,11,0,0,0,72,8,19,29.6,Matches
1634,Alexandre Mendy,fr FRA,"FW,MF",Brest,fr Ligue 1,25,1994,10,3,0,0,22,11,3,3,1,2,0,0,0,50,31,37,45.6,Matches
1635,Benjamin Mendy,fr FRA,DF,Manchester City,eng Premier League,25,1994,16.6,3,0,0,12,1,1,86,17,17,0,0,0,122,17,16,51.5,Matches
1636,Edouard Mendy,sn SEN,GK,Rennes,fr Ligue 1,27,1992,24,1,0,0,1,5,0,0,0,0,0,0,0,131,0,0,,Matches
1637,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,24,1995,20.1,8,1,1,25,29,1,66,23,16,1,0,0,180,23,20,53.5,Matches
1638,Nampalys Mendy,fr FRA,MF,Leicester City,eng Premier League,27,1992,3.2,0,0,0,4,8,0,2,6,4,0,0,0,34,5,1,83.3,Matches
1639,Hamza Mendyl,ma MAR,DF,Dijon,fr Ligue 1,21,1997,16,7,1,0,24,5,0,46,28,27,0,0,0,121,6,15,28.6,Matches
1640,Chris Mepham,wal WAL,DF,Bournemouth,eng Premier League,21,1997,10.1,1,0,0,11,5,1,3,17,14,0,0,0,106,36,21,63.2,Matches
1641,Levent Mercan,de GER,MF,Schalke 04,de Bundesliga,18,2000,0.8,0,0,0,2,3,0,1,1,0,0,0,0,6,0,1,0,Matches
1642,Jorge Meré,es ESP,DF,Köln,de Bundesliga,22,1997,6.9,4,1,0,7,10,0,0,13,5,0,0,1,74,10,18,35.7,Matches
1643,Alex Meret,it ITA,GK,Napoli,it Serie A,22,1997,21.7,0,0,0,0,3,0,0,1,0,0,0,0,97,0,0,,Matches
1644,Fran Mérida,es ESP,MF,Osasuna,es La Liga,29,1990,12.9,9,1,1,17,17,0,21,28,14,0,0,0,162,10,9,52.6,Matches
1645,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,23,1996,34.9,9,0,0,76,91,2,34,56,63,1,0,0,409,159,92,63.3,Matches
1646,Sabin Merino,es ESP,FW,Leganés,es La Liga,27,1992,0.9,0,0,0,0,1,0,0,0,0,0,0,0,3,2,3,40,Matches
1647,Y?ld?r?m Mert Çetin,tr TUR,DF,Roma,it Serie A,22,1997,2.9,4,1,1,6,6,0,0,4,3,0,0,0,27,6,4,60,Matches
1648,Dries Mertens,be BEL,FW,Napoli,it Serie A,32,1987,18.8,5,0,0,29,25,7,83,7,20,2,0,0,90,3,10,23.1,Matches
1649,Roque Mesa,es ESP,MF,Leganés,es La Liga,30,1989,22.4,11,0,0,36,50,1,56,9,29,0,0,0,204,6,31,16.2,Matches
1650,Lionel Messi,ar ARG,"FW,MF",Barcelona,es La Liga,32,1987,32,4,0,0,20,70,13,113,6,10,1,0,0,127,6,4,60,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1651,Thomas Meunier,be BEL,DF,Paris S-G,fr Ligue 1,27,1991,13.8,3,0,0,20,2,0,54,18,16,0,0,0,143,14,13,51.9,Matches
1652,Mexer,mz MOZ,DF,Bordeaux,fr Ligue 1,30,1988,16.5,5,0,0,14,13,1,9,17,15,0,0,0,167,44,24,64.7,Matches
1653,Max Meyer,de GER,"MF,FW",Crystal Palace,eng Premier League,23,1995,7.3,1,0,0,6,16,2,9,9,8,0,0,0,50,3,7,30,Matches
1654,Kingsley Michael,ng NGA,MF,Bologna,it Serie A,19,1999,0.8,0,0,0,4,0,0,1,1,0,0,0,0,13,3,2,60,Matches
1655,Míchel,es ESP,MF,Valladolid,es La Liga,31,1988,24.2,6,0,0,35,16,2,98,33,32,0,0,0,282,16,22,42.1,Matches
1656,Sven Michel,de GER,FW,Paderborn 07,de Bundesliga,29,1990,15.3,7,0,0,30,15,14,20,7,7,0,0,0,78,28,50,35.9,Matches
1657,Miguel,es ESP,FW,Valladolid,es La Liga,19,1999,2.6,1,0,0,5,8,1,4,0,1,0,0,0,5,6,27,18.2,Matches
1658,Florian Miguel,fr FRA,DF,Nîmes,fr Ligue 1,22,1996,22.8,8,1,1,44,49,2,64,32,31,1,0,0,157,35,28,55.6,Matches
1659,Georges Mikautadze,fr FRA,FW,Metz,fr Ligue 1,18,2000,0.1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,Matches
1660,Nikola Milenkovi?,rs SRB,DF,Fiorentina,it Serie A,21,1997,36.2,9,0,0,61,18,1,3,31,48,0,0,0,311,83,25,76.9,Matches
1661,Arkadiusz Milik,pl POL,FW,Napoli,it Serie A,25,1994,19.4,5,0,0,25,28,13,2,2,9,0,0,0,59,36,35,50.7,Matches
1662,Sergej Milinkovi?-Savi?,rs SRB,MF,Lazio,it Serie A,24,1995,33.7,9,0,0,69,43,8,42,40,59,0,1,0,269,119,84,58.6,Matches
1663,Éder Militão,br BRA,DF,Real Madrid,es La Liga,21,1998,11.4,3,0,0,18,15,2,2,19,14,0,0,0,106,39,10,79.6,Matches
1664,Luka Milivojevi?,rs SRB,MF,Crystal Palace,eng Premier League,28,1991,27.9,12,0,0,49,27,1,146,39,37,0,1,0,331,31,21,59.6,Matches
1665,Vincenzo Millico,it ITA,"MF,FW",Torino,it Serie A,18,2000,2.4,0,0,0,5,3,0,24,0,1,0,0,0,6,0,0,,Matches
1666,James Milner,eng ENG,"MF,DF",Liverpool,eng Premier League,33,1986,10.4,4,0,0,11,12,1,20,8,10,0,0,0,102,16,8,66.7,Matches
1667,Santi Mina,es ESP,"FW,MF",Celta Vigo,es La Liga,23,1995,21.6,4,0,0,45,40,11,30,9,8,2,1,0,115,88,112,44,Matches
1668,Yerry Mina,co COL,DF,Everton,eng Premier League,24,1994,25.4,3,0,0,20,13,2,4,29,20,0,0,1,279,112,63,64,Matches
1669,Takumi Minamino,jp JPN,"FW,MF",Liverpool,eng Premier League,24,1995,2.8,0,0,0,7,3,0,3,0,3,0,0,0,11,5,5,50,Matches
1670,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,26,1993,32.2,7,0,0,20,11,2,8,33,17,0,1,0,330,66,40,62.3,Matches
1671,Jorge Miramón,es ESP,DF,Levante,es La Liga,30,1989,27,4,1,0,18,22,0,74,43,32,0,2,0,251,22,26,45.8,Matches
1672,Juan Miranda,es ESP,DF,Schalke 04,de Bundesliga,19,2000,8.7,2,0,0,11,17,1,28,9,7,0,1,1,78,9,21,30,Matches
1673,Antonio Mirante,it ITA,GK,Roma,it Serie A,36,1983,5,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,,Matches
1674,Simone Missiroli,it ITA,MF,SPAL,it Serie A,33,1986,31.1,7,0,0,26,26,0,10,56,28,2,0,0,321,57,33,63.3,Matches
1675,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,19,1999,2.2,1,0,0,1,1,0,4,3,2,0,0,0,18,1,6,14.3,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1676,Stefan Mitrovi?,rs SRB,DF,Strasbourg,fr Ligue 1,29,1990,22.8,4,0,0,18,10,0,0,27,15,0,1,0,169,53,31,63.1,Matches
1677,Maximilian Mittelstädt,de GER,"DF,FW",Hertha BSC,de Bundesliga,22,1997,21,4,0,0,24,21,0,103,45,35,0,0,0,221,44,24,64.7,Matches
1678,Henrikh Mkhitaryan,am ARM,FW,Arsenal,eng Premier League,30,1989,1.2,1,0,0,2,2,1,4,0,0,0,0,0,12,2,1,66.7,Matches
1679,Henrikh Mkhitaryan,am ARM,"MF,FW",Roma,it Serie A,30,1989,17,5,0,0,17,26,1,15,11,28,0,0,0,133,6,13,31.6,Matches
1680,Anthony Modeste,fr FRA,"FW,MF",Köln,de Bundesliga,31,1988,12.6,1,0,0,25,17,8,6,0,6,0,0,0,37,61,57,51.7,Matches
1681,Luka Modri?,hr CRO,MF,Real Madrid,es La Liga,33,1985,22.2,7,1,0,32,28,1,53,20,17,1,0,0,187,11,23,32.4,Matches
1682,Kevin Möhwald,de GER,MF,Werder Bremen,de Bundesliga,26,1993,0.8,0,0,0,2,1,0,2,0,1,0,0,0,4,0,0,,Matches
1683,Niklas Moisander,fi FIN,DF,Werder Bremen,de Bundesliga,33,1985,22,5,1,1,31,14,0,4,50,24,0,0,0,279,28,28,50,Matches
1684,Jorge Molina,es ESP,FW,Getafe,es La Liga,37,1982,21,6,1,0,34,47,16,16,5,6,1,0,0,104,73,112,39.5,Matches
1685,Florent Mollet,fr FRA,MF,Montpellier,fr Ligue 1,27,1991,18.7,5,0,0,23,25,2,127,9,5,0,1,0,123,14,22,38.9,Matches
1686,Jon Moncayola,es ESP,"MF,DF",Osasuna,es La Liga,21,1998,16.6,4,0,0,29,7,0,9,17,31,0,0,0,201,24,29,45.3,Matches
1687,Gabriele Moncini,it ITA,"FW,MF",SPAL,it Serie A,23,1996,1.7,0,0,0,1,2,0,1,1,0,0,0,0,8,5,3,62.5,Matches
1688,Thomas Monconduit,fr FRA,MF,Amiens,fr Ligue 1,28,1991,15.2,8,0,0,32,21,2,27,9,14,0,0,0,149,23,16,59,Matches
1689,Nacho Monreal,es ESP,DF,Arsenal,eng Premier League,33,1986,3,0,0,0,1,1,2,4,3,4,0,0,0,17,7,7,50,Matches
1690,Nacho Monreal,es ESP,DF,Real Sociedad,es La Liga,33,1986,26.6,3,0,0,35,17,2,61,44,24,0,0,0,196,61,32,65.6,Matches
1691,Joan Monterde Raygal,es ESP,MF,Levante,es La Liga,21,1997,0.1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,3,0,Matches
1692,Ilario Monterisi,it ITA,DF,Lecce,it Serie A,17,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
1693,Ángel Montoro,es ESP,MF,Granada,es La Liga,31,1988,10.8,6,0,0,21,18,1,49,13,11,0,0,0,102,4,6,40,Matches
1694,Martín Montoya,es ESP,DF,Brighton,eng Premier League,28,1991,21.1,5,0,0,27,15,4,45,29,28,0,0,0,161,27,19,58.7,Matches
1695,Simon Moore,eng ENG,GK,Sheffield Utd,eng Premier League,29,1990,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,Matches
1696,Aaron Mooy,au AUS,"MF,FW",Brighton,eng Premier League,28,1990,23.2,3,1,1,13,11,0,107,23,31,0,0,0,189,14,28,33.3,Matches
1697,Wesley Moraes,br BRA,FW,Aston Villa,eng Premier League,22,1996,19.8,3,0,0,43,14,14,7,4,10,0,0,0,60,58,92,38.7,Matches
1698,Alfredo Morales,us USA,MF,Düsseldorf,de Bundesliga,29,1990,19.2,6,0,0,28,29,2,13,20,27,1,0,0,179,78,57,57.8,Matches
1699,Álvaro Morata,es ESP,FW,Atlético Madrid,es La Liga,26,1992,23.3,6,1,1,54,59,37,11,4,15,1,0,0,109,116,99,54,Matches
