Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2309,Theoson Siebatcheu,fr FRA,FW,Rennes,fr Ligue 1,23,1996,4.9,3,0,0,11,7,1,0,1,5,0,0,0,29,12,19,38.7,Matches
2310,Kaj Sierhuis,nl NED,FW,Reims,fr Ligue 1,21,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2311,Gylfi Sigurðsson,is ISL,MF,Everton,eng Premier League,29,1989,28.4,3,0,0,34,23,2,131,36,45,0,0,0,241,18,28,39.1,Matches
2312,Luca Siligardi,it ITA,"FW,MF",Parma,it Serie A,31,1988,3.7,0,0,0,3,7,0,17,3,3,0,0,0,44,7,4,63.6,Matches
2313,Adrien Silva,pt POR,MF,Monaco,fr Ligue 1,30,1989,13.6,7,0,0,22,22,0,20,12,28,0,0,0,163,12,15,44.4,Matches
2314,André Silva,pt POR,FW,Milan,it Serie A,23,1995,0.7,1,0,0,1,2,0,0,0,1,0,0,0,1,0,1,0,Matches
2315,André Silva,pt POR,FW,Eint Frankfurt,de Bundesliga,23,1995,17.5,1,0,0,14,21,12,11,7,4,1,0,0,89,48,68,41.4,Matches
2316,Bernardo Silva,pt POR,"FW,MF",Manchester City,eng Premier League,24,1994,22.6,5,0,0,23,20,2,71,26,26,0,1,0,183,11,28,28.2,Matches
2317,David Silva,es ESP,MF,Manchester City,eng Premier League,33,1986,20.3,0,0,0,20,20,3,35,12,16,0,0,0,164,8,15,34.8,Matches
2318,Gabriel Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,28,1991,2.6,0,0,0,3,2,0,4,4,2,0,0,0,13,7,4,63.6,Matches
2319,Jonathan Silva,ar ARG,DF,Leganés,es La Liga,25,1994,30.9,13,1,0,45,36,4,131,36,19,0,1,1,223,36,43,45.6,Matches
2320,Matheus Pereira da Silva,br BRA,"MF,FW",Dijon,fr Ligue 1,21,1998,5.2,4,0,0,8,2,1,16,6,4,0,0,0,58,2,6,25,Matches
2321,Rui Silva,pt POR,GK,Granada,es La Liga,25,1994,35,3,0,0,0,4,0,0,3,0,0,0,0,223,0,0,,Matches
2322,Thiago Silva,br BRA,DF,Paris S-G,fr Ligue 1,34,1984,17.5,1,0,0,9,10,0,1,25,21,0,0,0,184,31,20,60.8,Matches
2323,Marco Silvestri,it ITA,GK,Hellas Verona,it Serie A,28,1991,35,2,0,0,0,5,0,0,4,0,0,0,0,158,0,0,,Matches
2324,Mohamed Simakan,fr FRA,DF,Strasbourg,fr Ligue 1,19,2000,16.7,4,0,0,26,40,1,28,31,28,1,2,0,144,44,27,62,Matches
2325,Giovanni Simeone,ar ARG,FW,Cagliari,it Serie A,24,1995,32.5,4,0,0,54,52,23,17,12,11,1,0,0,93,42,128,24.7,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2326,Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,24,1995,24.2,2,0,0,10,23,8,72,7,10,0,0,0,138,10,40,20,Matches
2327,Unai Simón,es ESP,GK,Athletic Club,es La Liga,22,1997,33.2,2,1,0,2,2,0,0,1,0,0,0,0,160,0,0,,Matches
2328,Jack Simpson,eng ENG,DF,Bournemouth,eng Premier League,22,1997,2.7,0,0,0,1,1,0,0,2,2,0,0,0,22,4,2,66.7,Matches
2329,Sarpreet Singh,nz NZL,"FW,MF",Bayern Munich,de Bundesliga,20,1999,0.8,0,0,0,3,0,1,1,0,0,0,0,0,5,1,1,50,Matches
2330,Wilfried Singo,ci CIV,DF,Torino,it Serie A,18,2000,1.5,0,0,0,2,3,0,6,0,0,0,0,0,10,5,1,83.3,Matches
2331,Daley Sinkgraven,nl NED,DF,Leverkusen,de Bundesliga,24,1995,10.1,1,0,0,12,5,0,18,9,16,0,0,0,98,7,12,36.8,Matches
2332,Dimitris Siovas,gr GRE,DF,Leganés,es La Liga,30,1988,21.3,7,0,0,24,9,3,8,48,25,0,1,0,250,74,39,65.5,Matches
2333,Salvatore Sirigu,it ITA,GK,Torino,it Serie A,32,1987,36,4,0,0,0,2,0,0,2,0,0,0,0,143,0,0,,Matches
2334,Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,21,1997,17.8,5,0,0,39,15,1,19,19,35,0,0,0,156,32,23,58.2,Matches
2335,Moussa Sissoko,fr FRA,MF,Tottenham,eng Premier League,29,1989,27.2,8,0,0,44,16,2,23,31,35,0,1,0,285,31,27,53.4,Matches
2336,Sambou Sissoko,fr FRA,"MF,FW",Reims,fr Ligue 1,20,1999,0.4,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,Matches
2337,Pione Sisto,dk DEN,"FW,MF",Celta Vigo,es La Liga,24,1995,9.9,2,0,0,9,26,5,38,5,10,0,0,0,61,1,9,10,Matches
2338,Antonio Sivera,es ESP,GK,Alavés,es La Liga,22,1996,3,1,0,0,1,0,0,0,0,0,0,1,0,16,0,0,,Matches
2339,Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,24,1995,29.7,4,0,0,34,18,3,6,65,49,0,0,0,390,42,34,55.3,Matches
2340,Oliver Skipp,eng ENG,"MF,DF",Tottenham,eng Premier League,18,2000,0.9,0,0,0,1,0,0,0,0,2,0,0,0,14,0,2,0,Matches
2341,?ukasz Skorupski,pl POL,GK,Bologna,it Serie A,28,1991,37,2,0,0,0,4,0,0,3,0,0,0,0,174,0,0,,Matches
2342,Andreas Skov Olsen,dk DEN,"FW,MF",Bologna,it Serie A,19,1999,8.4,2,0,0,13,11,3,56,8,7,0,0,0,69,5,11,31.3,Matches
2343,Robert Skov,dk DEN,"DF,FW",Hoffenheim,de Bundesliga,23,1996,29,4,0,0,21,36,2,149,20,30,0,0,0,188,18,24,42.9,Matches
2344,Simon Skrabb,fi FIN,"MF,FW",Brescia,it Serie A,24,1995,2.9,1,0,0,7,3,0,7,0,4,0,0,0,19,2,6,25,Matches
2345,Milan Škriniar,sk SVK,DF,Inter,it Serie A,24,1995,29.2,9,1,1,52,27,0,0,27,29,1,0,1,254,37,30,55.2,Matches
2346,Steven Skrzybski,de GER,"FW,MF",Düsseldorf,de Bundesliga,26,1992,5.9,0,0,0,3,15,1,9,11,3,0,0,0,33,1,13,7.1,Matches
2347,Petar Škuleti?,rs SRB,FW,Montpellier,fr Ligue 1,29,1990,1.2,0,0,0,3,4,0,0,0,0,1,0,0,8,8,8,50,Matches
2348,Islam Slimani,dz ALG,FW,Monaco,fr Ligue 1,31,1988,14.3,5,1,0,37,17,12,20,0,7,0,0,0,75,42,42,50,Matches
2349,William Smallbone,ie IRL,MF,Southampton,eng Premier League,19,2000,4.4,0,0,0,2,6,0,5,2,8,0,0,0,42,3,21,12.5,Matches
2350,Chris Smalling,eng ENG,DF,Roma,it Serie A,29,1989,28.5,3,0,0,33,10,1,3,60,23,0,3,0,287,91,33,73.4,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2351,Dennis Smarsch,de GER,GK,Hertha BSC,de Bundesliga,20,1999,1.7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,Matches
2352,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,28,1991,22.8,7,0,0,25,40,2,28,25,30,0,2,0,194,36,30,54.5,Matches
2353,Emile Smith-Rowe,eng ENG,MF,Arsenal,eng Premier League,19,2000,1.1,0,0,0,0,1,0,1,1,1,0,0,0,4,0,0,,Matches
2354,Fyodor Smolov,ru RUS,FW,Celta Vigo,es La Liga,29,1990,8.3,4,0,0,14,7,8,6,6,1,0,0,0,30,14,23,37.8,Matches
2355,Robert Snodgrass,sco SCO,"MF,FW",West Ham,eng Premier League,31,1987,16.8,4,0,0,20,32,4,135,5,10,0,0,0,129,16,24,40,Matches
2356,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,27,1991,2.8,0,0,0,6,1,0,18,3,5,0,0,0,23,2,3,40,Matches
2357,Cédric Soares,pt POR,DF,Southampton,eng Premier League,27,1991,14.5,1,0,0,10,3,0,52,18,24,0,0,0,124,20,22,47.6,Matches
2358,Rafa Soares,pt POR,"DF,MF",Eibar,es La Liga,24,1995,4.8,1,0,0,5,2,0,28,2,2,0,0,0,44,7,7,50,Matches
2359,Lasse Sobiech,de GER,DF,Köln,de Bundesliga,28,1991,1,1,0,0,2,0,0,0,4,0,0,0,0,18,10,3,76.9,Matches
2360,Marcel Sobottka,de GER,MF,Düsseldorf,de Bundesliga,25,1994,7.8,2,0,0,17,11,0,0,10,12,0,0,0,70,5,15,25,Matches
2361,Rubén Sobrino,es ESP,"FW,MF",Valencia,es La Liga,27,1992,1.9,0,0,0,7,7,1,2,0,4,0,0,0,14,3,7,30,Matches
2362,Dominic Solanke,eng ENG,"FW,MF",Bournemouth,eng Premier League,21,1997,18.3,1,0,0,15,23,4,6,8,10,0,0,0,120,51,103,33.1,Matches
2363,Roberto Soldado,es ESP,FW,Granada,es La Liga,34,1985,26.1,14,0,0,43,43,20,15,4,7,1,0,0,85,47,85,35.6,Matches
2364,Carlos Soler,es ESP,MF,Valencia,es La Liga,22,1997,23,4,0,0,22,25,1,22,12,17,0,0,0,140,17,17,50,Matches
2365,Oumar Solet,fr FRA,DF,Lyon,fr Ligue 1,19,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Matches
2366,Yann Sommer,ch SUI,GK,M'gladbach,de Bundesliga,30,1988,34,0,0,0,0,2,0,0,1,0,0,0,0,192,0,0,,Matches
2367,Kévin Soni,cm CMR,FW,Espanyol,es La Liga,21,1998,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,Matches
2368,David Soria,es ESP,GK,Getafe,es La Liga,26,1993,38,2,0,0,2,0,0,0,3,0,0,1,0,252,0,0,,Matches
2369,Bruno Soriano,es ESP,MF,Villarreal,es La Liga,35,1984,2.9,1,0,0,5,0,0,0,1,4,0,0,0,22,2,3,40,Matches
2370,Juan Soriano,es ESP,GK,Leganés,es La Liga,21,1997,11,2,0,0,1,1,0,0,0,0,0,1,0,54,0,0,,Matches
2371,Roberto Soriano,it ITA,MF,Bologna,it Serie A,28,1991,27.4,4,2,0,57,44,4,29,18,37,3,0,0,158,25,50,33.3,Matches
2372,Riccardo Sottil,it ITA,"FW,DF",Fiorentina,it Serie A,20,1999,5.7,3,0,0,11,26,2,23,0,3,0,0,0,31,4,5,44.4,Matches
2373,Tomáš Sou?ek,cz CZE,MF,West Ham,eng Premier League,24,1995,11.6,0,0,0,11,9,0,2,22,25,0,0,1,117,63,38,62.4,Matches
2374,Adama Soumaoro,fr FRA,DF,Genoa,it Serie A,27,1992,7.1,2,0,0,4,0,1,0,8,5,0,0,0,69,20,6,76.9,Matches
2375,Adama Soumaoro,fr FRA,DF,Lille,fr Ligue 1,27,1992,4.6,0,0,0,5,0,0,0,5,2,0,0,0,47,13,7,65,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2376,Boubakary Soumaré,fr FRA,MF,Lille,fr Ligue 1,20,1999,13.5,2,2,1,16,10,0,3,16,17,0,0,0,126,12,11,52.2,Matches
2377,Bryan Soumaré,fr FRA,"MF,FW",Dijon,fr Ligue 1,20,1999,4.3,0,0,0,4,8,0,17,2,7,0,0,0,35,4,7,36.4,Matches
2378,Arnaud Souquet,fr FRA,DF,Montpellier,fr Ligue 1,27,1992,22.4,6,0,0,34,32,2,75,19,28,0,0,0,191,27,33,45,Matches
2379,Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,22,1997,19.4,2,0,0,37,40,0,41,31,39,0,0,0,235,25,33,43.1,Matches
2380,Ça?lar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,23,1996,33.7,4,1,0,29,20,1,4,43,47,0,2,0,363,122,56,68.5,Matches
2381,Nikolas Špalek,sk SVK,"MF,FW",Brescia,it Serie A,22,1997,17.5,5,0,0,25,17,5,34,8,14,0,0,0,113,4,21,16,Matches
2382,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,26,1993,17.2,2,0,0,15,2,1,72,21,10,0,1,0,148,16,18,47.1,Matches
2383,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,27,1992,5.8,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,,Matches
2384,Mattia Sprocati,it ITA,FW,Parma,it Serie A,26,1992,6.6,0,0,0,4,19,1,24,1,3,0,0,0,52,3,5,37.5,Matches
2385,Bassem Srarfi,tn TUN,"FW,DF",Nice,fr Ligue 1,22,1997,1.5,1,0,0,5,6,0,6,2,0,0,0,0,7,0,1,0,Matches
2386,Dennis Srbeny,de GER,"MF,FW",Norwich City,eng Premier League,25,1994,0.5,0,0,0,1,0,0,0,0,4,0,0,0,5,1,5,16.7,Matches
2387,Dennis Srbeny,de GER,"FW,MF",Paderborn 07,de Bundesliga,25,1994,12.4,2,0,0,18,22,5,6,2,10,0,0,0,45,27,50,35.1,Matches
2388,Jerry St. Juste,nl NED,DF,Mainz 05,de Bundesliga,22,1996,23.5,7,0,0,22,23,1,6,56,36,0,0,0,205,50,53,48.5,Matches
2389,Jack Stacey,eng ENG,DF,Bournemouth,eng Premier League,23,1996,17.2,2,0,0,10,10,1,34,21,13,0,0,0,185,22,18,55,Matches
2390,Kostas Stafylidis,gr GRE,DF,Hoffenheim,de Bundesliga,25,1993,4.4,0,0,0,6,4,0,10,2,0,0,0,0,39,6,6,50,Matches
2391,Benjamin Stambouli,fr FRA,DF,Schalke 04,de Bundesliga,28,1990,9,2,0,0,9,4,0,2,12,21,0,0,0,96,11,10,52.4,Matches
2392,Junior Stanislas,eng ENG,"MF,DF",Bournemouth,eng Premier League,29,1989,7.9,1,0,0,5,4,1,37,5,6,0,0,0,60,9,6,60,Matches
2393,Niklas Stark,de GER,DF,Hertha BSC,de Bundesliga,24,1995,19.2,8,0,0,26,8,0,2,23,24,0,0,1,139,37,26,58.7,Matches
2394,Jed Steer,eng ENG,GK,Aston Villa,eng Premier League,26,1992,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2395,Renato Steffen,ch SUI,"MF,FW",Wolfsburg,de Bundesliga,27,1991,17.6,6,0,0,33,29,4,38,23,17,0,0,0,150,20,32,38.5,Matches
2396,Zack Steffen,us USA,GK,Düsseldorf,de Bundesliga,24,1995,17,0,0,0,0,2,0,0,0,0,0,0,0,108,0,0,,Matches
2397,Dale Stephens,eng ENG,MF,Brighton,eng Premier League,30,1989,28.1,8,0,0,41,7,0,4,58,40,0,0,0,315,20,23,46.5,Matches
2398,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,25,1994,27.2,4,1,0,13,13,0,5,30,35,0,1,0,322,43,56,43.4,Matches
2399,Mariusz St?pi?ski,pl POL,FW,Hellas Verona,it Serie A,24,1995,7.8,3,1,0,24,21,8,4,1,4,0,0,0,38,18,46,28.1,Matches
2400,Raheem Sterling,eng ENG,FW,Manchester City,eng Premier League,24,1994,29.5,5,0,0,30,40,12,50,14,29,3,0,0,160,20,35,36.4,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2401,Enda Stevens,ie IRL,DF,Sheffield Utd,eng Premier League,29,1990,37.2,7,0,0,39,19,2,121,36,43,0,0,0,341,35,26,57.4,Matches
2402,Marco Stiepermann,de GER,MF,Norwich City,eng Premier League,28,1991,13.1,6,0,0,22,15,0,6,5,7,0,0,0,67,14,59,19.2,Matches
2403,Lars Stindl,de GER,"MF,FW",M'gladbach,de Bundesliga,30,1988,15.9,4,0,0,21,23,3,16,9,25,1,0,0,113,21,38,35.6,Matches
2404,Kevin Stöger,at AUT,MF,Düsseldorf,de Bundesliga,25,1993,14.1,3,0,0,29,24,0,61,22,20,0,0,0,148,5,10,33.3,Matches
2405,Vlatko Stojanovski,mk MKD,FW,Nîmes,fr Ligue 1,22,1997,1.4,0,0,0,0,1,0,2,0,2,0,0,0,6,1,4,20,Matches
2406,John Stones,eng ENG,DF,Manchester City,eng Premier League,25,1994,12.5,0,0,0,5,1,1,0,8,12,0,0,0,153,38,20,65.5,Matches
2407,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,24,1995,38,2,0,0,0,4,0,0,0,0,0,0,0,151,0,0,,Matches
2408,Tobias Strobl,de GER,"MF,DF",M'gladbach,de Bundesliga,29,1990,6.8,1,0,0,12,10,0,0,9,14,0,0,0,71,9,8,52.9,Matches
2409,Christian Strohdiek,de GER,DF,Paderborn 07,de Bundesliga,31,1988,15.1,3,0,0,10,14,0,6,27,15,0,1,0,161,47,35,57.3,Matches
2410,Kevin Strootman,nl NED,MF,Marseille,fr Ligue 1,29,1990,15.7,7,0,0,32,13,1,5,17,27,0,0,0,175,27,30,47.4,Matches
2411,Jens Stryger Larsen,dk DEN,DF,Udinese,it Serie A,28,1991,31,5,0,0,9,5,1,119,22,22,0,0,0,198,10,23,30.3,Matches
2412,Stefano Sturaro,it ITA,MF,Genoa,it Serie A,26,1993,13.9,7,0,0,38,32,2,26,10,26,2,0,0,122,24,35,40.7,Matches
2413,Damián Suárez,uy URU,DF,Getafe,es La Liga,31,1988,28.8,15,0,0,55,48,0,151,27,49,0,0,0,323,36,50,41.9,Matches
2414,Denis Suárez,es ESP,"MF,FW",Celta Vigo,es La Liga,25,1994,18.1,2,0,0,21,32,0,95,15,16,1,0,0,111,3,16,15.8,Matches
2415,Luis Suárez,uy URU,FW,Barcelona,es La Liga,32,1987,22.2,4,0,0,15,25,17,9,1,2,0,0,0,66,5,7,41.7,Matches
2416,Mathías Suárez,uy URU,DF,Montpellier,fr Ligue 1,23,1996,0.7,0,0,0,1,1,0,0,1,2,0,0,0,1,0,1,0,Matches
2417,Neven Suboti?,rs SRB,DF,Union Berlin,de Bundesliga,30,1988,21.8,3,1,1,17,4,0,8,37,22,0,1,0,233,71,21,77.2,Matches
2418,Isaac Success,ng NGA,"FW,MF",Watford,eng Premier League,23,1996,0.8,1,0,0,2,2,0,2,1,0,0,0,0,5,1,7,12.5,Matches
2419,Marek Suchý,cz CZE,DF,Augsburg,de Bundesliga,31,1988,4.4,1,0,0,4,0,0,0,8,4,0,0,0,42,8,10,44.4,Matches
2420,Niklas Süle,de GER,DF,Bayern Munich,de Bundesliga,23,1995,7.1,1,0,0,6,4,0,1,6,4,0,0,0,70,16,3,84.2,Matches
2421,Ki Sung-yueng,kr KOR,MF,Mallorca,es La Liga,30,1989,0.1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,Matches
2422,Ki Sung-yueng,kr KOR,MF,Newcastle Utd,eng Premier League,30,1989,1.5,0,0,0,1,3,0,4,2,1,0,0,0,14,2,0,100,Matches
2423,Stoppila Sunzu,zm ZAM,DF,Metz,fr Ligue 1,30,1989,15,2,1,0,17,6,1,0,23,12,0,1,0,118,35,22,61.4,Matches
2424,Andrew Surman,eng ENG,MF,Bournemouth,eng Premier League,32,1986,2.6,1,0,0,1,1,0,3,1,2,0,0,0,40,5,7,41.7,Matches
2425,Sam Surridge,eng ENG,FW,Bournemouth,eng Premier League,21,1998,0.3,0,0,0,1,1,0,1,1,0,0,0,0,1,4,4,50,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2426,Suso,es ESP,"FW,MF",Sevilla,es La Liga,25,1993,8.7,0,0,0,5,8,3,39,2,2,0,0,0,50,3,5,37.5,Matches
2427,Suso,es ESP,"FW,MF",Milan,it Serie A,25,1993,15.1,2,0,0,10,28,2,105,8,14,0,0,0,81,1,3,25,Matches
2428,Bosko Sutalo,hr CRO,DF,Atalanta,it Serie A,19,2000,3.1,1,0,0,8,4,0,4,6,2,0,0,0,41,11,8,57.9,Matches
2429,Markus Suttner,at AUT,"DF,MF",Düsseldorf,de Bundesliga,32,1987,14.9,3,0,0,14,7,0,89,15,17,0,0,0,163,18,21,46.2,Matches
2430,Mattias Svanberg,se SWE,MF,Bologna,it Serie A,20,1999,11.7,2,0,0,18,28,1,21,14,14,0,0,0,79,16,14,53.3,Matches
2431,Issiaga Sylla,gn GUI,DF,Toulouse,fr Ligue 1,25,1994,28,2,0,0,37,22,2,95,63,51,0,2,1,321,76,44,63.3,Matches
2432,Moussa Sylla,fr FRA,FW,Monaco,fr Ligue 1,19,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2433,Eddy Sylvestre,fr FRA,MF,Nice,fr Ligue 1,19,1999,0.4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,Matches
2434,Ádám Szalai,hu HUN,FW,Mainz 05,de Bundesliga,31,1987,12.7,1,0,0,23,23,7,7,2,4,0,0,0,52,54,68,44.3,Matches
2435,Wojciech Szcz?sny,pl POL,GK,Juventus,it Serie A,29,1990,28.8,1,0,0,1,1,0,0,1,0,0,1,0,131,0,0,,Matches
2436,Andrea Tabanelli,it ITA,MF,Lecce,it Serie A,29,1990,10.7,4,0,0,22,24,1,12,10,12,0,1,0,73,15,21,41.7,Matches
2437,Tachi,es ESP,DF,Alavés,es La Liga,21,1997,2.6,1,0,0,5,6,0,0,4,1,0,0,0,13,2,7,22.2,Matches
2438,Panagiotis Tachtsidis,gr GRE,MF,Lecce,it Serie A,28,1991,22.3,7,1,1,41,30,0,27,30,45,0,2,0,261,46,19,70.8,Matches
2439,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,23,1996,23.2,4,1,0,29,10,0,3,25,18,0,0,0,299,79,25,76,Matches
2440,Flavien Tait,fr FRA,"MF,FW",Rennes,fr Ligue 1,26,1993,9.8,0,1,0,11,19,0,19,10,14,0,0,0,72,4,14,22.2,Matches
2441,Mahdi Talal,fr FRA,FW,Amiens,fr Ligue 1,21,1997,0.2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,Matches
2442,Adrien Tameze,cm CMR,MF,Nice,fr Ligue 1,25,1994,5.8,1,0,0,11,6,0,4,7,7,0,0,0,34,1,6,14.3,Matches
2443,Adrien Tameze,cm CMR,MF,Atalanta,it Serie A,25,1994,2.3,0,0,0,5,2,0,1,3,3,0,0,0,26,5,1,83.3,Matches
2444,Japhet Tanganga,eng ENG,DF,Tottenham,eng Premier League,20,1999,5.8,1,0,0,8,4,0,2,11,15,0,0,0,50,19,10,65.5,Matches
2445,Adil Taoui,fr FRA,MF,Toulouse,fr Ligue 1,17,2001,0.3,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,,Matches
2446,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,20,1999,11.8,2,0,0,13,3,0,0,9,19,0,1,0,152,25,25,50,Matches
2447,Matt Targett,eng ENG,DF,Aston Villa,eng Premier League,23,1995,25.5,4,0,0,26,17,0,81,60,33,0,0,0,240,32,37,46.4,Matches
2448,Rodrigo Tarín,es ESP,DF,Leganés,es La Liga,23,1996,10.6,1,0,0,7,7,0,0,8,7,0,1,0,70,18,10,64.3,Matches
2449,James Tarkowski,eng ENG,DF,Burnley,eng Premier League,26,1992,38,10,0,0,48,31,3,4,61,51,0,0,0,442,215,60,78.2,Matches
2450,Ciprian T?t?ru?anu,ro ROU,GK,Lyon,fr Ligue 1,33,1986,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2451,Júlio Tavares,cv CPV,FW,Dijon,fr Ligue 1,30,1988,22.2,0,0,0,22,45,8,17,8,7,0,0,0,85,170,142,54.5,Matches
2452,Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,25,1993,21.6,3,0,0,17,28,2,88,29,16,0,0,0,198,47,31,60.3,Matches
2453,Neil Taylor,wal WAL,DF,Aston Villa,eng Premier League,30,1989,12.1,2,0,0,8,6,0,9,20,9,0,0,0,94,10,16,38.5,Matches
2454,Aurélien Tchouaméni,fr FRA,MF,Bordeaux,fr Ligue 1,19,2000,12.3,3,0,0,23,25,0,1,16,18,0,0,0,137,15,11,57.7,Matches
2455,Aurélien Tchouaméni,fr FRA,MF,Monaco,fr Ligue 1,19,2000,0.7,3,0,0,4,0,0,0,0,0,0,0,0,9,2,1,66.7,Matches
2456,Georg Teigl,at AUT,"DF,MF",Augsburg,de Bundesliga,28,1991,1.2,0,0,0,2,1,1,0,3,0,0,0,0,3,1,1,50,Matches
2457,Álvaro Tejero,es ESP,DF,Eibar,es La Liga,23,1996,16.1,4,0,0,23,18,1,73,29,12,0,0,0,160,19,25,43.2,Matches
2458,Bernard Tekpetey,gh GHA,"FW,MF",Düsseldorf,de Bundesliga,21,1997,5,4,0,0,14,13,3,13,2,6,0,0,0,37,3,10,23.1,Matches
2459,Nathan Tella,eng ENG,FW,Southampton,eng Premier League,20,1999,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,50,Matches
2460,Cristian Tello,es ESP,"MF,FW",Betis,es La Liga,27,1991,8.7,1,0,0,8,4,0,32,4,7,0,0,0,57,3,6,33.3,Matches
2461,Lino Tempelmann,de GER,MF,Freiburg,de Bundesliga,20,1999,0.4,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0,Matches
2462,?ukasz Teodorczyk,pl POL,FW,Udinese,it Serie A,28,1991,2.5,1,0,0,11,3,3,1,0,5,0,0,0,18,9,11,45,Matches
2463,Hidde ter Avest,nl NED,DF,Udinese,it Serie A,22,1997,7.6,1,0,0,6,5,0,11,10,8,0,0,0,52,8,7,53.3,Matches
2464,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,27,1992,36,1,0,0,0,2,0,0,2,0,0,0,0,180,0,0,,Matches
2465,Simon Terodde,de GER,"FW,MF",Köln,de Bundesliga,31,1988,9,4,0,0,25,11,2,3,2,5,0,0,0,41,39,47,45.3,Matches
2466,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,29,1990,6.9,0,0,0,1,2,0,0,0,0,0,1,0,40,0,0,,Matches
2467,Martin Terrier,fr FRA,"FW,MF",Lyon,fr Ligue 1,22,1997,13.3,0,0,0,22,17,1,23,9,15,0,0,0,80,21,30,41.2,Matches
2468,Aleksa Terzi?,rs SRB,DF,Fiorentina,it Serie A,19,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
2469,Kenny Tete,nl NED,DF,Lyon,fr Ligue 1,23,1995,11.9,1,0,0,13,19,1,46,19,25,0,1,0,115,8,14,36.4,Matches
2470,Alexander Tettey,no NOR,"MF,DF",Norwich City,eng Premier League,33,1986,26,5,0,0,21,7,0,4,43,20,0,0,0,327,37,23,61.7,Matches
2471,Florian Thauvin,fr FRA,FW,Marseille,fr Ligue 1,26,1993,0.2,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,,Matches
2472,Demba Thiam,sn SEN,GK,SPAL,it Serie A,21,1998,2,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,,Matches
